periodo,region,exportaciones_musd
2019-04-01,Total América Exportaciones,1866.3551348
2019-05-01,Total América Exportaciones,1854.3144733
2019-06-01,Total América Exportaciones,1774.0450331
2019-07-01,Total América Exportaciones,1765.3385775
2019-08-01,Total América Exportaciones,1811.235826
2019-09-01,Total América Exportaciones,1699.3178357
2019-10-01,Total América Exportaciones,1503.66036
2019-11-01,Total América Exportaciones,1545.9099944
2019-12-01,Total América Exportaciones,1671.9227081
2020-01-01,Total América Exportaciones,1775.8993536
2020-02-01,Total América Exportaciones,1673.1455852
2020-03-01,Total América Exportaciones,1942.4087283
2020-04-01,Total América Exportaciones,1574.8892711
2020-05-01,Total América Exportaciones,1490.944056
2020-06-01,Total América Exportaciones,1455.8583079
2020-07-01,Total América Exportaciones,1626.093127
2020-08-01,Total América Exportaciones,1497.0995907
2020-09-01,Total América Exportaciones,1622.5993153
2020-10-01,Total América Exportaciones,1913.2331364
2020-11-01,Total América Exportaciones,1700.7930969
2020-12-01,Total América Exportaciones,1884.0340082
2021-01-01,Total América Exportaciones,1871.27450012326
2021-02-01,Total América Exportaciones,2412.64537813683
2021-03-01,Total América Exportaciones,2239.09993592582
2021-04-01,Total América Exportaciones,2454.86899671351
2021-05-01,Total América Exportaciones,2176.90890033934
2021-06-01,Total América Exportaciones,2184.16225060532
2021-07-01,Total América Exportaciones,2354.27006124901
2021-08-01,Total América Exportaciones,2732.96282570233
2021-09-01,Total América Exportaciones,2476.65094741304
2021-10-01,Total América Exportaciones,2194.51668204232
2021-11-01,Total América Exportaciones,2462.91948257592
2021-12-01,Total América Exportaciones,2801.48335705467
2022-01-01,Total América Exportaciones,2082.5442387
2022-02-01,Total América Exportaciones,2060.527878
2022-03-01,Total América Exportaciones,2873.3291336
2022-04-01,Total América Exportaciones,2523.1211782
2022-05-01,Total América Exportaciones,2719.7732092
2022-06-01,Total América Exportaciones,2557.1475113
2022-07-01,Total América Exportaciones,2365.4031103
2022-08-01,Total América Exportaciones,2630.4078961
2022-09-01,Total América Exportaciones,2367.2430511
2022-10-01,Total América Exportaciones,2098.1567767
2022-11-01,Total América Exportaciones,2185.0629203
2022-12-01,Total América Exportaciones,2350.18135
2023-01-01,Total América Exportaciones,2284.2281394
2023-02-01,Total América Exportaciones,2708.7727573
2023-03-01,Total América Exportaciones,3083.0158844
2023-04-01,Total América Exportaciones,2401.873997
2023-05-01,Total América Exportaciones,2540.8988054
2023-06-01,Total América Exportaciones,2386.587986
2023-07-01,Total América Exportaciones,2240.9049619
2023-08-01,Total América Exportaciones,2479.3437357
2023-09-01,Total América Exportaciones,2095.1179312
2023-10-01,Total América Exportaciones,2342.1870151
2023-11-01,Total América Exportaciones,2165.7323641
2023-12-01,Total América Exportaciones,2122.0065795
2024-01-01,Total América Exportaciones,2204.3853145
2024-02-01,Total América Exportaciones,2204.0600257
2024-03-01,Total América Exportaciones,2330.7579365
2024-04-01,Total América Exportaciones,2862.124836
2024-05-01,Total América Exportaciones,2551.4021967
2024-06-01,Total América Exportaciones,2657.1587322
2024-07-01,Total América Exportaciones,2762.7284608
2024-08-01,Total América Exportaciones,2759.1827999
2024-09-01,Total América Exportaciones,2483.5788832
2024-10-01,Total América Exportaciones,2582.127141
2024-11-01,Total América Exportaciones,2482.6992796
2024-12-01,Total América Exportaciones,2615.6526614
2025-01-01,Total América Exportaciones,2559.0079361
2025-02-01,Total América Exportaciones,2557.8103611
2025-03-01,Total América Exportaciones,3003.4157379
2025-04-01,Total América Exportaciones,3127.3247176
2025-05-01,Total América Exportaciones,2898.6525769
2025-06-01,Total América Exportaciones,2645.7407335
2025-07-01,Total América Exportaciones,2652.8895341
2025-08-01,Total América Exportaciones,2224.1658947
2025-09-01,Total América Exportaciones,2826.3299902
2025-10-01,Total América Exportaciones,2774.089126
2025-11-01,Total América Exportaciones,2587.4280258
2025-12-01,Total América Exportaciones,3200.2106575
2026-01-01,Total América Exportaciones,2911.7856878
2026-02-01,Total América Exportaciones,2552.5062867
2026-03-01,Total América Exportaciones,3575.8072226
2026-04-01,Total América Exportaciones,2968.7595954
2026-05-01,Total América Exportaciones,3132.7496171
2026-06-01,Total América Exportaciones,3417.1519765
2003-01-01,Europa. Total,389.80546966
2003-02-01,Europa. Total,361.61777262
2003-03-01,Europa. Total,491.17478949
2003-04-01,Europa. Total,511.48606071
2003-05-01,Europa. Total,527.73646831
2003-06-01,Europa. Total,426.2045362
2003-07-01,Europa. Total,402.85096971
2003-08-01,Europa. Total,466.05465486
2003-09-01,Europa. Total,443.62855403
2003-10-01,Europa. Total,445.00090723
2003-11-01,Europa. Total,435.05871054
2003-12-01,Europa. Total,586.94593093
2004-01-01,Europa. Total,552.130594
2004-02-01,Europa. Total,671.36995036
2004-03-01,Europa. Total,853.76919215
2004-04-01,Europa. Total,764.89166858
2004-05-01,Europa. Total,739.40784478
2004-06-01,Europa. Total,610.71068928
2004-07-01,Europa. Total,870.23285392
2004-08-01,Europa. Total,715.56978704
2004-09-01,Europa. Total,785.75601334
2004-10-01,Europa. Total,722.25714777
2004-11-01,Europa. Total,703.33293061
2004-12-01,Europa. Total,696.14672973
2005-01-01,Europa. Total,762.88901277
2005-02-01,Europa. Total,709.30606628
2005-03-01,Europa. Total,1099.0441633
2005-04-01,Europa. Total,853.4809057
2005-05-01,Europa. Total,947.0240031
2005-06-01,Europa. Total,820.08685451
2005-07-01,Europa. Total,805.59532664
2005-08-01,Europa. Total,708.32670664
2005-09-01,Europa. Total,873.74965286
2005-10-01,Europa. Total,904.25288738
2005-11-01,Europa. Total,842.1228783
2005-12-01,Europa. Total,1058.8755154
2006-01-01,Europa. Total,973.19672858
2006-02-01,Europa. Total,1290.3955176
2006-03-01,Europa. Total,1467.0038474
2006-04-01,Europa. Total,1571.6678562
2006-05-01,Europa. Total,1599.3140972
2006-06-01,Europa. Total,1704.030876
2006-07-01,Europa. Total,1409.6259993
2006-08-01,Europa. Total,1352.3210309
2006-09-01,Europa. Total,1553.0243005
2006-10-01,Europa. Total,1204.3717757
2006-11-01,Europa. Total,975.06605812
2006-12-01,Europa. Total,1684.7047574
2007-01-01,Europa. Total,1406.9443169
2007-02-01,Europa. Total,1304.9663363
2007-03-01,Europa. Total,1520.0812975
2007-04-01,Europa. Total,1862.6003585
2007-05-01,Europa. Total,1562.035295
2007-06-01,Europa. Total,1608.8823853
2007-07-01,Europa. Total,1220.7225669
2007-08-01,Europa. Total,1536.3732707
2007-09-01,Europa. Total,1290.971503
2007-10-01,Europa. Total,1568.8059359
2007-11-01,Europa. Total,1080.3667077
2007-12-01,Europa. Total,1338.9152884
2008-01-01,Europa. Total,1489.1556138
2008-02-01,Europa. Total,1370.6400503
2008-03-01,Europa. Total,2039.5452148
2008-04-01,Europa. Total,1888.6516033
2008-05-01,Europa. Total,1801.6472197
2008-06-01,Europa. Total,1609.2276805
2008-07-01,Europa. Total,1486.6043525
2008-08-01,Europa. Total,1330.3393556
2008-09-01,Europa. Total,1085.7614186
2008-10-01,Europa. Total,979.08712353
2008-11-01,Europa. Total,738.72638136
2008-12-01,Europa. Total,832.314399
2009-01-01,Europa. Total,687.57334445
2009-02-01,Europa. Total,714.23407351
2009-03-01,Europa. Total,973.10019001
2009-04-01,Europa. Total,881.15413452
2009-05-01,Europa. Total,800.49835995
2009-06-01,Europa. Total,851.98680603
2009-07-01,Europa. Total,1008.1565539
2009-08-01,Europa. Total,859.9278697
2009-09-01,Europa. Total,870.12070454
2009-10-01,Europa. Total,1117.2433225
2009-11-01,Europa. Total,916.54981791
2009-12-01,Europa. Total,1020.4220327
2010-01-01,Europa. Total,978.10301796
2010-02-01,Europa. Total,984.20112021
2010-03-01,Europa. Total,1016.5407467
2010-04-01,Europa. Total,1004.4184538
2010-05-01,Europa. Total,1207.6686792
2010-06-01,Europa. Total,969.87817083
2010-07-01,Europa. Total,1089.3018182
2010-08-01,Europa. Total,1274.2740277
2010-09-01,Europa. Total,1193.7969754
2010-10-01,Europa. Total,1288.2551635
2010-11-01,Europa. Total,1149.7830792
2010-12-01,Europa. Total,1567.5327232
2011-01-01,Europa. Total,1189.8292183
2011-02-01,Europa. Total,1346.7353774
2011-03-01,Europa. Total,1712.4140533
2011-04-01,Europa. Total,1677.1855862
2011-05-01,Europa. Total,1645.2200583
2011-06-01,Europa. Total,1485.7847939
2011-07-01,Europa. Total,1083.6021296
2011-08-01,Europa. Total,1255.3539193
2011-09-01,Europa. Total,1169.3705908
2011-10-01,Europa. Total,1177.7080348
2011-11-01,Europa. Total,1233.0825534
2011-12-01,Europa. Total,1119.0063553
2012-01-01,Europa. Total,986.09296112
2012-02-01,Europa. Total,1149.6362059
2012-03-01,Europa. Total,1417.2146356
2012-04-01,Europa. Total,1306.4421783
2012-05-01,Europa. Total,1191.2464097
2012-06-01,Europa. Total,1336.9535659
2012-07-01,Europa. Total,944.68618732
2012-08-01,Europa. Total,952.57248706
2012-09-01,Europa. Total,1113.7227192
2012-10-01,Europa. Total,1300.1379446
2012-11-01,Europa. Total,1060.8551465
2012-12-01,Europa. Total,1171.2713697
2013-01-01,Europa. Total,938.88679354
2013-02-01,Europa. Total,1002.6271082
2013-03-01,Europa. Total,1150.92741
2013-04-01,Europa. Total,1369.901902
2013-05-01,Europa. Total,1324.1560721
2013-06-01,Europa. Total,1269.8347325
2013-07-01,Europa. Total,1039.1029687
2013-08-01,Europa. Total,1114.4072333
2013-09-01,Europa. Total,1090.7255821
2013-10-01,Europa. Total,1175.6410893
2013-11-01,Europa. Total,945.73244113
2013-12-01,Europa. Total,866.86633625
2014-01-01,Europa. Total,854.701687903076
2014-02-01,Europa. Total,1118.92089597958
2014-03-01,Europa. Total,1230.64940933088
2014-04-01,Europa. Total,1194.90853768896
2014-05-01,Europa. Total,1273.53449076067
2014-06-01,Europa. Total,1231.66081669575
2014-07-01,Europa. Total,1007.66774362119
2014-08-01,Europa. Total,1128.04052926616
2014-09-01,Europa. Total,911.275245952384
2014-10-01,Europa. Total,1123.9933896059
2014-11-01,Europa. Total,919.595286457546
2014-12-01,Europa. Total,872.421997079163
2015-01-01,Europa. Total,745.75901243
2015-02-01,Europa. Total,731.39693999
2015-03-01,Europa. Total,850.58463275
2015-04-01,Europa. Total,1012.0471687
2015-05-01,Europa. Total,938.99011139
2015-06-01,Europa. Total,797.76367325
2015-07-01,Europa. Total,937.50053894
2015-08-01,Europa. Total,718.66462386
2015-09-01,Europa. Total,726.51941489
2015-10-01,Europa. Total,806.81852516
2015-11-01,Europa. Total,734.6370384
2015-12-01,Europa. Total,673.52483365
2016-01-01,Europa. Total,756.74496433
2016-02-01,Europa. Total,606.29133344
2016-03-01,Europa. Total,787.39032527
2016-04-01,Europa. Total,804.4017667
2016-05-01,Europa. Total,822.15069997
2016-06-01,Europa. Total,772.94344285
2016-07-01,Europa. Total,705.15271925
2016-08-01,Europa. Total,790.34365306
2016-09-01,Europa. Total,770.61380363
2016-10-01,Europa. Total,746.01665471
2016-11-01,Europa. Total,709.37526614
2016-12-01,Europa. Total,843.05899268
2017-01-01,Europa. Total,724.24625722
2017-02-01,Europa. Total,689.4295183
2017-03-01,Europa. Total,862.95341571
2017-04-01,Europa. Total,744.59107497
2017-05-01,Europa. Total,1052.2978048
2017-06-01,Europa. Total,761.22661794
2017-07-01,Europa. Total,828.30476885
2017-08-01,Europa. Total,936.73524708
2017-09-01,Europa. Total,868.96614726
2017-10-01,Europa. Total,945.10929872
2017-11-01,Europa. Total,906.78055034
2017-12-01,Europa. Total,1013.2131678
2018-01-01,Europa. Total,855.41767783
2018-02-01,Europa. Total,953.30294931
2018-03-01,Europa. Total,892.18471079
2018-04-01,Europa. Total,935.12379011
2018-05-01,Europa. Total,1113.540754
2018-06-01,Europa. Total,943.73105827
2018-07-01,Europa. Total,872.65041249
2018-08-01,Europa. Total,923.23444847
2018-09-01,Europa. Total,716.65265688
2018-10-01,Europa. Total,820.53163379
2018-11-01,Europa. Total,748.31167507
2018-12-01,Europa. Total,797.9587144
2019-01-01,Europa. Total,915.6611554
2019-02-01,Europa. Total,720.84477849
2019-03-01,Europa. Total,727.78335169
2019-04-01,Europa. Total,786.44623088
2019-05-01,Europa. Total,980.55873885
2019-06-01,Europa. Total,652.85374967
2019-07-01,Europa. Total,793.07773491
2019-08-01,Europa. Total,749.07297936
2019-09-01,Europa. Total,698.2480009
2019-10-01,Europa. Total,720.23596795
2019-11-01,Europa. Total,725.85032045
2019-12-01,Europa. Total,674.13373829
2020-01-01,Europa. Total,752.367891
2020-02-01,Europa. Total,656.34060313
2020-03-01,Europa. Total,719.31893892
2020-04-01,Europa. Total,918.55201987
2020-05-01,Europa. Total,954.66554607
2020-06-01,Europa. Total,919.34109473
2020-07-01,Europa. Total,754.76826278
2020-08-01,Europa. Total,705.26310949
2020-09-01,Europa. Total,834.84294928
2020-10-01,Europa. Total,752.75399277
2020-11-01,Europa. Total,795.22637391
2020-12-01,Europa. Total,770.81721114
2021-01-01,Europa. Total,782.312491479194
2021-02-01,Europa. Total,720.968921588497
2021-03-01,Europa. Total,841.254145254801
2021-04-01,Europa. Total,1230.46585493209
2021-05-01,Europa. Total,995.47673884849
2021-06-01,Europa. Total,1151.42630025864
2021-07-01,Europa. Total,761.81959337786
2021-08-01,Europa. Total,975.618329202582
2021-09-01,Europa. Total,789.208419273048
2021-10-01,Europa. Total,1048.44350216039
2021-11-01,Europa. Total,922.24807693752
2021-12-01,Europa. Total,1001.23940921352
2022-01-01,Europa. Total,731.39593867
2022-02-01,Europa. Total,857.23763768
2022-03-01,Europa. Total,701.813905
2022-04-01,Europa. Total,703.96367761
2022-05-01,Europa. Total,872.71876876
2022-06-01,Europa. Total,877.53954294
2022-07-01,Europa. Total,927.02990338
2022-08-01,Europa. Total,864.04238156
2022-09-01,Europa. Total,780.05561068
2022-10-01,Europa. Total,993.19931916
2022-11-01,Europa. Total,926.9750023
2022-12-01,Europa. Total,1054.955496
2023-01-01,Europa. Total,633.97008617
2023-02-01,Europa. Total,782.74905816
2023-03-01,Europa. Total,854.91472159
2023-04-01,Europa. Total,645.70953551
2023-05-01,Europa. Total,1090.7231751
2023-06-01,Europa. Total,772.48184728
2023-07-01,Europa. Total,851.52663173
2023-08-01,Europa. Total,947.6059117
2023-09-01,Europa. Total,727.50370283
2023-10-01,Europa. Total,865.9067562
2023-11-01,Europa. Total,834.9010297
2023-12-01,Europa. Total,630.18203264
2024-01-01,Europa. Total,842.17072662
2024-02-01,Europa. Total,742.26904688
2024-03-01,Europa. Total,1041.1879282
2024-04-01,Europa. Total,976.60609261
2024-05-01,Europa. Total,947.67964117
2024-06-01,Europa. Total,828.17665476
2024-07-01,Europa. Total,1099.827519
2024-08-01,Europa. Total,1009.6166
2024-09-01,Europa. Total,811.1307539
2024-10-01,Europa. Total,976.91056589
2024-11-01,Europa. Total,765.04915268
2024-12-01,Europa. Total,874.00148311
2025-01-01,Europa. Total,880.67848078
2025-02-01,Europa. Total,1061.2921961
2025-03-01,Europa. Total,987.61107233
2025-04-01,Europa. Total,1188.3691755
2025-05-01,Europa. Total,1243.846439
2025-06-01,Europa. Total,1089.431747
2025-07-01,Europa. Total,1150.0443873
2025-08-01,Europa. Total,1125.0890312
2025-09-01,Europa. Total,1280.770271
2025-10-01,Europa. Total,1232.3403949
2025-11-01,Europa. Total,1233.1064283
2025-12-01,Europa. Total,1418.9328147
2026-01-01,Europa. Total,1244.8065847
2026-02-01,Europa. Total,949.3244725
2026-03-01,Europa. Total,1268.1151147
2026-04-01,Europa. Total,1610.672105
2026-05-01,Europa. Total,1431.2182054
2026-06-01,Europa. Total,1528.8452854
2003-01-01,Asia. Total,525.96477839
2003-02-01,Asia. Total,530.27918555
2003-03-01,Asia. Total,551.40498894
2003-04-01,Asia. Total,471.33887828
2003-05-01,Asia. Total,603.06082672
2003-06-01,Asia. Total,571.60866324
2003-07-01,Asia. Total,568.08765135
2003-08-01,Asia. Total,537.31945002
2003-09-01,Asia. Total,562.36864715
2003-10-01,Asia. Total,557.52240766
2003-11-01,Asia. Total,702.45014051
2003-12-01,Asia. Total,666.9557766
2004-01-01,Asia. Total,772.21631007
2004-02-01,Asia. Total,986.44226919
2004-03-01,Asia. Total,887.71911263
2004-04-01,Asia. Total,1006.1830908
2004-05-01,Asia. Total,995.83014234
2004-06-01,Asia. Total,881.13979163
2004-07-01,Asia. Total,1031.9362259
2004-08-01,Asia. Total,1002.3430685
2004-09-01,Asia. Total,871.56154237
2004-10-01,Asia. Total,1044.3239394
2004-11-01,Asia. Total,1081.0849911
2004-12-01,Asia. Total,1182.4641495
2005-01-01,Asia. Total,957.65288063
2005-02-01,Asia. Total,1104.9408492
2005-03-01,Asia. Total,1258.0430867
2005-04-01,Asia. Total,1164.4754561
2005-05-01,Asia. Total,1172.3712143
2005-06-01,Asia. Total,1438.8384448
2005-07-01,Asia. Total,1318.4293951
2005-08-01,Asia. Total,1221.9980426
2005-09-01,Asia. Total,1305.670149
2005-10-01,Asia. Total,1158.7658899
2005-11-01,Asia. Total,1645.9224085
2005-12-01,Asia. Total,1720.8742043
2006-01-01,Asia. Total,1438.8439408
2006-02-01,Asia. Total,1566.2823088
2006-03-01,Asia. Total,2039.1050232
2006-04-01,Asia. Total,1758.0716974
2006-05-01,Asia. Total,1354.8300032
2006-06-01,Asia. Total,2189.4374962
2006-07-01,Asia. Total,1559.7141437
2006-08-01,Asia. Total,1622.4877422
2006-09-01,Asia. Total,1587.9020967
2006-10-01,Asia. Total,1472.8477056
2006-11-01,Asia. Total,1469.4765149
2006-12-01,Asia. Total,2292.9254801
2007-01-01,Asia. Total,2139.9472698
2007-02-01,Asia. Total,2171.174445
2007-03-01,Asia. Total,2306.8176806
2007-04-01,Asia. Total,2590.2071691
2007-05-01,Asia. Total,2684.0759094
2007-06-01,Asia. Total,2377.9083105
2007-07-01,Asia. Total,2073.9195179
2007-08-01,Asia. Total,2110.7470837
2007-09-01,Asia. Total,2114.0557963
2007-10-01,Asia. Total,2289.272927
2007-11-01,Asia. Total,2483.0928544
2007-12-01,Asia. Total,2630.4009771
2008-01-01,Asia. Total,2516.1989397
2008-02-01,Asia. Total,2498.8748696
2008-03-01,Asia. Total,2572.6421457
2008-04-01,Asia. Total,1934.9179511
2008-05-01,Asia. Total,2129.0456689
2008-06-01,Asia. Total,2315.8520386
2008-07-01,Asia. Total,1846.5642197
2008-08-01,Asia. Total,1631.3833462
2008-09-01,Asia. Total,1449.8936844
2008-10-01,Asia. Total,1328.6028549
2008-11-01,Asia. Total,1038.2039697
2008-12-01,Asia. Total,1622.1651424
2009-01-01,Asia. Total,1378.9824355
2009-02-01,Asia. Total,1377.7766475
2009-03-01,Asia. Total,1748.7329514
2009-04-01,Asia. Total,1932.5994648
2009-05-01,Asia. Total,2092.6191865
2009-06-01,Asia. Total,2262.3084057
2009-07-01,Asia. Total,2203.4866888
2009-08-01,Asia. Total,2232.2674694
2009-09-01,Asia. Total,2004.023896
2009-10-01,Asia. Total,2828.2234617
2009-11-01,Asia. Total,2701.2185703
2009-12-01,Asia. Total,2777.329688
2010-01-01,Asia. Total,2310.9338987
2010-02-01,Asia. Total,2430.0394745
2010-03-01,Asia. Total,2762.0654175
2010-04-01,Asia. Total,2487.0320595
2010-05-01,Asia. Total,2413.6144678
2010-06-01,Asia. Total,2607.0941281
2010-07-01,Asia. Total,3056.950392
2010-08-01,Asia. Total,3264.0448593
2010-09-01,Asia. Total,3119.1895557
2010-10-01,Asia. Total,3094.5159404
2010-11-01,Asia. Total,3466.7730456
2010-12-01,Asia. Total,4015.394033
2011-01-01,Asia. Total,3063.4922974
2011-02-01,Asia. Total,2583.0229059
2011-03-01,Asia. Total,3386.9264311
2011-04-01,Asia. Total,3014.4724451
2011-05-01,Asia. Total,3430.2297509
2011-06-01,Asia. Total,3118.2994071
2011-07-01,Asia. Total,3068.4673298
2011-08-01,Asia. Total,2935.8576937
2011-09-01,Asia. Total,3142.486169
2011-10-01,Asia. Total,3312.5651854
2011-11-01,Asia. Total,3449.2911067
2011-12-01,Asia. Total,3951.0058092
2012-01-01,Asia. Total,3247.767513
2012-02-01,Asia. Total,3132.3786321
2012-03-01,Asia. Total,3108.2050506
2012-04-01,Asia. Total,2875.3327905
2012-05-01,Asia. Total,3063.8321236
2012-06-01,Asia. Total,3080.4271247
2012-07-01,Asia. Total,2966.4837617
2012-08-01,Asia. Total,2817.9481017
2012-09-01,Asia. Total,2798.7731326
2012-10-01,Asia. Total,3566.1291906
2012-11-01,Asia. Total,3147.5882521
2012-12-01,Asia. Total,3526.9558069
2013-01-01,Asia. Total,3199.0924121
2013-02-01,Asia. Total,2524.0539686
2013-03-01,Asia. Total,2598.9918851
2013-04-01,Asia. Total,2742.0332073
2013-05-01,Asia. Total,3166.0747336
2013-06-01,Asia. Total,2966.9714766
2013-07-01,Asia. Total,3143.6280203
2013-08-01,Asia. Total,3185.0754852
2013-09-01,Asia. Total,2989.9319576
2013-10-01,Asia. Total,3644.0327341
2013-11-01,Asia. Total,3132.8801692
2013-12-01,Asia. Total,3382.7934362
2014-01-01,Asia. Total,2751.85832502434
2014-02-01,Asia. Total,3000.71102342549
2014-03-01,Asia. Total,3540.3101123836
2014-04-01,Asia. Total,3093.44394626709
2014-05-01,Asia. Total,3220.573919506
2014-06-01,Asia. Total,2930.47473397438
2014-07-01,Asia. Total,3147.10437338027
2014-08-01,Asia. Total,2750.32917653371
2014-09-01,Asia. Total,2888.34500093685
2014-10-01,Asia. Total,2779.19092564117
2014-11-01,Asia. Total,2820.49267728484
2014-12-01,Asia. Total,3647.97531073395
2015-01-01,Asia. Total,3077.1108824
2015-02-01,Asia. Total,2551.2272998
2015-03-01,Asia. Total,3000.5562049
2015-04-01,Asia. Total,2659.4272487
2015-05-01,Asia. Total,2436.9206747
2015-06-01,Asia. Total,2706.5071451
2015-07-01,Asia. Total,2141.4478988
2015-08-01,Asia. Total,2193.7903184
2015-09-01,Asia. Total,2318.2119719
2015-10-01,Asia. Total,2207.4793892
2015-11-01,Asia. Total,2471.7997822
2015-12-01,Asia. Total,2800.6084616
2016-01-01,Asia. Total,2657.7089262
2016-02-01,Asia. Total,2418.484442
2016-03-01,Asia. Total,2531.5743337
2016-04-01,Asia. Total,2487.9400981
2016-05-01,Asia. Total,2572.171977
2016-06-01,Asia. Total,2189.5881348
2016-07-01,Asia. Total,2270.7734082
2016-08-01,Asia. Total,2329.8849378
2016-09-01,Asia. Total,2445.4623548
2016-10-01,Asia. Total,2458.6030213
2016-11-01,Asia. Total,2827.2143453
2016-12-01,Asia. Total,3472.7880544
2017-01-01,Asia. Total,2933.0021642
2017-02-01,Asia. Total,2128.9785007
2017-03-01,Asia. Total,2382.8278168
2017-04-01,Asia. Total,2500.7539078
2017-05-01,Asia. Total,2629.6907952
2017-06-01,Asia. Total,2925.9435733
2017-07-01,Asia. Total,2567.2179142
2017-08-01,Asia. Total,3143.4102888
2017-09-01,Asia. Total,3042.0079231
2017-10-01,Asia. Total,3172.6872463
2017-11-01,Asia. Total,3341.4512349
2017-12-01,Asia. Total,3887.7295132
2018-01-01,Asia. Total,3630.5198371
2018-02-01,Asia. Total,3138.5955999
2018-03-01,Asia. Total,3412.9868043
2018-04-01,Asia. Total,3295.0086732
2018-05-01,Asia. Total,3349.2990854
2018-06-01,Asia. Total,3271.896203
2018-07-01,Asia. Total,3094.7766124
2018-08-01,Asia. Total,3160.7699996
2018-09-01,Asia. Total,3013.0864702
2018-10-01,Asia. Total,3641.2110895
2018-11-01,Asia. Total,3429.2239069
2018-12-01,Asia. Total,3992.064202
2019-01-01,Asia. Total,3870.1310659
2019-02-01,Asia. Total,2953.0657032
2019-03-01,Asia. Total,3169.9459806
2019-04-01,Asia. Total,2954.1925337
2019-05-01,Asia. Total,3196.0837514
2019-06-01,Asia. Total,2673.1227009
2019-07-01,Asia. Total,2919.1809196
2019-08-01,Asia. Total,3262.5494246
2019-09-01,Asia. Total,2712.434228
2019-10-01,Asia. Total,2846.0584747
2019-11-01,Asia. Total,2859.7519896
2019-12-01,Asia. Total,3971.4720253
2020-01-01,Asia. Total,3887.6967758
2020-02-01,Asia. Total,2573.5417466
2020-03-01,Asia. Total,2970.8151639
2020-04-01,Asia. Total,3248.0929456
2020-05-01,Asia. Total,3280.5290791
2020-06-01,Asia. Total,3560.7452698
2020-07-01,Asia. Total,3691.5965549
2020-08-01,Asia. Total,3451.1222527
2020-09-01,Asia. Total,3382.8306599
2020-10-01,Asia. Total,3824.4524444
2020-11-01,Asia. Total,4325.1113577
2020-12-01,Asia. Total,5163.509062
2021-01-01,Asia. Total,4390.94750720254
2021-02-01,Asia. Total,4075.41906851138
2021-03-01,Asia. Total,4549.30743083386
2021-04-01,Asia. Total,4497.92640288317
2021-05-01,Asia. Total,4491.77142382096
2021-06-01,Asia. Total,4096.40483517677
2021-07-01,Asia. Total,4588.18705153957
2021-08-01,Asia. Total,3938.82290157634
2021-09-01,Asia. Total,4084.18524866302
2021-10-01,Asia. Total,4438.29976305748
2021-11-01,Asia. Total,5121.32608815717
2021-12-01,Asia. Total,5554.33237727776
2022-01-01,Asia. Total,5582.9355118
2022-02-01,Asia. Total,4172.5033747
2022-03-01,Asia. Total,4873.6708613
2022-04-01,Asia. Total,4456.4585927
2022-05-01,Asia. Total,4948.0753355
2022-06-01,Asia. Total,4626.9195505
2022-07-01,Asia. Total,4546.7855516
2022-08-01,Asia. Total,4435.8852508
2022-09-01,Asia. Total,4660.8521093
2022-10-01,Asia. Total,5019.9395947
2022-11-01,Asia. Total,4866.2547824
2022-12-01,Asia. Total,5823.3080755
2023-01-01,Asia. Total,5848.0489655
2023-02-01,Asia. Total,4171.7820579
2023-03-01,Asia. Total,5111.7668471
2023-04-01,Asia. Total,4132.6328354
2023-05-01,Asia. Total,4021.690856
2023-06-01,Asia. Total,4233.2131188
2023-07-01,Asia. Total,3719.9000425
2023-08-01,Asia. Total,4026.0425786
2023-09-01,Asia. Total,4102.0404797
2023-10-01,Asia. Total,4206.0017893
2023-11-01,Asia. Total,4549.871527
2023-12-01,Asia. Total,5159.9522222
2024-01-01,Asia. Total,6277.3979467
2024-02-01,Asia. Total,4856.6063288
2024-03-01,Asia. Total,4738.0724699
2024-04-01,Asia. Total,4528.6085486
2024-05-01,Asia. Total,4395.3345161
2024-06-01,Asia. Total,3839.611267
2024-07-01,Asia. Total,4094.7618432
2024-08-01,Asia. Total,3994.5559235
2024-09-01,Asia. Total,4433.5894743
2024-10-01,Asia. Total,4675.7349985
2024-11-01,Asia. Total,4599.9805942
2024-12-01,Asia. Total,5817.4223846
2025-01-01,Asia. Total,6263.7703273
2025-02-01,Asia. Total,4125.1082395
2025-03-01,Asia. Total,4612.0789939
2025-04-01,Asia. Total,4639.2996533
2025-05-01,Asia. Total,4456.2334878
2025-06-01,Asia. Total,4768.1457277
2025-07-01,Asia. Total,4643.4249451
2025-08-01,Asia. Total,5055.0804202
2025-09-01,Asia. Total,5065.9159645
2025-10-01,Asia. Total,6062.1370481
2025-11-01,Asia. Total,5000.0409307
2025-12-01,Asia. Total,7426.7976029
2026-01-01,Asia. Total,6638.5454878
2026-02-01,Asia. Total,5128.6235008
2026-03-01,Asia. Total,5550.8928175
2026-04-01,Asia. Total,5019.830454
2026-05-01,Asia. Total,4866.2925369
2026-06-01,Asia. Total,5711.1069111
