periodo,region,importaciones_musd
2006-07-01,Asia. Total,704.958715850771
2006-08-01,Asia. Total,926.855554167571
2006-09-01,Asia. Total,872.384144945011
2006-10-01,Asia. Total,941.800624909229
2006-11-01,Asia. Total,909.081723964126
2006-12-01,Asia. Total,808.419512731278
2007-01-01,Asia. Total,813.444773591928
2007-02-01,Asia. Total,818.078356281721
2007-03-01,Asia. Total,943.53516329936
2007-04-01,Asia. Total,936.119786245344
2007-05-01,Asia. Total,1029.05365352248
2007-06-01,Asia. Total,997.509800073733
2007-07-01,Asia. Total,1057.42997555137
2007-08-01,Asia. Total,1261.98298384169
2007-09-01,Asia. Total,1218.34677580151
2007-10-01,Asia. Total,1482.30427873734
2007-11-01,Asia. Total,1437.86275161673
2007-12-01,Asia. Total,1134.91838355328
2008-01-01,Asia. Total,1257.00545837004
2008-02-01,Asia. Total,1267.94573189124
2008-03-01,Asia. Total,1268.12633190728
2008-04-01,Asia. Total,1511.03552572426
2008-05-01,Asia. Total,1360.6929654551
2008-06-01,Asia. Total,1235.0534335071
2008-07-01,Asia. Total,1726.57324628592
2008-08-01,Asia. Total,1553.62634800412
2008-09-01,Asia. Total,1692.65118875204
2008-10-01,Asia. Total,1705.20479440385
2008-11-01,Asia. Total,1270.86167889353
2008-12-01,Asia. Total,1223.09804485831
2009-01-01,Asia. Total,980.816325506678
2009-02-01,Asia. Total,835.686638542919
2009-03-01,Asia. Total,784.678054949507
2009-04-01,Asia. Total,860.695477372551
2009-05-01,Asia. Total,784.561284898158
2009-06-01,Asia. Total,781.58202950551
2009-07-01,Asia. Total,948.33964492012
2009-08-01,Asia. Total,898.458269722041
2009-09-01,Asia. Total,1032.80212223368
2009-10-01,Asia. Total,1183.05737561968
2009-11-01,Asia. Total,1237.30125289555
2009-12-01,Asia. Total,1269.3472486877
2010-01-01,Asia. Total,1339.82113884529
2010-02-01,Asia. Total,1108.30738176431
2010-03-01,Asia. Total,1474.87602651807
2010-04-01,Asia. Total,1428.31257820873
2010-05-01,Asia. Total,1558.83123815424
2010-06-01,Asia. Total,1411.80943281802
2010-07-01,Asia. Total,1792.63342101805
2010-08-01,Asia. Total,1860.37098778127
2010-09-01,Asia. Total,1789.43133630748
2010-10-01,Asia. Total,1731.29828834605
2010-11-01,Asia. Total,1742.60301930659
2010-12-01,Asia. Total,1801.95762924169
2011-01-01,Asia. Total,1594.62353448998
2011-02-01,Asia. Total,1637.73182233258
2011-03-01,Asia. Total,1824.14743481073
2011-04-01,Asia. Total,1543.35429264472
2011-05-01,Asia. Total,1560.81489523985
2011-06-01,Asia. Total,1607.52025608511
2011-07-01,Asia. Total,1919.25284651699
2011-08-01,Asia. Total,2241.18573019445
2011-09-01,Asia. Total,2095.70101283671
2011-10-01,Asia. Total,1897.27024645588
2011-11-01,Asia. Total,1896.30925858863
2011-12-01,Asia. Total,1709.94012745175
2012-01-01,Asia. Total,1740.12726819882
2012-02-01,Asia. Total,1796.6057592844
2012-03-01,Asia. Total,1493.87142924381
2012-04-01,Asia. Total,1659.8446770588
2012-05-01,Asia. Total,1960.58356518189
2012-06-01,Asia. Total,1893.21489592253
2012-07-01,Asia. Total,2002.53831238805
2012-08-01,Asia. Total,2273.39862792989
2012-09-01,Asia. Total,1873.32153006841
2012-10-01,Asia. Total,2528.58249850712
2012-11-01,Asia. Total,1825.04224422412
2012-12-01,Asia. Total,1822.86748112679
2013-01-01,Asia. Total,2074.87461895817
2013-02-01,Asia. Total,1943.77821947528
2013-03-01,Asia. Total,1801.1018135275
2013-04-01,Asia. Total,1845.80544619239
2013-05-01,Asia. Total,2024.4918161162
2013-06-01,Asia. Total,1934.19612872073
2013-07-01,Asia. Total,2135.39054108168
2013-08-01,Asia. Total,2204.47723327475
2013-09-01,Asia. Total,1973.1200215836
2013-10-01,Asia. Total,2558.99691595838
2013-11-01,Asia. Total,1911.23906782936
2013-12-01,Asia. Total,2005.95911016
2014-01-01,Asia. Total,2064.23833068966
2014-02-01,Asia. Total,1918.4053438366
2014-03-01,Asia. Total,1648.38894686885
2014-04-01,Asia. Total,1765.14870022189
2014-05-01,Asia. Total,1885.54220250855
2014-06-01,Asia. Total,1803.7540384042
2014-07-01,Asia. Total,1987.24899717584
2014-08-01,Asia. Total,2017.84898787037
2014-09-01,Asia. Total,1976.40641560188
2014-10-01,Asia. Total,2069.15055555145
2014-11-01,Asia. Total,1989.37955484315
2014-12-01,Asia. Total,1878.64510295828
2015-01-01,Asia. Total,1872.94495063412
2015-02-01,Asia. Total,1792.50059499966
2015-03-01,Asia. Total,1997.82379757803
2015-04-01,Asia. Total,1721.78717977128
2015-05-01,Asia. Total,1557.82425203959
2015-06-01,Asia. Total,1624.66698455543
2015-07-01,Asia. Total,2019.9174347231
2015-08-01,Asia. Total,2053.27338334169
2015-09-01,Asia. Total,2039.71092271075
2015-10-01,Asia. Total,2135.54635844776
2015-11-01,Asia. Total,1733.63360676685
2015-12-01,Asia. Total,1762.6832729136
2016-01-01,Asia. Total,1759.1312585736
2016-02-01,Asia. Total,1626.73401505919
2016-03-01,Asia. Total,1671.35892976789
2016-04-01,Asia. Total,1525.91835620208
2016-05-01,Asia. Total,1647.11042043635
2016-06-01,Asia. Total,1670.58788406052
2016-07-01,Asia. Total,1911.20013830913
2016-08-01,Asia. Total,2052.14807785111
2016-09-01,Asia. Total,1918.91588193874
2016-10-01,Asia. Total,1893.34514054986
2016-11-01,Asia. Total,1941.59747674735
2016-12-01,Asia. Total,1891.91930584822
2017-01-01,Asia. Total,1921.94504537655
2017-02-01,Asia. Total,1751.97978311443
2017-03-01,Asia. Total,1869.27212077232
2017-04-01,Asia. Total,1693.63292119154
2017-05-01,Asia. Total,1827.44950093108
2017-06-01,Asia. Total,2072.62391876224
2017-07-01,Asia. Total,2069.80505174679
2017-08-01,Asia. Total,2169.43983029865
2017-09-01,Asia. Total,2072.24308960092
2017-10-01,Asia. Total,2104.03049208637
2017-11-01,Asia. Total,2147.1000632365
2017-12-01,Asia. Total,1972.41909913263
2018-01-01,Asia. Total,2155.08985184553
2018-02-01,Asia. Total,2033.3112778859
2018-03-01,Asia. Total,2195.69304183209
2018-04-01,Asia. Total,1799.97278140244
2018-05-01,Asia. Total,2124.83822817478
2018-06-01,Asia. Total,2223.00331931459
2018-07-01,Asia. Total,2319.36842591587
2018-08-01,Asia. Total,2516.64334642332
2018-09-01,Asia. Total,2091.06481258929
2018-10-01,Asia. Total,2544.57465560382
2018-11-01,Asia. Total,1978.1803253872
2018-12-01,Asia. Total,2135.41198526693
2019-01-01,Asia. Total,2279.62353824072
2019-02-01,Asia. Total,2171.64909304534
2019-03-01,Asia. Total,1981.74401215997
2019-04-01,Asia. Total,1831.68800831015
2019-05-01,Asia. Total,2171.05270992764
2019-06-01,Asia. Total,1855.55502412086
2019-07-01,Asia. Total,2213.22995426956
2019-08-01,Asia. Total,2195.83929634603
2019-09-01,Asia. Total,1867.26439450306
2019-10-01,Asia. Total,2043.02917403799
2019-11-01,Asia. Total,1865.30851941593
2019-12-01,Asia. Total,1705.92876602075
2020-01-01,Asia. Total,2071.60928799155
2020-02-01,Asia. Total,1597.64248592206
2020-03-01,Asia. Total,1451.54873968721
2020-04-01,Asia. Total,1661.13048808548
2020-05-01,Asia. Total,1598.97227753234
2020-06-01,Asia. Total,1566.61694474625
2020-07-01,Asia. Total,1964.24214102848
2020-08-01,Asia. Total,1794.38011018094
2020-09-01,Asia. Total,1899.51830577078
2020-10-01,Asia. Total,1977.9195925472
2020-11-01,Asia. Total,1976.95739300497
2020-12-01,Asia. Total,2376.75871561077
2021-01-01,Asia. Total,2325.423159298
2021-02-01,Asia. Total,2487.33461838662
2021-03-01,Asia. Total,2923.27192141317
2021-04-01,Asia. Total,2290.39131716758
2021-05-01,Asia. Total,2849.3425642986
2021-06-01,Asia. Total,2661.40739185148
2021-07-01,Asia. Total,3304.35786189888
2021-08-01,Asia. Total,3516.90707834108
2021-09-01,Asia. Total,3003.16753012733
2021-10-01,Asia. Total,3823.38144189971
2021-11-01,Asia. Total,3466.92890104277
2021-12-01,Asia. Total,4031.91851545139
2022-01-01,Asia. Total,3784.5440012
2022-02-01,Asia. Total,3307.665127
2022-03-01,Asia. Total,3599.8015287
2022-04-01,Asia. Total,2917.084202
2022-05-01,Asia. Total,3050.8471308
2022-06-01,Asia. Total,2795.7795375
2022-07-01,Asia. Total,3163.4960404
2022-08-01,Asia. Total,3524.8666829
2022-09-01,Asia. Total,3021.4297686
2022-10-01,Asia. Total,2502.1096524
2022-11-01,Asia. Total,2631.0577689
2022-12-01,Asia. Total,2615.556461
2023-01-01,Asia. Total,2343.7553407
2023-02-01,Asia. Total,2296.8058866
2023-03-01,Asia. Total,2102.9885608
2023-04-01,Asia. Total,2234.8463507
2023-05-01,Asia. Total,2447.8181212
2023-06-01,Asia. Total,2324.6823696
2023-07-01,Asia. Total,2381.8699828
2023-08-01,Asia. Total,2822.3674518
2023-09-01,Asia. Total,2330.508066
2023-10-01,Asia. Total,2789.7448856
2023-11-01,Asia. Total,2332.2349192
2023-12-01,Asia. Total,2383.0098734
2024-01-01,Asia. Total,2351.353544
2024-02-01,Asia. Total,2371.0172306
2024-03-01,Asia. Total,2267.404951
2024-04-01,Asia. Total,2294.1570489
2024-05-01,Asia. Total,2163.0762317
2024-06-01,Asia. Total,2200.5945411
2024-07-01,Asia. Total,2498.376574
2024-08-01,Asia. Total,2710.0934254
2024-09-01,Asia. Total,2450.46363
2024-10-01,Asia. Total,2865.5266546
2024-11-01,Asia. Total,2874.4137098
2024-12-01,Asia. Total,2782.3787059
2025-01-01,Asia. Total,2929.5753624
2025-02-01,Asia. Total,2639.5165248
2025-03-01,Asia. Total,2855.8606505
2025-04-01,Asia. Total,2572.2572578
2025-05-01,Asia. Total,2880.3475209
2025-06-01,Asia. Total,2854.2419658
2025-07-01,Asia. Total,3527.7225078
2025-08-01,Asia. Total,3145.8673882
2025-09-01,Asia. Total,3291.5565761
2025-10-01,Asia. Total,3887.8118636
2025-11-01,Asia. Total,2709.7703712
2025-12-01,Asia. Total,3244.4127156
2026-01-01,Asia. Total,3045.405349
2026-02-01,Asia. Total,2725.5368439
2026-03-01,Asia. Total,2644.3627265
2026-04-01,Asia. Total,2926.5245232
2026-05-01,Asia. Total,2777.9362227
2026-06-01,Asia. Total,2795.2024686
