periodo,region,importaciones_musd
2025-02-01,América. América del Sur. Total,1678.0856698
2025-03-01,América. América del Sur. Total,1499.8513968
2025-04-01,América. América del Sur. Total,1617.7235456
2025-05-01,América. América del Sur. Total,1601.9425081
2025-06-01,América. América del Sur. Total,1759.9137854
2025-07-01,América. América del Sur. Total,1950.1917493
2025-08-01,América. América del Sur. Total,1553.6136716
2025-09-01,América. América del Sur. Total,1803.1477226
2025-10-01,América. América del Sur. Total,1779.7800541
2025-11-01,América. América del Sur. Total,1740.7094402
2025-12-01,América. América del Sur. Total,1815.2958669
2026-01-01,América. América del Sur. Total,1485.0291534
2026-02-01,América. América del Sur. Total,1633.4291411
2026-03-01,América. América del Sur. Total,1883.6907338
2026-04-01,América. América del Sur. Total,1972.5552717
2026-05-01,América. América del Sur. Total,1819.5498403
2026-06-01,América. América del Sur. Total,2102.4657308
2003-01-01,Total Importaciones America,979.58455168718
2003-02-01,Total Importaciones America,790.102910107514
2003-03-01,Total Importaciones America,766.029810700972
2003-04-01,Total Importaciones America,864.047462014035
2003-05-01,Total Importaciones America,884.645240901016
2003-06-01,Total Importaciones America,811.665333787597
2003-07-01,Total Importaciones America,929.420204296554
2003-08-01,Total Importaciones America,904.815946584866
2003-09-01,Total Importaciones America,866.612324697747
2003-10-01,Total Importaciones America,1021.28427496753
2003-11-01,Total Importaciones America,910.490528861627
2003-12-01,Total Importaciones America,870.432645612317
2004-01-01,Total Importaciones America,1032.54720717951
2004-02-01,Total Importaciones America,831.694681459349
2004-03-01,Total Importaciones America,1091.11831817934
2004-04-01,Total Importaciones America,1060.58635923735
2004-05-01,Total Importaciones America,1111.66167789602
2004-06-01,Total Importaciones America,985.553603907583
2004-07-01,Total Importaciones America,1182.80612697011
2004-08-01,Total Importaciones America,1121.40314605279
2004-09-01,Total Importaciones America,1179.92323153409
2004-10-01,Total Importaciones America,1303.56031849681
2004-11-01,Total Importaciones America,1149.89054082281
2004-12-01,Total Importaciones America,1218.28686364123
2005-01-01,Total Importaciones America,1219.01505144299
2005-02-01,Total Importaciones America,1180.51552802073
2005-03-01,Total Importaciones America,1418.86999707409
2005-04-01,Total Importaciones America,1389.50918908242
2005-05-01,Total Importaciones America,1529.46116746141
2005-06-01,Total Importaciones America,1293.7688818236
2005-07-01,Total Importaciones America,1645.94347195288
2005-08-01,Total Importaciones America,1425.43774521518
2005-09-01,Total Importaciones America,1596.80665225756
2005-10-01,Total Importaciones America,1644.90427962004
2005-11-01,Total Importaciones America,1576.73470576299
2005-12-01,Total Importaciones America,1382.0347421508
2006-01-01,Total Importaciones America,1554.51117893447
2006-02-01,Total Importaciones America,1305.3121200837
2006-03-01,Total Importaciones America,1668.72747244739
2006-04-01,Total Importaciones America,1357.33828197516
2006-05-01,Total Importaciones America,1885.9379491817
2006-06-01,Total Importaciones America,1750.30455786373
2006-07-01,Total Importaciones America,1646.49833421312
2006-08-01,Total Importaciones America,1678.78487319225
2006-09-01,Total Importaciones America,1680.86109160641
2006-10-01,Total Importaciones America,1742.75397649496
2006-11-01,Total Importaciones America,1837.51602784383
2006-12-01,Total Importaciones America,1620.55494368269
2007-01-01,Total Importaciones America,1540.38374478617
2007-02-01,Total Importaciones America,1598.61405316123
2007-03-01,Total Importaciones America,1916.1631083903
2007-04-01,Total Importaciones America,1695.36786868245
2007-05-01,Total Importaciones America,2077.374337485
2007-06-01,Total Importaciones America,1736.89929215459
2007-07-01,Total Importaciones America,2038.70026617214
2007-08-01,Total Importaciones America,2176.47856535173
2007-09-01,Total Importaciones America,1781.46616227603
2007-10-01,Total Importaciones America,2223.13567851847
2007-11-01,Total Importaciones America,2339.09547556706
2007-12-01,Total Importaciones America,2240.71278569961
2008-01-01,Total Importaciones America,2252.50989523429
2008-02-01,Total Importaciones America,2404.46660403863
2008-03-01,Total Importaciones America,2470.63776957042
2008-04-01,Total Importaciones America,2894.77476479962
2008-05-01,Total Importaciones America,2959.55008182124
2008-06-01,Total Importaciones America,3008.07620991912
2008-07-01,Total Importaciones America,3097.01219236648
2008-08-01,Total Importaciones America,3090.16600645068
2008-09-01,Total Importaciones America,2857.37785113605
2008-10-01,Total Importaciones America,2899.57037052718
2008-11-01,Total Importaciones America,2020.01277000564
2008-12-01,Total Importaciones America,1976.21890296126
2009-01-01,Total Importaciones America,1630.05176256984
2009-02-01,Total Importaciones America,1535.43924679911
2009-03-01,Total Importaciones America,1642.55109481868
2009-04-01,Total Importaciones America,1807.34403024081
2009-05-01,Total Importaciones America,1489.59931077476
2009-06-01,Total Importaciones America,1579.84852087526
2009-07-01,Total Importaciones America,2065.69450791776
2009-08-01,Total Importaciones America,1759.78058636966
2009-09-01,Total Importaciones America,1713.72610129707
2009-10-01,Total Importaciones America,2017.10180491434
2009-11-01,Total Importaciones America,2091.58466296756
2009-12-01,Total Importaciones America,2283.82444463757
2010-01-01,Total Importaciones America,1851.0449856625
2010-02-01,Total Importaciones America,1972.45805829495
2010-03-01,Total Importaciones America,2145.79717558814
2010-04-01,Total Importaciones America,2308.36608952057
2010-05-01,Total Importaciones America,2387.66147753675
2010-06-01,Total Importaciones America,2201.40051236385
2010-07-01,Total Importaciones America,2484.34565474475
2010-08-01,Total Importaciones America,2316.00494590352
2010-09-01,Total Importaciones America,2297.47196400654
2010-10-01,Total Importaciones America,2488.13220767229
2010-11-01,Total Importaciones America,2475.63560465518
2010-12-01,Total Importaciones America,2531.99006152978
2011-01-01,Total Importaciones America,2415.43484082787
2011-02-01,Total Importaciones America,2512.54075166938
2011-03-01,Total Importaciones America,3211.28352966751
2011-04-01,Total Importaciones America,2918.68758009875
2011-05-01,Total Importaciones America,3421.88360652464
2011-06-01,Total Importaciones America,2973.35499990225
2011-07-01,Total Importaciones America,3299.50647388717
2011-08-01,Total Importaciones America,3316.07299796444
2011-09-01,Total Importaciones America,3470.58608600375
2011-10-01,Total Importaciones America,2855.89048577398
2011-11-01,Total Importaciones America,3556.36797490407
2011-12-01,Total Importaciones America,3198.13580498103
2012-01-01,Total Importaciones America,3053.82235709047
2012-02-01,Total Importaciones America,3097.11399502471
2012-03-01,Total Importaciones America,3627.06588485968
2012-04-01,Total Importaciones America,3244.62372784561
2012-05-01,Total Importaciones America,3732.80586671179
2012-06-01,Total Importaciones America,3232.13070975902
2012-07-01,Total Importaciones America,3355.92026527472
2012-08-01,Total Importaciones America,3867.18714939447
2012-09-01,Total Importaciones America,3371.9840312151
2012-10-01,Total Importaciones America,4387.10254702238
2012-11-01,Total Importaciones America,3414.91851497702
2012-12-01,Total Importaciones America,3381.14117573641
2013-01-01,Total Importaciones America,3490.89397627536
2013-02-01,Total Importaciones America,2950.89258070015
2013-03-01,Total Importaciones America,2852.52780039519
2013-04-01,Total Importaciones America,3579.60600220822
2013-05-01,Total Importaciones America,3338.16675840361
2013-06-01,Total Importaciones America,2864.3213409928
2013-07-01,Total Importaciones America,3316.3519008814
2013-08-01,Total Importaciones America,3355.53406072797
2013-09-01,Total Importaciones America,3007.50849655947
2013-10-01,Total Importaciones America,3297.95965235458
2013-11-01,Total Importaciones America,2825.8672932972
2013-12-01,Total Importaciones America,2757.85732794774
2014-01-01,Total Importaciones America,2877.29992829553
2014-02-01,Total Importaciones America,2822.42372952572
2014-03-01,Total Importaciones America,2973.41812844092
2014-04-01,Total Importaciones America,3223.94746067047
2014-05-01,Total Importaciones America,2606.56624356666
2014-06-01,Total Importaciones America,2716.79958498541
2014-07-01,Total Importaciones America,3234.2317777556
2014-08-01,Total Importaciones America,2941.53840371705
2014-09-01,Total Importaciones America,2794.1224624231
2014-10-01,Total Importaciones America,2968.07779750677
2014-11-01,Total Importaciones America,2475.63660389919
2014-12-01,Total Importaciones America,2797.65022645047
2015-01-01,Total Importaciones America,2247.24508174315
2015-02-01,Total Importaciones America,2120.65799784278
2015-03-01,Total Importaciones America,2476.11814408677
2015-04-01,Total Importaciones America,2324.31601794723
2015-05-01,Total Importaciones America,2144.12461710482
2015-06-01,Total Importaciones America,2478.9504597485
2015-07-01,Total Importaciones America,2486.70601582001
2015-08-01,Total Importaciones America,2323.44402529115
2015-09-01,Total Importaciones America,2231.10753992576
2015-10-01,Total Importaciones America,2275.71877632448
2015-11-01,Total Importaciones America,2118.45071162904
2015-12-01,Total Importaciones America,2304.33636304723
2016-01-01,Total Importaciones America,1859.42015975659
2016-02-01,Total Importaciones America,1694.12121244907
2016-03-01,Total Importaciones America,2107.64996817894
2016-04-01,Total Importaciones America,1942.52445140454
2016-05-01,Total Importaciones America,2070.34885031275
2016-06-01,Total Importaciones America,2022.16259819264
2016-07-01,Total Importaciones America,2039.01578563511
2016-08-01,Total Importaciones America,2368.54218846707
2016-09-01,Total Importaciones America,2192.95988368373
2016-10-01,Total Importaciones America,2190.4253821686
2016-11-01,Total Importaciones America,2102.0459149656
2016-12-01,Total Importaciones America,2352.98240789655
2017-01-01,Total Importaciones America,2276.92438058785
2017-02-01,Total Importaciones America,2128.14596874045
2017-03-01,Total Importaciones America,2527.1405705612
2017-04-01,Total Importaciones America,2188.53729873434
2017-05-01,Total Importaciones America,2315.91405397389
2017-06-01,Total Importaciones America,2471.35481734437
2017-07-01,Total Importaciones America,2246.25749724279
2017-08-01,Total Importaciones America,2625.70320225461
2017-09-01,Total Importaciones America,2165.81410517683
2017-10-01,Total Importaciones America,2593.96098004464
2017-11-01,Total Importaciones America,2585.70677113121
2017-12-01,Total Importaciones America,2736.13433512787
2018-01-01,Total Importaciones America,2479.41336903097
2018-02-01,Total Importaciones America,2418.10774983696
2018-03-01,Total Importaciones America,2810.84636264386
2018-04-01,Total Importaciones America,2778.48614326956
2018-05-01,Total Importaciones America,2955.85171024252
2018-06-01,Total Importaciones America,2947.50333321855
2018-07-01,Total Importaciones America,2634.88666500349
2018-08-01,Total Importaciones America,3100.92078568666
2018-09-01,Total Importaciones America,2551.82219459561
2018-10-01,Total Importaciones America,3367.77121871207
2018-11-01,Total Importaciones America,2773.72838918379
2018-12-01,Total Importaciones America,2789.56607193282
2019-01-01,Total Importaciones America,2359.61238448957
2019-02-01,Total Importaciones America,2459.01773193348
2019-03-01,Total Importaciones America,2684.2089387416
2019-04-01,Total Importaciones America,2553.98409497319
2019-05-01,Total Importaciones America,2853.27148606472
2019-06-01,Total Importaciones America,2424.49365975025
2019-07-01,Total Importaciones America,2742.94738742505
2019-08-01,Total Importaciones America,2728.86440412344
2019-09-01,Total Importaciones America,2531.26118249303
2019-10-01,Total Importaciones America,2660.5386385308
2019-11-01,Total Importaciones America,2623.56055322338
2019-12-01,Total Importaciones America,2600.5432778035
2020-01-01,Total Importaciones America,2587.13786708327
2020-02-01,Total Importaciones America,2164.30104919002
2020-03-01,Total Importaciones America,2279.54028280382
2020-04-01,Total Importaciones America,1918.33751760858
2020-05-01,Total Importaciones America,1615.76713497256
2020-06-01,Total Importaciones America,1712.03788861028
2020-07-01,Total Importaciones America,2110.08838026429
2020-08-01,Total Importaciones America,1987.78620827477
2020-09-01,Total Importaciones America,2090.55387621929
2020-10-01,Total Importaciones America,2261.89401192512
2020-11-01,Total Importaciones America,2079.08481438626
2020-12-01,Total Importaciones America,2465.59007244376
2021-01-01,Total Importaciones America,2329.14055658329
2021-02-01,Total Importaciones America,2608.39596154053
2021-03-01,Total Importaciones America,3096.98010469041
2021-04-01,Total Importaciones America,2858.5826342902
2021-05-01,Total Importaciones America,2972.96951559505
2021-06-01,Total Importaciones America,3069.35185427174
2021-07-01,Total Importaciones America,3468.19117703953
2021-08-01,Total Importaciones America,3748.40005171279
2021-09-01,Total Importaciones America,3638.18902431
2021-10-01,Total Importaciones America,3784.66093776769
2021-11-01,Total Importaciones America,3552.07020165828
2021-12-01,Total Importaciones America,3932.28659820091
2022-01-01,Total Importaciones America,3349.6083728
2022-02-01,Total Importaciones America,3602.9105544
2022-03-01,Total Importaciones America,3986.4771783
2022-04-01,Total Importaciones America,3955.6449896
2022-05-01,Total Importaciones America,4631.2107256
2022-06-01,Total Importaciones America,4951.2450764
2022-07-01,Total Importaciones America,4182.0747334
2022-08-01,Total Importaciones America,4907.5365742
2022-09-01,Total Importaciones America,4324.612119
2022-10-01,Total Importaciones America,3958.7681061
2022-11-01,Total Importaciones America,4264.0942287
2022-12-01,Total Importaciones America,3514.1725011
2023-01-01,Total Importaciones America,3059.3593693
2023-02-01,Total Importaciones America,3263.2893889
2023-03-01,Total Importaciones America,3974.1662856
2023-04-01,Total Importaciones America,3420.2093354
2023-05-01,Total Importaciones America,3742.7788978
2023-06-01,Total Importaciones America,3211.7976471
2023-07-01,Total Importaciones America,3452.5627138
2023-08-01,Total Importaciones America,3679.8564339
2023-09-01,Total Importaciones America,3167.2037525
2023-10-01,Total Importaciones America,3575.8586383
2023-11-01,Total Importaciones America,3331.3094057
2023-12-01,Total Importaciones America,2901.5175663
2024-01-01,Total Importaciones America,3219.7502292
2024-02-01,Total Importaciones America,3133.1890891
2024-03-01,Total Importaciones America,3108.6167337
2024-04-01,Total Importaciones America,3514.4544083
2024-05-01,Total Importaciones America,3538.6829957
2024-06-01,Total Importaciones America,2812.8090049
2024-07-01,Total Importaciones America,3882.1586433
2024-08-01,Total Importaciones America,3498.1849761
2024-09-01,Total Importaciones America,2852.8300284
2024-10-01,Total Importaciones America,3593.7025437
2024-11-01,Total Importaciones America,2991.9741518
2024-12-01,Total Importaciones America,3420.4097073
2025-01-01,Total Importaciones America,3360.189067
2025-02-01,Total Importaciones America,3009.034443
2025-03-01,Total Importaciones America,3217.7929815
2025-04-01,Total Importaciones America,3633.6642647
2025-05-01,Total Importaciones America,3204.9720844
2025-06-01,Total Importaciones America,3375.3166434
2025-07-01,Total Importaciones America,3955.5144328
2025-08-01,Total Importaciones America,2979.4500108
2025-09-01,Total Importaciones America,3382.3344533
2025-10-01,Total Importaciones America,3385.9266131
2025-11-01,Total Importaciones America,3204.5942276
2025-12-01,Total Importaciones America,3367.4642095
2026-01-01,Total Importaciones America,2936.6469963
2026-02-01,Total Importaciones America,2967.9063988
2026-03-01,Total Importaciones America,3690.0744844
2026-04-01,Total Importaciones America,4039.0285281
2026-05-01,Total Importaciones America,3593.1693997
2026-06-01,Total Importaciones America,3934.6861447
2003-01-01,Europa. Total,292.438832695005
2003-02-01,Europa. Total,249.758094061189
2003-03-01,Europa. Total,316.945625615459
2003-04-01,Europa. Total,383.951677354345
2003-05-01,Europa. Total,328.858960494949
2003-06-01,Europa. Total,312.805960713981
2003-07-01,Europa. Total,289.019471819719
2003-08-01,Europa. Total,291.610004275274
2003-09-01,Europa. Total,265.408116249956
2003-10-01,Europa. Total,266.217089541728
2003-11-01,Europa. Total,254.024814999608
2003-12-01,Europa. Total,320.520301794782
2004-01-01,Europa. Total,294.287084825276
2004-02-01,Europa. Total,248.185292086479
2004-03-01,Europa. Total,349.127657164739
2004-04-01,Europa. Total,322.849830794562
2004-05-01,Europa. Total,313.031407201732
2004-06-01,Europa. Total,341.548226785081
2004-07-01,Europa. Total,344.210174949101
2004-08-01,Europa. Total,337.698666849582
2004-09-01,Europa. Total,364.777255739561
2004-10-01,Europa. Total,332.21170209529
2004-11-01,Europa. Total,292.871593140384
2004-12-01,Europa. Total,413.908666848873
2005-01-01,Europa. Total,394.344039261436
2005-02-01,Europa. Total,412.871051067406
2005-03-01,Europa. Total,425.75799103486
2005-04-01,Europa. Total,484.098414112639
2005-05-01,Europa. Total,462.570894707772
2005-06-01,Europa. Total,510.661187015822
2005-07-01,Europa. Total,515.514498779286
2005-08-01,Europa. Total,471.531033186532
2005-09-01,Europa. Total,471.709331840462
2005-10-01,Europa. Total,501.754286618604
2005-11-01,Europa. Total,482.410439481831
2005-12-01,Europa. Total,440.275500579672
2006-01-01,Europa. Total,483.173776783471
2006-02-01,Europa. Total,382.144206153676
2006-03-01,Europa. Total,502.816492846171
2006-04-01,Europa. Total,427.165867974221
2006-05-01,Europa. Total,502.327616908893
2006-06-01,Europa. Total,461.592948131862
2006-07-01,Europa. Total,521.035262393344
2006-08-01,Europa. Total,622.172790573094
2006-09-01,Europa. Total,593.520641116183
2006-10-01,Europa. Total,437.430830783321
2006-11-01,Europa. Total,542.406582144324
2006-12-01,Europa. Total,537.02458154714
2007-01-01,Europa. Total,494.683620865074
2007-02-01,Europa. Total,487.59830607614
2007-03-01,Europa. Total,612.699141766457
2007-04-01,Europa. Total,576.755547589436
2007-05-01,Europa. Total,668.274261488463
2007-06-01,Europa. Total,764.497760209021
2007-07-01,Europa. Total,559.172716061356
2007-08-01,Europa. Total,687.502623243368
2007-09-01,Europa. Total,606.382470799456
2007-10-01,Europa. Total,758.741173565818
2007-11-01,Europa. Total,615.797725919018
2007-12-01,Europa. Total,689.464122124
2008-01-01,Europa. Total,799.817920161743
2008-02-01,Europa. Total,688.689226381755
2008-03-01,Europa. Total,631.49007518012
2008-04-01,Europa. Total,855.908877489818
2008-05-01,Europa. Total,785.685825759373
2008-06-01,Europa. Total,732.748958233383
2008-07-01,Europa. Total,950.117904197354
2008-08-01,Europa. Total,888.059283073157
2008-09-01,Europa. Total,826.954493088428
2008-10-01,Europa. Total,886.351108679961
2008-11-01,Europa. Total,586.869492979649
2008-12-01,Europa. Total,603.803285077668
2009-01-01,Europa. Total,631.475359068996
2009-02-01,Europa. Total,447.668559121348
2009-03-01,Europa. Total,535.45113906502
2009-04-01,Europa. Total,638.049868100405
2009-05-01,Europa. Total,517.045701412998
2009-06-01,Europa. Total,636.659539582908
2009-07-01,Europa. Total,761.716421287564
2009-08-01,Europa. Total,619.441996328775
2009-09-01,Europa. Total,506.886112857367
2009-10-01,Europa. Total,650.022450167186
2009-11-01,Europa. Total,686.345034620583
2009-12-01,Europa. Total,648.001795110564
2010-01-01,Europa. Total,718.641224516589
2010-02-01,Europa. Total,612.424091766555
2010-03-01,Europa. Total,621.167091731384
2010-04-01,Europa. Total,594.517886089702
2010-05-01,Europa. Total,617.501869017904
2010-06-01,Europa. Total,653.936497828229
2010-07-01,Europa. Total,681.969042062665
2010-08-01,Europa. Total,787.920817994289
2010-09-01,Europa. Total,669.105601722568
2010-10-01,Europa. Total,890.419417141214
2010-11-01,Europa. Total,825.660164649888
2010-12-01,Europa. Total,819.70528053245
2011-01-01,Europa. Total,758.967337896701
2011-02-01,Europa. Total,764.410767989493
2011-03-01,Europa. Total,1003.977571461
2011-04-01,Europa. Total,1047.64239489779
2011-05-01,Europa. Total,892.504275873839
2011-06-01,Europa. Total,1057.40622071257
2011-07-01,Europa. Total,863.097916686209
2011-08-01,Europa. Total,892.196339578386
2011-09-01,Europa. Total,886.451159788949
2011-10-01,Europa. Total,866.948901897751
2011-11-01,Europa. Total,955.111245977529
2011-12-01,Europa. Total,1038.65609986257
2012-01-01,Europa. Total,851.691424436227
2012-02-01,Europa. Total,729.231459933192
2012-03-01,Europa. Total,956.912327562701
2012-04-01,Europa. Total,867.935170445035
2012-05-01,Europa. Total,975.025451478637
2012-06-01,Europa. Total,758.587872098605
2012-07-01,Europa. Total,1001.00624997496
2012-08-01,Europa. Total,1135.96177890398
2012-09-01,Europa. Total,980.87100647966
2012-10-01,Europa. Total,1153.03549489256
2012-11-01,Europa. Total,1050.24875934027
2012-12-01,Europa. Total,1033.85343144017
2013-01-01,Europa. Total,1137.41181525955
2013-02-01,Europa. Total,1016.62887566848
2013-03-01,Europa. Total,1176.87146340059
2013-04-01,Europa. Total,1143.4925335424
2013-05-01,Europa. Total,1470.50700158706
2013-06-01,Europa. Total,1077.37288725328
2013-07-01,Europa. Total,1269.77636882519
2013-08-01,Europa. Total,1267.19310192652
2013-09-01,Europa. Total,990.748810297493
2013-10-01,Europa. Total,1018.33056668003
2013-11-01,Europa. Total,1056.6770057651
2013-12-01,Europa. Total,1172.3921909813
2014-01-01,Europa. Total,1063.48305538452
2014-02-01,Europa. Total,798.358267805091
2014-03-01,Europa. Total,1169.49455217432
2014-04-01,Europa. Total,958.352866578855
2014-05-01,Europa. Total,1035.39937778071
2014-06-01,Europa. Total,1050.6620680945
2014-07-01,Europa. Total,1058.08371855332
2014-08-01,Europa. Total,827.321999747359
2014-09-01,Europa. Total,859.84495001887
2014-10-01,Europa. Total,811.261812388547
2014-11-01,Europa. Total,975.205430806119
2014-12-01,Europa. Total,1292.75454500778
2015-01-01,Europa. Total,819.745183884282
2015-02-01,Europa. Total,734.959490579147
2015-03-01,Europa. Total,800.434998410971
2015-04-01,Europa. Total,891.952827304453
2015-05-01,Europa. Total,713.183875679173
2015-06-01,Europa. Total,795.348070720893
2015-07-01,Europa. Total,986.719056325216
2015-08-01,Europa. Total,825.374655283099
2015-09-01,Europa. Total,918.042352445061
2015-10-01,Europa. Total,922.617705366322
2015-11-01,Europa. Total,830.544223578199
2015-12-01,Europa. Total,1155.00122872755
2016-01-01,Europa. Total,740.472387223397
2016-02-01,Europa. Total,854.147464237354
2016-03-01,Europa. Total,1104.15505865156
2016-04-01,Europa. Total,961.735579415624
2016-05-01,Europa. Total,988.903657251284
2016-06-01,Europa. Total,741.34826510239
2016-07-01,Europa. Total,874.114927540274
2016-08-01,Europa. Total,986.556533165635
2016-09-01,Europa. Total,791.445178479436
2016-10-01,Europa. Total,795.435673441175
2016-11-01,Europa. Total,939.803907012022
2016-12-01,Europa. Total,1053.60094633449
2017-01-01,Europa. Total,785.521314953417
2017-02-01,Europa. Total,673.727115502459
2017-03-01,Europa. Total,1005.00855897922
2017-04-01,Europa. Total,773.60319732111
2017-05-01,Europa. Total,825.581542120654
2017-06-01,Europa. Total,885.893695273287
2017-07-01,Europa. Total,827.5496773027
2017-08-01,Europa. Total,964.661790291718
2017-09-01,Europa. Total,939.315206399848
2017-10-01,Europa. Total,854.045779247098
2017-11-01,Europa. Total,976.877339624936
2017-12-01,Europa. Total,941.253823472572
2018-01-01,Europa. Total,896.222784261575
2018-02-01,Europa. Total,771.861773674799
2018-03-01,Europa. Total,1059.32975581012
2018-04-01,Europa. Total,996.32837376543
2018-05-01,Europa. Total,1141.20423352865
2018-06-01,Europa. Total,953.374276571962
2018-07-01,Europa. Total,948.2584638928
2018-08-01,Europa. Total,1101.53275559497
2018-09-01,Europa. Total,1045.4485280642
2018-10-01,Europa. Total,1167.96721237789
2018-11-01,Europa. Total,933.963802642793
2018-12-01,Europa. Total,1024.69837770157
2019-01-01,Europa. Total,1025.2144896621
2019-02-01,Europa. Total,815.184476996013
2019-03-01,Europa. Total,1038.61704394917
2019-04-01,Europa. Total,1105.08317931077
2019-05-01,Europa. Total,1012.78061005946
2019-06-01,Europa. Total,871.115595508939
2019-07-01,Europa. Total,1069.94121758942
2019-08-01,Europa. Total,1043.66562466933
2019-09-01,Europa. Total,974.590757459522
2019-10-01,Europa. Total,1028.99488927506
2019-11-01,Europa. Total,977.614405727745
2019-12-01,Europa. Total,1206.06151831842
2020-01-01,Europa. Total,875.85018530367
2020-02-01,Europa. Total,688.665640094976
2020-03-01,Europa. Total,860.171324022279
2020-04-01,Europa. Total,816.528832212824
2020-05-01,Europa. Total,777.371502997289
2020-06-01,Europa. Total,777.724146848056
2020-07-01,Europa. Total,833.435765011336
2020-08-01,Europa. Total,896.928638159738
2020-09-01,Europa. Total,827.668639574668
2020-10-01,Europa. Total,809.981619676735
2020-11-01,Europa. Total,793.184055103105
2020-12-01,Europa. Total,990.252926759814
2021-01-01,Europa. Total,831.24692991151
2021-02-01,Europa. Total,925.133827162615
2021-03-01,Europa. Total,1207.33041329903
2021-04-01,Europa. Total,1109.11254710006
2021-05-01,Europa. Total,1161.99485110009
2021-06-01,Europa. Total,1073.77562232794
2021-07-01,Europa. Total,1161.45037610093
2021-08-01,Europa. Total,1138.33548420405
2021-09-01,Europa. Total,1132.45625810715
2021-10-01,Europa. Total,1217.3567596585
2021-11-01,Europa. Total,1219.17479814116
2021-12-01,Europa. Total,1220.64458392675
2022-01-01,Europa. Total,960.28833021
2022-02-01,Europa. Total,1177.2848526
2022-03-01,Europa. Total,1201.4778203
2022-04-01,Europa. Total,1203.5440115
2022-05-01,Europa. Total,1291.1609322
2022-06-01,Europa. Total,1186.3431448
2022-07-01,Europa. Total,1073.0889634
2022-08-01,Europa. Total,1126.2511069
2022-09-01,Europa. Total,1160.6507206
2022-10-01,Europa. Total,998.49344435
2022-11-01,Europa. Total,1156.3451004
2022-12-01,Europa. Total,1112.3995581
2023-01-01,Europa. Total,1032.7786992
2023-02-01,Europa. Total,1069.0913048
2023-03-01,Europa. Total,1056.1584285
2023-04-01,Europa. Total,1018.0040951
2023-05-01,Europa. Total,1066.7289391
2023-06-01,Europa. Total,1030.6652837
2023-07-01,Europa. Total,1045.9412715
2023-08-01,Europa. Total,1143.1313959
2023-09-01,Europa. Total,1075.6323255
2023-10-01,Europa. Total,996.70983695
2023-11-01,Europa. Total,942.19567822
2023-12-01,Europa. Total,928.00768168
2024-01-01,Europa. Total,1066.0017788
2024-02-01,Europa. Total,799.48403655
2024-03-01,Europa. Total,1017.7242192
2024-04-01,Europa. Total,1062.8846504
2024-05-01,Europa. Total,1045.6028841
2024-06-01,Europa. Total,957.20836481
2024-07-01,Europa. Total,1086.6951881
2024-08-01,Europa. Total,994.48239161
2024-09-01,Europa. Total,1084.2047466
2024-10-01,Europa. Total,1097.5018752
2024-11-01,Europa. Total,1042.7415916
2024-12-01,Europa. Total,1194.6473833
2025-01-01,Europa. Total,1047.3582898
2025-02-01,Europa. Total,846.44383001
2025-03-01,Europa. Total,1112.2489062
2025-04-01,Europa. Total,1131.3082103
2025-05-01,Europa. Total,1305.6478101
2025-06-01,Europa. Total,1276.9215981
2025-07-01,Europa. Total,1191.6411914
2025-08-01,Europa. Total,1178.9994439
2025-09-01,Europa. Total,1226.0220576
2025-10-01,Europa. Total,1320.6670826
2025-11-01,Europa. Total,1073.1726262
2025-12-01,Europa. Total,1291.3168183
2026-01-01,Europa. Total,1103.3785799
2026-02-01,Europa. Total,994.44174404
2026-03-01,Europa. Total,1289.250152
2026-04-01,Europa. Total,1163.0190415
2026-05-01,Europa. Total,1086.1594575
2026-06-01,Europa. Total,1103.0823036
2003-01-01,Asia. Total,355.497403089697
2003-02-01,Asia. Total,275.071034213387
2003-03-01,Asia. Total,242.464392766906
2003-04-01,Asia. Total,307.002693035645
2003-05-01,Asia. Total,338.847682301449
2003-06-01,Asia. Total,266.648746373679
2003-07-01,Asia. Total,353.413128736496
2003-08-01,Asia. Total,376.432922140485
2003-09-01,Asia. Total,351.135072538383
2003-10-01,Asia. Total,402.068463112875
2003-11-01,Asia. Total,382.300356606228
2003-12-01,Asia. Total,362.295725195528
2004-01-01,Asia. Total,365.735206144929
2004-02-01,Asia. Total,331.599904841294
2004-03-01,Asia. Total,373.303594030076
2004-04-01,Asia. Total,372.079041831852
2004-05-01,Asia. Total,441.350716577436
2004-06-01,Asia. Total,362.898744065678
2004-07-01,Asia. Total,483.199093161162
2004-08-01,Asia. Total,484.220471238384
2004-09-01,Asia. Total,495.629710137122
2004-10-01,Asia. Total,560.161878159775
2004-11-01,Asia. Total,500.92034627496
2004-12-01,Asia. Total,504.91897067751
2005-01-01,Asia. Total,528.865782828511
2005-02-01,Asia. Total,430.811457663408
2005-03-01,Asia. Total,590.100932599378
2005-04-01,Asia. Total,450.415190581817
2005-05-01,Asia. Total,494.493914526191
2005-06-01,Asia. Total,501.704066773043
2005-07-01,Asia. Total,561.660046640358
2005-08-01,Asia. Total,649.370501743112
2005-09-01,Asia. Total,628.690397057108
2005-10-01,Asia. Total,684.59863859424
2005-11-01,Asia. Total,695.333263741536
2005-12-01,Asia. Total,640.4634503931
2006-01-01,Asia. Total,694.540875322534
2006-02-01,Asia. Total,585.258087459014
2006-03-01,Asia. Total,703.7510857549
2006-04-01,Asia. Total,568.696209876617
2006-05-01,Asia. Total,754.116738086772
2006-06-01,Asia. Total,699.996871923718
