periodo,destino,exportaciones_musd,continente,subregion,pais
2017-07-01,América. América del Sur. Brasil,303.15095971,América,América del Sur,Brasil
2017-08-01,América. América del Sur. Brasil,302.76174124,América,América del Sur,Brasil
2017-09-01,América. América del Sur. Brasil,334.05639799,América,América del Sur,Brasil
2017-10-01,América. América del Sur. Brasil,293.53783757,América,América del Sur,Brasil
2017-11-01,América. América del Sur. Brasil,292.74571833,América,América del Sur,Brasil
2017-12-01,América. América del Sur. Brasil,311.49065299,América,América del Sur,Brasil
2018-01-01,América. América del Sur. Brasil,257.78348041,América,América del Sur,Brasil
2018-02-01,América. América del Sur. Brasil,212.84084864,América,América del Sur,Brasil
2018-03-01,América. América del Sur. Brasil,306.66364183,América,América del Sur,Brasil
2018-04-01,América. América del Sur. Brasil,268.4620543,América,América del Sur,Brasil
2018-05-01,América. América del Sur. Brasil,336.20121931,América,América del Sur,Brasil
2018-06-01,América. América del Sur. Brasil,305.22739755,América,América del Sur,Brasil
2018-07-01,América. América del Sur. Brasil,289.38145893,América,América del Sur,Brasil
2018-08-01,América. América del Sur. Brasil,277.18972157,América,América del Sur,Brasil
2018-09-01,América. América del Sur. Brasil,239.52733214,América,América del Sur,Brasil
2018-10-01,América. América del Sur. Brasil,290.29674457,América,América del Sur,Brasil
2018-11-01,América. América del Sur. Brasil,272.26576619,América,América del Sur,Brasil
2018-12-01,América. América del Sur. Brasil,271.60230017,América,América del Sur,Brasil
2019-01-01,América. América del Sur. Brasil,281.47681758,América,América del Sur,Brasil
2019-02-01,América. América del Sur. Brasil,218.02443253,América,América del Sur,Brasil
2019-03-01,América. América del Sur. Brasil,271.18481373,América,América del Sur,Brasil
2019-04-01,América. América del Sur. Brasil,292.52824603,América,América del Sur,Brasil
2019-05-01,América. América del Sur. Brasil,226.38854017,América,América del Sur,Brasil
2019-06-01,América. América del Sur. Brasil,252.62101969,América,América del Sur,Brasil
2019-07-01,América. América del Sur. Brasil,277.32355867,América,América del Sur,Brasil
2019-08-01,América. América del Sur. Brasil,298.12490908,América,América del Sur,Brasil
2019-09-01,América. América del Sur. Brasil,237.46063152,América,América del Sur,Brasil
2019-10-01,América. América del Sur. Brasil,257.22531518,América,América del Sur,Brasil
2019-11-01,América. América del Sur. Brasil,224.19192281,América,América del Sur,Brasil
2019-12-01,América. América del Sur. Brasil,274.97075352,América,América del Sur,Brasil
2020-01-01,América. América del Sur. Brasil,313.07598543,América,América del Sur,Brasil
2020-02-01,América. América del Sur. Brasil,228.70926558,América,América del Sur,Brasil
2020-03-01,América. América del Sur. Brasil,236.37957227,América,América del Sur,Brasil
2020-04-01,América. América del Sur. Brasil,161.18172641,América,América del Sur,Brasil
2020-05-01,América. América del Sur. Brasil,175.57640216,América,América del Sur,Brasil
2020-06-01,América. América del Sur. Brasil,166.73481969,América,América del Sur,Brasil
2020-07-01,América. América del Sur. Brasil,245.90169656,América,América del Sur,Brasil
2020-08-01,América. América del Sur. Brasil,239.0694597,América,América del Sur,Brasil
2020-09-01,América. América del Sur. Brasil,319.48195538,América,América del Sur,Brasil
2020-10-01,América. América del Sur. Brasil,381.28237908,América,América del Sur,Brasil
2020-11-01,América. América del Sur. Brasil,319.97392524,América,América del Sur,Brasil
2020-12-01,América. América del Sur. Brasil,294.17935548,América,América del Sur,Brasil
2021-01-01,América. América del Sur. Brasil,332.158766691178,América,América del Sur,Brasil
2021-02-01,América. América del Sur. Brasil,388.792487633723,América,América del Sur,Brasil
2021-03-01,América. América del Sur. Brasil,406.831328100449,América,América del Sur,Brasil
2021-04-01,América. América del Sur. Brasil,356.869661529135,América,América del Sur,Brasil
2021-05-01,América. América del Sur. Brasil,359.776073601346,América,América del Sur,Brasil
2021-06-01,América. América del Sur. Brasil,314.851411025351,América,América del Sur,Brasil
2021-07-01,América. América del Sur. Brasil,359.507877747102,América,América del Sur,Brasil
2021-08-01,América. América del Sur. Brasil,439.082786202661,América,América del Sur,Brasil
2021-09-01,América. América del Sur. Brasil,380.523395410685,América,América del Sur,Brasil
2021-10-01,América. América del Sur. Brasil,421.716852755828,América,América del Sur,Brasil
2021-11-01,América. América del Sur. Brasil,340.558056292145,América,América del Sur,Brasil
2021-12-01,América. América del Sur. Brasil,436.194719344913,América,América del Sur,Brasil
2022-01-01,América. América del Sur. Brasil,375.52375181,América,América del Sur,Brasil
2022-02-01,América. América del Sur. Brasil,276.45262094,América,América del Sur,Brasil
2022-03-01,América. América del Sur. Brasil,388.01190721,América,América del Sur,Brasil
2022-04-01,América. América del Sur. Brasil,393.69068165,América,América del Sur,Brasil
2022-05-01,América. América del Sur. Brasil,398.97401982,América,América del Sur,Brasil
2022-06-01,América. América del Sur. Brasil,378.25491276,América,América del Sur,Brasil
2022-07-01,América. América del Sur. Brasil,420.50167005,América,América del Sur,Brasil
2022-08-01,América. América del Sur. Brasil,400.11229289,América,América del Sur,Brasil
2022-09-01,América. América del Sur. Brasil,385.45757798,América,América del Sur,Brasil
2022-10-01,América. América del Sur. Brasil,364.80469393,América,América del Sur,Brasil
2022-11-01,América. América del Sur. Brasil,373.93426846,América,América del Sur,Brasil
2022-12-01,América. América del Sur. Brasil,328.33942394,América,América del Sur,Brasil
2023-01-01,América. América del Sur. Brasil,292.29431745,América,América del Sur,Brasil
2023-02-01,América. América del Sur. Brasil,355.54339437,América,América del Sur,Brasil
2023-03-01,América. América del Sur. Brasil,371.88026076,América,América del Sur,Brasil
2023-04-01,América. América del Sur. Brasil,337.21795904,América,América del Sur,Brasil
2023-05-01,América. América del Sur. Brasil,314.82257717,América,América del Sur,Brasil
2023-06-01,América. América del Sur. Brasil,301.7641514,América,América del Sur,Brasil
2023-07-01,América. América del Sur. Brasil,374.68301064,América,América del Sur,Brasil
2023-08-01,América. América del Sur. Brasil,393.75006627,América,América del Sur,Brasil
2023-09-01,América. América del Sur. Brasil,331.66379185,América,América del Sur,Brasil
2023-10-01,América. América del Sur. Brasil,419.0350043,América,América del Sur,Brasil
2023-11-01,América. América del Sur. Brasil,379.99567257,América,América del Sur,Brasil
2023-12-01,América. América del Sur. Brasil,369.07126106,América,América del Sur,Brasil
2024-01-01,América. América del Sur. Brasil,362.75262512,América,América del Sur,Brasil
2024-02-01,América. América del Sur. Brasil,349.35360308,América,América del Sur,Brasil
2024-03-01,América. América del Sur. Brasil,378.89096325,América,América del Sur,Brasil
2024-04-01,América. América del Sur. Brasil,515.94993853,América,América del Sur,Brasil
2024-05-01,América. América del Sur. Brasil,496.76912854,América,América del Sur,Brasil
2024-06-01,América. América del Sur. Brasil,408.71843326,América,América del Sur,Brasil
2024-07-01,América. América del Sur. Brasil,433.82109966,América,América del Sur,Brasil
2024-08-01,América. América del Sur. Brasil,417.79706925,América,América del Sur,Brasil
2024-09-01,América. América del Sur. Brasil,460.73091894,América,América del Sur,Brasil
2024-10-01,América. América del Sur. Brasil,411.64279581,América,América del Sur,Brasil
2024-11-01,América. América del Sur. Brasil,375.85141774,América,América del Sur,Brasil
2024-12-01,América. América del Sur. Brasil,400.71609794,América,América del Sur,Brasil
2025-01-01,América. América del Sur. Brasil,416.81282584,América,América del Sur,Brasil
2025-02-01,América. América del Sur. Brasil,348.35157136,América,América del Sur,Brasil
2025-03-01,América. América del Sur. Brasil,411.60870483,América,América del Sur,Brasil
2025-04-01,América. América del Sur. Brasil,449.89346776,América,América del Sur,Brasil
2025-05-01,América. América del Sur. Brasil,413.92587542,América,América del Sur,Brasil
2025-06-01,América. América del Sur. Brasil,364.59959185,América,América del Sur,Brasil
2025-07-01,América. América del Sur. Brasil,423.53306719,América,América del Sur,Brasil
2025-08-01,América. América del Sur. Brasil,426.78388744,América,América del Sur,Brasil
2025-09-01,América. América del Sur. Brasil,340.88740724,América,América del Sur,Brasil
2025-10-01,América. América del Sur. Brasil,457.38778745,América,América del Sur,Brasil
2025-11-01,América. América del Sur. Brasil,375.59604557,América,América del Sur,Brasil
2025-12-01,América. América del Sur. Brasil,469.7671996,América,América del Sur,Brasil
2026-01-01,América. América del Sur. Brasil,392.81870098,América,América del Sur,Brasil
2026-02-01,América. América del Sur. Brasil,347.79381029,América,América del Sur,Brasil
2026-03-01,América. América del Sur. Brasil,474.18742647,América,América del Sur,Brasil
2026-04-01,América. América del Sur. Brasil,417.82733567,América,América del Sur,Brasil
2026-05-01,América. América del Sur. Brasil,385.76530483,América,América del Sur,Brasil
2026-06-01,América. América del Sur. Brasil,444.37265384,América,América del Sur,Brasil
2003-01-01,América. América del Sur. Argentina,18.497333773,América,América del Sur,Argentina
2003-02-01,América. América del Sur. Argentina,19.77017082,América,América del Sur,Argentina
2003-03-01,América. América del Sur. Argentina,21.396751584,América,América del Sur,Argentina
2003-04-01,América. América del Sur. Argentina,20.33578349,América,América del Sur,Argentina
2003-05-01,América. América del Sur. Argentina,25.491595982,América,América del Sur,Argentina
2003-06-01,América. América del Sur. Argentina,23.547623285,América,América del Sur,Argentina
2003-07-01,América. América del Sur. Argentina,32.667615628,América,América del Sur,Argentina
2003-08-01,América. América del Sur. Argentina,22.727103187,América,América del Sur,Argentina
2003-09-01,América. América del Sur. Argentina,27.533416514,América,América del Sur,Argentina
2003-10-01,América. América del Sur. Argentina,32.110648548,América,América del Sur,Argentina
2003-11-01,América. América del Sur. Argentina,26.617273679,América,América del Sur,Argentina
2003-12-01,América. América del Sur. Argentina,33.972204626,América,América del Sur,Argentina
2004-01-01,América. América del Sur. Argentina,25.320895978,América,América del Sur,Argentina
2004-02-01,América. América del Sur. Argentina,29.08391974,América,América del Sur,Argentina
2004-03-01,América. América del Sur. Argentina,37.431967943,América,América del Sur,Argentina
2004-04-01,América. América del Sur. Argentina,29.430620022,América,América del Sur,Argentina
2004-05-01,América. América del Sur. Argentina,43.524217559,América,América del Sur,Argentina
2004-06-01,América. América del Sur. Argentina,32.933880394,América,América del Sur,Argentina
2004-07-01,América. América del Sur. Argentina,33.593141714,América,América del Sur,Argentina
2004-08-01,América. América del Sur. Argentina,35.505820414,América,América del Sur,Argentina
2004-09-01,América. América del Sur. Argentina,35.552405057,América,América del Sur,Argentina
2004-10-01,América. América del Sur. Argentina,38.224748366,América,América del Sur,Argentina
2004-11-01,América. América del Sur. Argentina,41.966538002,América,América del Sur,Argentina
2004-12-01,América. América del Sur. Argentina,44.771617117,América,América del Sur,Argentina
2005-01-01,América. América del Sur. Argentina,41.218698877,América,América del Sur,Argentina
2005-02-01,América. América del Sur. Argentina,39.897563822,América,América del Sur,Argentina
2005-03-01,América. América del Sur. Argentina,48.290272332,América,América del Sur,Argentina
2005-04-01,América. América del Sur. Argentina,42.552862359,América,América del Sur,Argentina
2005-05-01,América. América del Sur. Argentina,42.030977039,América,América del Sur,Argentina
2005-06-01,América. América del Sur. Argentina,53.514350653,América,América del Sur,Argentina
2005-07-01,América. América del Sur. Argentina,52.015325542,América,América del Sur,Argentina
2005-08-01,América. América del Sur. Argentina,81.685232177,América,América del Sur,Argentina
2005-09-01,América. América del Sur. Argentina,51.907879068,América,América del Sur,Argentina
2005-10-01,América. América del Sur. Argentina,52.757707248,América,América del Sur,Argentina
2005-11-01,América. América del Sur. Argentina,52.059144309,América,América del Sur,Argentina
2005-12-01,América. América del Sur. Argentina,47.893298944,América,América del Sur,Argentina
2006-01-01,América. América del Sur. Argentina,46.488265319,América,América del Sur,Argentina
2006-02-01,América. América del Sur. Argentina,72.599085945,América,América del Sur,Argentina
2006-03-01,América. América del Sur. Argentina,54.456163143,América,América del Sur,Argentina
2006-04-01,América. América del Sur. Argentina,83.438183278,América,América del Sur,Argentina
2006-05-01,América. América del Sur. Argentina,58.003804978,América,América del Sur,Argentina
2006-06-01,América. América del Sur. Argentina,75.12762397,América,América del Sur,Argentina
2006-07-01,América. América del Sur. Argentina,63.102674668,América,América del Sur,Argentina
2006-08-01,América. América del Sur. Argentina,58.050712235,América,América del Sur,Argentina
2006-09-01,América. América del Sur. Argentina,70.470479194,América,América del Sur,Argentina
2006-10-01,América. América del Sur. Argentina,52.055883321,América,América del Sur,Argentina
2006-11-01,América. América del Sur. Argentina,56.355841414,América,América del Sur,Argentina
2006-12-01,América. América del Sur. Argentina,49.160544823,América,América del Sur,Argentina
2007-01-01,América. América del Sur. Argentina,49.217163481,América,América del Sur,Argentina
2007-02-01,América. América del Sur. Argentina,47.997435663,América,América del Sur,Argentina
2007-03-01,América. América del Sur. Argentina,56.934971595,América,América del Sur,Argentina
2007-04-01,América. América del Sur. Argentina,53.935013395,América,América del Sur,Argentina
2007-05-01,América. América del Sur. Argentina,62.326790855,América,América del Sur,Argentina
2007-06-01,América. América del Sur. Argentina,58.087655309,América,América del Sur,Argentina
2007-07-01,América. América del Sur. Argentina,75.636650692,América,América del Sur,Argentina
2007-08-01,América. América del Sur. Argentina,82.408687582,América,América del Sur,Argentina
2007-09-01,América. América del Sur. Argentina,61.246539277,América,América del Sur,Argentina
2007-10-01,América. América del Sur. Argentina,90.581991786,América,América del Sur,Argentina
2007-11-01,América. América del Sur. Argentina,76.326791069,América,América del Sur,Argentina
2007-12-01,América. América del Sur. Argentina,81.729330356,América,América del Sur,Argentina
2008-01-01,América. América del Sur. Argentina,67.026963498,América,América del Sur,Argentina
2008-02-01,América. América del Sur. Argentina,75.024970524,América,América del Sur,Argentina
2008-03-01,América. América del Sur. Argentina,75.50051405,América,América del Sur,Argentina
2008-04-01,América. América del Sur. Argentina,80.822818694,América,América del Sur,Argentina
2008-05-01,América. América del Sur. Argentina,77.577140349,América,América del Sur,Argentina
2008-06-01,América. América del Sur. Argentina,72.620678462,América,América del Sur,Argentina
2008-07-01,América. América del Sur. Argentina,102.90448119,América,América del Sur,Argentina
2008-08-01,América. América del Sur. Argentina,90.294543592,América,América del Sur,Argentina
2008-09-01,América. América del Sur. Argentina,85.676709827,América,América del Sur,Argentina
2008-10-01,América. América del Sur. Argentina,122.08937971,América,América del Sur,Argentina
2008-11-01,América. América del Sur. Argentina,70.480488706,América,América del Sur,Argentina
2008-12-01,América. América del Sur. Argentina,68.09633365,América,América del Sur,Argentina
2009-01-01,América. América del Sur. Argentina,57.009356648,América,América del Sur,Argentina
2009-02-01,América. América del Sur. Argentina,46.92897656,América,América del Sur,Argentina
2009-03-01,América. América del Sur. Argentina,61.59071077,América,América del Sur,Argentina
2009-04-01,América. América del Sur. Argentina,54.727062995,América,América del Sur,Argentina
2009-05-01,América. América del Sur. Argentina,60.522200328,América,América del Sur,Argentina
2009-06-01,América. América del Sur. Argentina,57.725770952,América,América del Sur,Argentina
2009-07-01,América. América del Sur. Argentina,61.44672421,América,América del Sur,Argentina
2009-08-01,América. América del Sur. Argentina,56.667314753,América,América del Sur,Argentina
2009-09-01,América. América del Sur. Argentina,58.081436929,América,América del Sur,Argentina
2009-10-01,América. América del Sur. Argentina,59.512952294,América,América del Sur,Argentina
2009-11-01,América. América del Sur. Argentina,76.360364601,América,América del Sur,Argentina
2009-12-01,América. América del Sur. Argentina,70.25655672,América,América del Sur,Argentina
2010-01-01,América. América del Sur. Argentina,62.124659049,América,América del Sur,Argentina
2010-02-01,América. América del Sur. Argentina,71.932115247,América,América del Sur,Argentina
2010-03-01,América. América del Sur. Argentina,71.587343971,América,América del Sur,Argentina
2010-04-01,América. América del Sur. Argentina,69.788202199,América,América del Sur,Argentina
2010-05-01,América. América del Sur. Argentina,85.554011033,América,América del Sur,Argentina
2010-06-01,América. América del Sur. Argentina,83.080577599,América,América del Sur,Argentina
2010-07-01,América. América del Sur. Argentina,85.951717925,América,América del Sur,Argentina
2010-08-01,América. América del Sur. Argentina,81.999239209,América,América del Sur,Argentina
2010-09-01,América. América del Sur. Argentina,85.435072719,América,América del Sur,Argentina
2010-10-01,América. América del Sur. Argentina,96.696327157,América,América del Sur,Argentina
2010-11-01,América. América del Sur. Argentina,115.29564921,América,América del Sur,Argentina
2010-12-01,América. América del Sur. Argentina,82.648630964,América,América del Sur,Argentina
2011-01-01,América. América del Sur. Argentina,82.35305609,América,América del Sur,Argentina
2011-02-01,América. América del Sur. Argentina,78.701204544,América,América del Sur,Argentina
2011-03-01,América. América del Sur. Argentina,93.539295248,América,América del Sur,Argentina
2011-04-01,América. América del Sur. Argentina,96.062992707,América,América del Sur,Argentina
2011-05-01,América. América del Sur. Argentina,100.64332231,América,América del Sur,Argentina
2011-06-01,América. América del Sur. Argentina,94.115954049,América,América del Sur,Argentina
2011-07-01,América. América del Sur. Argentina,90.352466596,América,América del Sur,Argentina
2011-08-01,América. América del Sur. Argentina,100.8207035,América,América del Sur,Argentina
2011-09-01,América. América del Sur. Argentina,118.16036518,América,América del Sur,Argentina
2011-10-01,América. América del Sur. Argentina,104.0123066,América,América del Sur,Argentina
2011-11-01,América. América del Sur. Argentina,120.46365197,América,América del Sur,Argentina
2011-12-01,América. América del Sur. Argentina,102.65588172,América,América del Sur,Argentina
2012-01-01,América. América del Sur. Argentina,91.04628502,América,América del Sur,Argentina
2012-02-01,América. América del Sur. Argentina,91.569830678,América,América del Sur,Argentina
2012-03-01,América. América del Sur. Argentina,71.756356476,América,América del Sur,Argentina
2012-04-01,América. América del Sur. Argentina,79.184803324,América,América del Sur,Argentina
2012-05-01,América. América del Sur. Argentina,88.542146112,América,América del Sur,Argentina
2012-06-01,América. América del Sur. Argentina,78.626277666,América,América del Sur,Argentina
2012-07-01,América. América del Sur. Argentina,88.410966802,América,América del Sur,Argentina
2012-08-01,América. América del Sur. Argentina,102.01023383,América,América del Sur,Argentina
2012-09-01,América. América del Sur. Argentina,83.509549466,América,América del Sur,Argentina
2012-10-01,América. América del Sur. Argentina,97.100882604,América,América del Sur,Argentina
2012-11-01,América. América del Sur. Argentina,98.117470235,América,América del Sur,Argentina
2012-12-01,América. América del Sur. Argentina,91.035847331,América,América del Sur,Argentina
2013-01-01,América. América del Sur. Argentina,82.470000649,América,América del Sur,Argentina
2013-02-01,América. América del Sur. Argentina,75.954996411,América,América del Sur,Argentina
2013-03-01,América. América del Sur. Argentina,83.310793867,América,América del Sur,Argentina
2013-04-01,América. América del Sur. Argentina,90.750906411,América,América del Sur,Argentina
2013-05-01,América. América del Sur. Argentina,96.084994571,América,América del Sur,Argentina
2013-06-01,América. América del Sur. Argentina,78.207479141,América,América del Sur,Argentina
2013-07-01,América. América del Sur. Argentina,88.51703714,América,América del Sur,Argentina
2013-08-01,América. América del Sur. Argentina,93.392805866,América,América del Sur,Argentina
2013-09-01,América. América del Sur. Argentina,76.857928999,América,América del Sur,Argentina
2013-10-01,América. América del Sur. Argentina,104.63878428,América,América del Sur,Argentina
2013-11-01,América. América del Sur. Argentina,94.469534417,América,América del Sur,Argentina
2013-12-01,América. América del Sur. Argentina,76.535276827,América,América del Sur,Argentina
2014-01-01,América. América del Sur. Argentina,75.426650395587,América,América del Sur,Argentina
2014-02-01,América. América del Sur. Argentina,69.979565961172,América,América del Sur,Argentina
2014-03-01,América. América del Sur. Argentina,87.824050692713,América,América del Sur,Argentina
2014-04-01,América. América del Sur. Argentina,67.459265209355,América,América del Sur,Argentina
2014-05-01,América. América del Sur. Argentina,70.090827549286,América,América del Sur,Argentina
2014-06-01,América. América del Sur. Argentina,87.418341869807,América,América del Sur,Argentina
2014-07-01,América. América del Sur. Argentina,73.081853288211,América,América del Sur,Argentina
2014-08-01,América. América del Sur. Argentina,81.479368905556,América,América del Sur,Argentina
2014-09-01,América. América del Sur. Argentina,89.636336155204,América,América del Sur,Argentina
2014-10-01,América. América del Sur. Argentina,86.258413214117,América,América del Sur,Argentina
2014-11-01,América. América del Sur. Argentina,73.567922032558,América,América del Sur,Argentina
2014-12-01,América. América del Sur. Argentina,71.766039348821,América,América del Sur,Argentina
2015-01-01,América. América del Sur. Argentina,60.9663846,América,América del Sur,Argentina
2015-02-01,América. América del Sur. Argentina,53.372281163,América,América del Sur,Argentina
2015-03-01,América. América del Sur. Argentina,70.947397832,América,América del Sur,Argentina
2015-04-01,América. América del Sur. Argentina,66.894338845,América,América del Sur,Argentina
2015-05-01,América. América del Sur. Argentina,53.530944144,América,América del Sur,Argentina
2015-06-01,América. América del Sur. Argentina,68.02411578,América,América del Sur,Argentina
2015-07-01,América. América del Sur. Argentina,62.814381421,América,América del Sur,Argentina
2015-08-01,América. América del Sur. Argentina,79.106185865,América,América del Sur,Argentina
2015-09-01,América. América del Sur. Argentina,74.602655597,América,América del Sur,Argentina
2015-10-01,América. América del Sur. Argentina,75.062581277,América,América del Sur,Argentina
2015-11-01,América. América del Sur. Argentina,70.892149001,América,América del Sur,Argentina
2015-12-01,América. América del Sur. Argentina,65.632934055,América,América del Sur,Argentina
2016-01-01,América. América del Sur. Argentina,46.309033324,América,América del Sur,Argentina
2016-02-01,América. América del Sur. Argentina,51.857947833,América,América del Sur,Argentina
2016-03-01,América. América del Sur. Argentina,56.009070779,América,América del Sur,Argentina
2016-04-01,América. América del Sur. Argentina,52.783635807,América,América del Sur,Argentina
2016-05-01,América. América del Sur. Argentina,48.995126401,América,América del Sur,Argentina
2016-06-01,América. América del Sur. Argentina,58.765740132,América,América del Sur,Argentina
2016-07-01,América. América del Sur. Argentina,52.346755452,América,América del Sur,Argentina
2016-08-01,América. América del Sur. Argentina,119.38579928,América,América del Sur,Argentina
2016-09-01,América. América del Sur. Argentina,53.560931407,América,América del Sur,Argentina
2016-10-01,América. América del Sur. Argentina,49.250963407,América,América del Sur,Argentina
2016-11-01,América. América del Sur. Argentina,67.088096287,América,América del Sur,Argentina
2016-12-01,América. América del Sur. Argentina,83.156616814,América,América del Sur,Argentina
2017-01-01,América. América del Sur. Argentina,73.400423702,América,América del Sur,Argentina
2017-02-01,América. América del Sur. Argentina,67.299927174,América,América del Sur,Argentina
2017-03-01,América. América del Sur. Argentina,81.531958029,América,América del Sur,Argentina
2017-04-01,América. América del Sur. Argentina,59.916563895,América,América del Sur,Argentina
2017-05-01,América. América del Sur. Argentina,70.443677336,América,América del Sur,Argentina
2017-06-01,América. América del Sur. Argentina,69.822692069,América,América del Sur,Argentina
2017-07-01,América. América del Sur. Argentina,113.85291466,América,América del Sur,Argentina
2017-08-01,América. América del Sur. Argentina,111.86514337,América,América del Sur,Argentina
2017-09-01,América. América del Sur. Argentina,95.32543344,América,América del Sur,Argentina
2017-10-01,América. América del Sur. Argentina,80.733374648,América,América del Sur,Argentina
2017-11-01,América. América del Sur. Argentina,78.659107683,América,América del Sur,Argentina
2017-12-01,América. América del Sur. Argentina,65.909913086,América,América del Sur,Argentina
2018-01-01,América. América del Sur. Argentina,66.406641057,América,América del Sur,Argentina
2018-02-01,América. América del Sur. Argentina,53.940755982,América,América del Sur,Argentina
2018-03-01,América. América del Sur. Argentina,61.717791759,América,América del Sur,Argentina
2018-04-01,América. América del Sur. Argentina,71.669002361,América,América del Sur,Argentina
2018-05-01,América. América del Sur. Argentina,70.826847712,América,América del Sur,Argentina
2018-06-01,América. América del Sur. Argentina,62.439304823,América,América del Sur,Argentina
2018-07-01,América. América del Sur. Argentina,50.145709931,América,América del Sur,Argentina
2018-08-01,América. América del Sur. Argentina,108.73813232,América,América del Sur,Argentina
2018-09-01,América. América del Sur. Argentina,89.305071242,América,América del Sur,Argentina
2018-10-01,América. América del Sur. Argentina,62.847582913,América,América del Sur,Argentina
2018-11-01,América. América del Sur. Argentina,47.339232232,América,América del Sur,Argentina
2018-12-01,América. América del Sur. Argentina,48.397289869,América,América del Sur,Argentina
2019-01-01,América. América del Sur. Argentina,48.903220153,América,América del Sur,Argentina
2019-02-01,América. América del Sur. Argentina,43.785078839,América,América del Sur,Argentina
2019-03-01,América. América del Sur. Argentina,58.528226125,América,América del Sur,Argentina
2019-04-01,América. América del Sur. Argentina,48.15144244,América,América del Sur,Argentina
2019-05-01,América. América del Sur. Argentina,67.569082047,América,América del Sur,Argentina
2019-06-01,América. América del Sur. Argentina,43.136776174,América,América del Sur,Argentina
2019-07-01,América. América del Sur. Argentina,52.324626859,América,América del Sur,Argentina
2019-08-01,América. América del Sur. Argentina,56.3824388,América,América del Sur,Argentina
2019-09-01,América. América del Sur. Argentina,42.382337793,América,América del Sur,Argentina
2019-10-01,América. América del Sur. Argentina,41.954682171,América,América del Sur,Argentina
2019-11-01,América. América del Sur. Argentina,47.393783638,América,América del Sur,Argentina
2019-12-01,América. América del Sur. Argentina,48.983512162,América,América del Sur,Argentina
2020-01-01,América. América del Sur. Argentina,47.111635459,América,América del Sur,Argentina
2020-02-01,América. América del Sur. Argentina,42.358831649,América,América del Sur,Argentina
2020-03-01,América. América del Sur. Argentina,44.482270096,América,América del Sur,Argentina
2020-04-01,América. América del Sur. Argentina,28.734151832,América,América del Sur,Argentina
2020-05-01,América. América del Sur. Argentina,36.295486472,América,América del Sur,Argentina
2020-06-01,América. América del Sur. Argentina,46.920753392,América,América del Sur,Argentina
2020-07-01,América. América del Sur. Argentina,51.746823233,América,América del Sur,Argentina
2020-08-01,América. América del Sur. Argentina,65.116409934,América,América del Sur,Argentina
2020-09-01,América. América del Sur. Argentina,57.297374017,América,América del Sur,Argentina
2020-10-01,América. América del Sur. Argentina,64.114226882,América,América del Sur,Argentina
2020-11-01,América. América del Sur. Argentina,65.618534166,América,América del Sur,Argentina
2020-12-01,América. América del Sur. Argentina,67.442749053,América,América del Sur,Argentina
2021-01-01,América. América del Sur. Argentina,53.3516752603884,América,América del Sur,Argentina
2021-02-01,América. América del Sur. Argentina,46.4059323395886,América,América del Sur,Argentina
2021-03-01,América. América del Sur. Argentina,58.5190076431528,América,América del Sur,Argentina
2021-04-01,América. América del Sur. Argentina,51.7283002524989,América,América del Sur,Argentina
2021-05-01,América. América del Sur. Argentina,55.5273451179743,América,América del Sur,Argentina
2021-06-01,América. América del Sur. Argentina,55.6508875054239,América,América del Sur,Argentina
2021-07-01,América. América del Sur. Argentina,73.0154598723909,América,América del Sur,Argentina
2021-08-01,América. América del Sur. Argentina,81.1886228894225,América,América del Sur,Argentina
2021-09-01,América. América del Sur. Argentina,66.7112416272618,América,América del Sur,Argentina
2021-10-01,América. América del Sur. Argentina,76.1193621794241,América,América del Sur,Argentina
2021-11-01,América. América del Sur. Argentina,74.4385142645724,América,América del Sur,Argentina
2021-12-01,América. América del Sur. Argentina,86.8585402127629,América,América del Sur,Argentina
2022-01-01,América. América del Sur. Argentina,68.82489083,América,América del Sur,Argentina
2022-02-01,América. América del Sur. Argentina,56.047499987,América,América del Sur,Argentina
2022-03-01,América. América del Sur. Argentina,90.974484624,América,América del Sur,Argentina
2022-04-01,América. América del Sur. Argentina,84.411011028,América,América del Sur,Argentina
2022-05-01,América. América del Sur. Argentina,85.481181463,América,América del Sur,Argentina
2022-06-01,América. América del Sur. Argentina,76.521465387,América,América del Sur,Argentina
2022-07-01,América. América del Sur. Argentina,68.134492212,América,América del Sur,Argentina
2022-08-01,América. América del Sur. Argentina,85.877380996,América,América del Sur,Argentina
2022-09-01,América. América del Sur. Argentina,74.761661087,América,América del Sur,Argentina
2022-10-01,América. América del Sur. Argentina,81.15635351,América,América del Sur,Argentina
2022-11-01,América. América del Sur. Argentina,65.015439599,América,América del Sur,Argentina
2022-12-01,América. América del Sur. Argentina,71.152190054,América,América del Sur,Argentina
2023-01-01,América. América del Sur. Argentina,58.474391112,América,América del Sur,Argentina
2023-02-01,América. América del Sur. Argentina,72.272051561,América,América del Sur,Argentina
2023-03-01,América. América del Sur. Argentina,107.13004138,América,América del Sur,Argentina
2023-04-01,América. América del Sur. Argentina,78.53292083,América,América del Sur,Argentina
2023-05-01,América. América del Sur. Argentina,99.203933258,América,América del Sur,Argentina
2023-06-01,América. América del Sur. Argentina,60.461719598,América,América del Sur,Argentina
2023-07-01,América. América del Sur. Argentina,70.952379391,América,América del Sur,Argentina
2023-08-01,América. América del Sur. Argentina,81.576459359,América,América del Sur,Argentina
2023-09-01,América. América del Sur. Argentina,58.173787523,América,América del Sur,Argentina
