periodo,destino,exportaciones_musd,continente,subregion,pais
2019-02-01,América. América del Norte. México,117.78384233,América,América del Norte,México
2019-03-01,América. América del Norte. México,115.11817148,América,América del Norte,México
2019-04-01,América. América del Norte. México,109.93701531,América,América del Norte,México
2019-05-01,América. América del Norte. México,106.66015767,América,América del Norte,México
2019-06-01,América. América del Norte. México,130.92660767,América,América del Norte,México
2019-07-01,América. América del Norte. México,102.90925067,América,América del Norte,México
2019-08-01,América. América del Norte. México,102.23178945,América,América del Norte,México
2019-09-01,América. América del Norte. México,115.07770752,América,América del Norte,México
2019-10-01,América. América del Norte. México,107.9540175,América,América del Norte,México
2019-11-01,América. América del Norte. México,84.916038004,América,América del Norte,México
2019-12-01,América. América del Norte. México,106.37766015,América,América del Norte,México
2020-01-01,América. América del Norte. México,93.710237075,América,América del Norte,México
2020-02-01,América. América del Norte. México,95.912101004,América,América del Norte,México
2020-03-01,América. América del Norte. México,116.26769437,América,América del Norte,México
2020-04-01,América. América del Norte. México,91.732443593,América,América del Norte,México
2020-05-01,América. América del Norte. México,70.36255668,América,América del Norte,México
2020-06-01,América. América del Norte. México,91.43539734,América,América del Norte,México
2020-07-01,América. América del Norte. México,70.82192218,América,América del Norte,México
2020-08-01,América. América del Norte. México,81.050462862,América,América del Norte,México
2020-09-01,América. América del Norte. México,70.028051956,América,América del Norte,México
2020-10-01,América. América del Norte. México,91.250253537,América,América del Norte,México
2020-11-01,América. América del Norte. México,86.89169306,América,América del Norte,México
2020-12-01,América. América del Norte. México,86.940144093,América,América del Norte,México
2021-01-01,América. América del Norte. México,100.560646792507,América,América del Norte,México
2021-02-01,América. América del Norte. México,102.552556406356,América,América del Norte,México
2021-03-01,América. América del Norte. México,105.779583543254,América,América del Norte,México
2021-04-01,América. América del Norte. México,123.969355256326,América,América del Norte,México
2021-05-01,América. América del Norte. México,104.962873548841,América,América del Norte,México
2021-06-01,América. América del Norte. México,152.077913343097,América,América del Norte,México
2021-07-01,América. América del Norte. México,109.222303929896,América,América del Norte,México
2021-08-01,América. América del Norte. México,144.126462378782,América,América del Norte,México
2021-09-01,América. América del Norte. México,115.994626708144,América,América del Norte,México
2021-10-01,América. América del Norte. México,87.9883876017031,América,América del Norte,México
2021-11-01,América. América del Norte. México,116.405780918177,América,América del Norte,México
2021-12-01,América. América del Norte. México,149.842658391695,América,América del Norte,México
2022-01-01,América. América del Norte. México,99.25075063,América,América del Norte,México
2022-02-01,América. América del Norte. México,127.47229661,América,América del Norte,México
2022-03-01,América. América del Norte. México,202.43104303,América,América del Norte,México
2022-04-01,América. América del Norte. México,127.7659337,América,América del Norte,México
2022-05-01,América. América del Norte. México,178.26112069,América,América del Norte,México
2022-06-01,América. América del Norte. México,163.76485109,América,América del Norte,México
2022-07-01,América. América del Norte. México,138.67083588,América,América del Norte,México
2022-08-01,América. América del Norte. México,210.40277646,América,América del Norte,México
2022-09-01,América. América del Norte. México,129.2087786,América,América del Norte,México
2022-10-01,América. América del Norte. México,127.36408227,América,América del Norte,México
2022-11-01,América. América del Norte. México,146.51942198,América,América del Norte,México
2022-12-01,América. América del Norte. México,115.95895065,América,América del Norte,México
2023-01-01,América. América del Norte. México,144.40596786,América,América del Norte,México
2023-02-01,América. América del Norte. México,155.7750132,América,América del Norte,México
2023-03-01,América. América del Norte. México,199.86618173,América,América del Norte,México
2023-04-01,América. América del Norte. México,123.98161359,América,América del Norte,México
2023-05-01,América. América del Norte. México,134.96801713,América,América del Norte,México
2023-06-01,América. América del Norte. México,117.66734988,América,América del Norte,México
2023-07-01,América. América del Norte. México,119.13579755,América,América del Norte,México
2023-08-01,América. América del Norte. México,163.28690636,América,América del Norte,México
2023-09-01,América. América del Norte. México,118.18397335,América,América del Norte,México
2023-10-01,América. América del Norte. México,141.52252364,América,América del Norte,México
2023-11-01,América. América del Norte. México,120.50194011,América,América del Norte,México
2023-12-01,América. América del Norte. México,155.30261073,América,América del Norte,México
2024-01-01,América. América del Norte. México,138.46493745,América,América del Norte,México
2024-02-01,América. América del Norte. México,145.23329172,América,América del Norte,México
2024-03-01,América. América del Norte. México,126.71955811,América,América del Norte,México
2024-04-01,América. América del Norte. México,129.93813631,América,América del Norte,México
2024-05-01,América. América del Norte. México,131.01718049,América,América del Norte,México
2024-06-01,América. América del Norte. México,131.31508976,América,América del Norte,México
2024-07-01,América. América del Norte. México,158.04408388,América,América del Norte,México
2024-08-01,América. América del Norte. México,163.3196773,América,América del Norte,México
2024-09-01,América. América del Norte. México,118.88870619,América,América del Norte,México
2024-10-01,América. América del Norte. México,150.58661867,América,América del Norte,México
2024-11-01,América. América del Norte. México,150.31040312,América,América del Norte,México
2024-12-01,América. América del Norte. México,182.96670095,América,América del Norte,México
2025-01-01,América. América del Norte. México,141.83760003,América,América del Norte,México
2025-02-01,América. América del Norte. México,122.07701785,América,América del Norte,México
2025-03-01,América. América del Norte. México,157.33998855,América,América del Norte,México
2025-04-01,América. América del Norte. México,168.7000056,América,América del Norte,México
2025-05-01,América. América del Norte. México,196.37929502,América,América del Norte,México
2025-06-01,América. América del Norte. México,132.99896054,América,América del Norte,México
2025-07-01,América. América del Norte. México,127.95691281,América,América del Norte,México
2025-08-01,América. América del Norte. México,146.47697335,América,América del Norte,México
2025-09-01,América. América del Norte. México,174.36028347,América,América del Norte,México
2025-10-01,América. América del Norte. México,158.71602698,América,América del Norte,México
2025-11-01,América. América del Norte. México,200.73891336,América,América del Norte,México
2025-12-01,América. América del Norte. México,135.10756586,América,América del Norte,México
2026-01-01,América. América del Norte. México,162.63062088,América,América del Norte,México
2026-02-01,América. América del Norte. México,160.16505262,América,América del Norte,México
2026-03-01,América. América del Norte. México,150.29221175,América,América del Norte,México
2026-04-01,América. América del Norte. México,124.05406,América,América del Norte,México
2026-05-01,América. América del Norte. México,214.78054696,América,América del Norte,México
2026-06-01,América. América del Norte. México,135.42496762,América,América del Norte,México
2003-01-01,América. América del Norte. Canadá,18.24114238,América,América del Norte,Canadá
2003-02-01,América. América del Norte. Canadá,14.51432547,América,América del Norte,Canadá
2003-03-01,América. América del Norte. Canadá,15.964151516,América,América del Norte,Canadá
2003-04-01,América. América del Norte. Canadá,57.7705648,América,América del Norte,Canadá
2003-05-01,América. América del Norte. Canadá,45.60837236,América,América del Norte,Canadá
2003-06-01,América. América del Norte. Canadá,13.89889732,América,América del Norte,Canadá
2003-07-01,América. América del Norte. Canadá,48.958539,América,América del Norte,Canadá
2003-08-01,América. América del Norte. Canadá,60.96411709,América,América del Norte,Canadá
2003-09-01,América. América del Norte. Canadá,12.756633,América,América del Norte,Canadá
2003-10-01,América. América del Norte. Canadá,76.85180183,América,América del Norte,Canadá
2003-11-01,América. América del Norte. Canadá,59.87431768,América,América del Norte,Canadá
2003-12-01,América. América del Norte. Canadá,11.84051998,América,América del Norte,Canadá
2004-01-01,América. América del Norte. Canadá,58.58040063,América,América del Norte,Canadá
2004-02-01,América. América del Norte. Canadá,53.1583081,América,América del Norte,Canadá
2004-03-01,América. América del Norte. Canadá,15.590698349,América,América del Norte,Canadá
2004-04-01,América. América del Norte. Canadá,58.38177124,América,América del Norte,Canadá
2004-05-01,América. América del Norte. Canadá,80.88705771,América,América del Norte,Canadá
2004-06-01,América. América del Norte. Canadá,91.65396612,América,América del Norte,Canadá
2004-07-01,América. América del Norte. Canadá,18.3380903,América,América del Norte,Canadá
2004-08-01,América. América del Norte. Canadá,103.4076556,América,América del Norte,Canadá
2004-09-01,América. América del Norte. Canadá,98.02160946,América,América del Norte,Canadá
2004-10-01,América. América del Norte. Canadá,83.11193029,América,América del Norte,Canadá
2004-11-01,América. América del Norte. Canadá,73.65896327,América,América del Norte,Canadá
2004-12-01,América. América del Norte. Canadá,89.89158327,América,América del Norte,Canadá
2005-01-01,América. América del Norte. Canadá,40.14930951,América,América del Norte,Canadá
2005-02-01,América. América del Norte. Canadá,51.76826009,América,América del Norte,Canadá
2005-03-01,América. América del Norte. Canadá,44.68008633,América,América del Norte,Canadá
2005-04-01,América. América del Norte. Canadá,168.90496085,América,América del Norte,Canadá
2005-05-01,América. América del Norte. Canadá,105.60924363,América,América del Norte,Canadá
2005-06-01,América. América del Norte. Canadá,98.59859042,América,América del Norte,Canadá
2005-07-01,América. América del Norte. Canadá,96.87514682,América,América del Norte,Canadá
2005-08-01,América. América del Norte. Canadá,89.00663153,América,América del Norte,Canadá
2005-09-01,América. América del Norte. Canadá,76.38709498,América,América del Norte,Canadá
2005-10-01,América. América del Norte. Canadá,70.65943551,América,América del Norte,Canadá
2005-11-01,América. América del Norte. Canadá,187.52229315,América,América del Norte,Canadá
2005-12-01,América. América del Norte. Canadá,79.41983775,América,América del Norte,Canadá
2006-01-01,América. América del Norte. Canadá,32.52884975,América,América del Norte,Canadá
2006-02-01,América. América del Norte. Canadá,106.34355676,América,América del Norte,Canadá
2006-03-01,América. América del Norte. Canadá,106.95414892,América,América del Norte,Canadá
2006-04-01,América. América del Norte. Canadá,77.50627772,América,América del Norte,Canadá
2006-05-01,América. América del Norte. Canadá,104.66657476,América,América del Norte,Canadá
2006-06-01,América. América del Norte. Canadá,224.90999977,América,América del Norte,Canadá
2006-07-01,América. América del Norte. Canadá,53.52083543,América,América del Norte,Canadá
2006-08-01,América. América del Norte. Canadá,204.18436907,América,América del Norte,Canadá
2006-09-01,América. América del Norte. Canadá,115.23230278,América,América del Norte,Canadá
2006-10-01,América. América del Norte. Canadá,123.017771,América,América del Norte,Canadá
2006-11-01,América. América del Norte. Canadá,122.50070502,América,América del Norte,Canadá
2006-12-01,América. América del Norte. Canadá,44.28448517,América,América del Norte,Canadá
2007-01-01,América. América del Norte. Canadá,86.58535681,América,América del Norte,Canadá
2007-02-01,América. América del Norte. Canadá,102.37162146,América,América del Norte,Canadá
2007-03-01,América. América del Norte. Canadá,178.78719431,América,América del Norte,Canadá
2007-04-01,América. América del Norte. Canadá,44.44926411,América,América del Norte,Canadá
2007-05-01,América. América del Norte. Canadá,132.1862625,América,América del Norte,Canadá
2007-06-01,América. América del Norte. Canadá,134.86758809,América,América del Norte,Canadá
2007-07-01,América. América del Norte. Canadá,49.60589691,América,América del Norte,Canadá
2007-08-01,América. América del Norte. Canadá,47.72335228,América,América del Norte,Canadá
2007-09-01,América. América del Norte. Canadá,107.42259028,América,América del Norte,Canadá
2007-10-01,América. América del Norte. Canadá,205.40871376,América,América del Norte,Canadá
2007-11-01,América. América del Norte. Canadá,92.59419954,América,América del Norte,Canadá
2007-12-01,América. América del Norte. Canadá,122.65014714,América,América del Norte,Canadá
2008-01-01,América. América del Norte. Canadá,97.426756171,América,América del Norte,Canadá
2008-02-01,América. América del Norte. Canadá,223.74577235,América,América del Norte,Canadá
2008-03-01,América. América del Norte. Canadá,92.482798083,América,América del Norte,Canadá
2008-04-01,América. América del Norte. Canadá,155.67634951,América,América del Norte,Canadá
2008-05-01,América. América del Norte. Canadá,120.8948599,América,América del Norte,Canadá
2008-06-01,América. América del Norte. Canadá,130.77687275,América,América del Norte,Canadá
2008-07-01,América. América del Norte. Canadá,103.70796416,América,América del Norte,Canadá
2008-08-01,América. América del Norte. Canadá,62.448765557,América,América del Norte,Canadá
2008-09-01,América. América del Norte. Canadá,89.53987053,América,América del Norte,Canadá
2008-10-01,América. América del Norte. Canadá,42.70422737,América,América del Norte,Canadá
2008-11-01,América. América del Norte. Canadá,57.84665389,América,América del Norte,Canadá
2008-12-01,América. América del Norte. Canadá,68.253152571,América,América del Norte,Canadá
2009-01-01,América. América del Norte. Canadá,46.041922581,América,América del Norte,Canadá
2009-02-01,América. América del Norte. Canadá,89.427811023,América,América del Norte,Canadá
2009-03-01,América. América del Norte. Canadá,88.485496826,América,América del Norte,Canadá
2009-04-01,América. América del Norte. Canadá,102.0954884,América,América del Norte,Canadá
2009-05-01,América. América del Norte. Canadá,92.167253196,América,América del Norte,Canadá
2009-06-01,América. América del Norte. Canadá,82.166659649,América,América del Norte,Canadá
2009-07-01,América. América del Norte. Canadá,96.840115997,América,América del Norte,Canadá
2009-08-01,América. América del Norte. Canadá,127.71204025,América,América del Norte,Canadá
2009-09-01,América. América del Norte. Canadá,78.596143397,América,América del Norte,Canadá
2009-10-01,América. América del Norte. Canadá,171.08669446,América,América del Norte,Canadá
2009-11-01,América. América del Norte. Canadá,89.03645442,América,América del Norte,Canadá
2009-12-01,América. América del Norte. Canadá,215.49511135,América,América del Norte,Canadá
2010-01-01,América. América del Norte. Canadá,69.706604678,América,América del Norte,Canadá
2010-02-01,América. América del Norte. Canadá,138.60750906,América,América del Norte,Canadá
2010-03-01,América. América del Norte. Canadá,186.56953536,América,América del Norte,Canadá
2010-04-01,América. América del Norte. Canadá,89.198478018,América,América del Norte,Canadá
2010-05-01,América. América del Norte. Canadá,101.98520438,América,América del Norte,Canadá
2010-06-01,América. América del Norte. Canadá,137.8690116,América,América del Norte,Canadá
2010-07-01,América. América del Norte. Canadá,111.5134123,América,América del Norte,Canadá
2010-08-01,América. América del Norte. Canadá,71.791487306,América,América del Norte,Canadá
2010-09-01,América. América del Norte. Canadá,81.635339086,América,América del Norte,Canadá
2010-10-01,América. América del Norte. Canadá,117.27146561,América,América del Norte,Canadá
2010-11-01,América. América del Norte. Canadá,63.858997909,América,América del Norte,Canadá
2010-12-01,América. América del Norte. Canadá,116.56158802,América,América del Norte,Canadá
2011-01-01,América. América del Norte. Canadá,107.81047509,América,América del Norte,Canadá
2011-02-01,América. América del Norte. Canadá,100.03183132,América,América del Norte,Canadá
2011-03-01,América. América del Norte. Canadá,158.76014096,América,América del Norte,Canadá
2011-04-01,América. América del Norte. Canadá,174.70931423,América,América del Norte,Canadá
2011-05-01,América. América del Norte. Canadá,125.87513792,América,América del Norte,Canadá
2011-06-01,América. América del Norte. Canadá,189.38503674,América,América del Norte,Canadá
2011-07-01,América. América del Norte. Canadá,141.56663741,América,América del Norte,Canadá
2011-08-01,América. América del Norte. Canadá,102.23281268,América,América del Norte,Canadá
2011-09-01,América. América del Norte. Canadá,99.873806744,América,América del Norte,Canadá
2011-10-01,América. América del Norte. Canadá,115.34200565,América,América del Norte,Canadá
2011-11-01,América. América del Norte. Canadá,94.285978491,América,América del Norte,Canadá
2011-12-01,América. América del Norte. Canadá,64.066061509,América,América del Norte,Canadá
2012-01-01,América. América del Norte. Canadá,103.34416199,América,América del Norte,Canadá
2012-02-01,América. América del Norte. Canadá,140.43475121,América,América del Norte,Canadá
2012-03-01,América. América del Norte. Canadá,147.02349682,América,América del Norte,Canadá
2012-04-01,América. América del Norte. Canadá,107.15677432,América,América del Norte,Canadá
2012-05-01,América. América del Norte. Canadá,96.83162358,América,América del Norte,Canadá
2012-06-01,América. América del Norte. Canadá,67.24507805,América,América del Norte,Canadá
2012-07-01,América. América del Norte. Canadá,98.34333594,América,América del Norte,Canadá
2012-08-01,América. América del Norte. Canadá,105.95657811,América,América del Norte,Canadá
2012-09-01,América. América del Norte. Canadá,73.5609481,América,América del Norte,Canadá
2012-10-01,América. América del Norte. Canadá,128.09050969,América,América del Norte,Canadá
2012-11-01,América. América del Norte. Canadá,112.3969196,América,América del Norte,Canadá
2012-12-01,América. América del Norte. Canadá,98.71477355,América,América del Norte,Canadá
2013-01-01,América. América del Norte. Canadá,148.07578247,América,América del Norte,Canadá
2013-02-01,América. América del Norte. Canadá,103.49696613,América,América del Norte,Canadá
2013-03-01,América. América del Norte. Canadá,105.2664428,América,América del Norte,Canadá
2013-04-01,América. América del Norte. Canadá,222.93523707,América,América del Norte,Canadá
2013-05-01,América. América del Norte. Canadá,127.61186202,América,América del Norte,Canadá
2013-06-01,América. América del Norte. Canadá,58.523975905,América,América del Norte,Canadá
2013-07-01,América. América del Norte. Canadá,91.609414369,América,América del Norte,Canadá
2013-08-01,América. América del Norte. Canadá,135.77397844,América,América del Norte,Canadá
2013-09-01,América. América del Norte. Canadá,119.06246778,América,América del Norte,Canadá
2013-10-01,América. América del Norte. Canadá,109.39850356,América,América del Norte,Canadá
2013-11-01,América. América del Norte. Canadá,44.86688293,América,América del Norte,Canadá
2013-12-01,América. América del Norte. Canadá,152.23686882,América,América del Norte,Canadá
2014-01-01,América. América del Norte. Canadá,60.383093706843,América,América del Norte,Canadá
2014-02-01,América. América del Norte. Canadá,54.846130074079,América,América del Norte,Canadá
2014-03-01,América. América del Norte. Canadá,161.563233710436,América,América del Norte,Canadá
2014-04-01,América. América del Norte. Canadá,86.2397586787067,América,América del Norte,Canadá
2014-05-01,América. América del Norte. Canadá,129.523849237667,América,América del Norte,Canadá
2014-06-01,América. América del Norte. Canadá,70.16764740031,América,América del Norte,Canadá
2014-07-01,América. América del Norte. Canadá,155.95172131966,América,América del Norte,Canadá
2014-08-01,América. América del Norte. Canadá,141.82954938014,América,América del Norte,Canadá
2014-09-01,América. América del Norte. Canadá,55.5025652355842,América,América del Norte,Canadá
2014-10-01,América. América del Norte. Canadá,125.57132407986,América,América del Norte,Canadá
2014-11-01,América. América del Norte. Canadá,59.1058901112931,América,América del Norte,Canadá
2014-12-01,América. América del Norte. Canadá,96.4498309388,América,América del Norte,Canadá
2015-01-01,América. América del Norte. Canadá,108.60268138,América,América del Norte,Canadá
2015-02-01,América. América del Norte. Canadá,124.01579184,América,América del Norte,Canadá
2015-03-01,América. América del Norte. Canadá,66.15352611,América,América del Norte,Canadá
2015-04-01,América. América del Norte. Canadá,143.9692685,América,América del Norte,Canadá
2015-05-01,América. América del Norte. Canadá,37.5080624,América,América del Norte,Canadá
2015-06-01,América. América del Norte. Canadá,200.96357531,América,América del Norte,Canadá
2015-07-01,América. América del Norte. Canadá,68.16820427,América,América del Norte,Canadá
2015-08-01,América. América del Norte. Canadá,183.39817569,América,América del Norte,Canadá
2015-09-01,América. América del Norte. Canadá,57.61612731,América,América del Norte,Canadá
2015-10-01,América. América del Norte. Canadá,67.50177503,América,América del Norte,Canadá
2015-11-01,América. América del Norte. Canadá,113.82317565,América,América del Norte,Canadá
2015-12-01,América. América del Norte. Canadá,63.24322899,América,América del Norte,Canadá
2016-01-01,América. América del Norte. Canadá,63.923068,América,América del Norte,Canadá
2016-02-01,América. América del Norte. Canadá,130.869963,América,América del Norte,Canadá
2016-03-01,América. América del Norte. Canadá,81.117561,América,América del Norte,Canadá
2016-04-01,América. América del Norte. Canadá,93.766569,América,América del Norte,Canadá
2016-05-01,América. América del Norte. Canadá,62.321561,América,América del Norte,Canadá
2016-06-01,América. América del Norte. Canadá,83.785267,América,América del Norte,Canadá
2016-07-01,América. América del Norte. Canadá,67.801974,América,América del Norte,Canadá
2016-08-01,América. América del Norte. Canadá,60.943467,América,América del Norte,Canadá
2016-09-01,América. América del Norte. Canadá,97.129768,América,América del Norte,Canadá
2016-10-01,América. América del Norte. Canadá,59.494056,América,América del Norte,Canadá
2016-11-01,América. América del Norte. Canadá,94.909394,América,América del Norte,Canadá
2016-12-01,América. América del Norte. Canadá,75.659516,América,América del Norte,Canadá
2017-01-01,América. América del Norte. Canadá,141.702996,América,América del Norte,Canadá
2017-02-01,América. América del Norte. Canadá,113.661773,América,América del Norte,Canadá
2017-03-01,América. América del Norte. Canadá,133.436602,América,América del Norte,Canadá
2017-04-01,América. América del Norte. Canadá,134.672195,América,América del Norte,Canadá
2017-05-01,América. América del Norte. Canadá,125.51132845,América,América del Norte,Canadá
2017-06-01,América. América del Norte. Canadá,91.500199,América,América del Norte,Canadá
2017-07-01,América. América del Norte. Canadá,147.380342,América,América del Norte,Canadá
2017-08-01,América. América del Norte. Canadá,98.478921461,América,América del Norte,Canadá
2017-09-01,América. América del Norte. Canadá,95.468409,América,América del Norte,Canadá
2017-10-01,América. América del Norte. Canadá,117.347338,América,América del Norte,Canadá
2017-11-01,América. América del Norte. Canadá,107.743865,América,América del Norte,Canadá
2017-12-01,América. América del Norte. Canadá,109.61612,América,América del Norte,Canadá
2018-01-01,América. América del Norte. Canadá,48.861392,América,América del Norte,Canadá
2018-02-01,América. América del Norte. Canadá,200.606531,América,América del Norte,Canadá
2018-03-01,América. América del Norte. Canadá,62.469357621,América,América del Norte,Canadá
2018-04-01,América. América del Norte. Canadá,55.377095,América,América del Norte,Canadá
2018-05-01,América. América del Norte. Canadá,96.920316,América,América del Norte,Canadá
2018-06-01,América. América del Norte. Canadá,60.358586,América,América del Norte,Canadá
2018-07-01,América. América del Norte. Canadá,144.33711,América,América del Norte,Canadá
2018-08-01,América. América del Norte. Canadá,79.349421,América,América del Norte,Canadá
2018-09-01,América. América del Norte. Canadá,104.535942,América,América del Norte,Canadá
2018-10-01,América. América del Norte. Canadá,75.453125,América,América del Norte,Canadá
2018-11-01,América. América del Norte. Canadá,62.794303,América,América del Norte,Canadá
2018-12-01,América. América del Norte. Canadá,41.803018,América,América del Norte,Canadá
2019-01-01,América. América del Norte. Canadá,117.29580926,América,América del Norte,Canadá
2019-02-01,América. América del Norte. Canadá,48.732821779,América,América del Norte,Canadá
2019-03-01,América. América del Norte. Canadá,110.44091894,América,América del Norte,Canadá
2019-04-01,América. América del Norte. Canadá,60.109564567,América,América del Norte,Canadá
2019-05-01,América. América del Norte. Canadá,135.00285869,América,América del Norte,Canadá
2019-06-01,América. América del Norte. Canadá,43.353576902,América,América del Norte,Canadá
2019-07-01,América. América del Norte. Canadá,107.83083781,América,América del Norte,Canadá
2019-08-01,América. América del Norte. Canadá,40.659449024,América,América del Norte,Canadá
2019-09-01,América. América del Norte. Canadá,98.694757639,América,América del Norte,Canadá
2019-10-01,América. América del Norte. Canadá,37.984816642,América,América del Norte,Canadá
2019-11-01,América. América del Norte. Canadá,89.392735417,América,América del Norte,Canadá
2019-12-01,América. América del Norte. Canadá,112.82556267,América,América del Norte,Canadá
2020-01-01,América. América del Norte. Canadá,104.33522537,América,América del Norte,Canadá
2020-02-01,América. América del Norte. Canadá,87.534090276,América,América del Norte,Canadá
2020-03-01,América. América del Norte. Canadá,135.80534557,América,América del Norte,Canadá
2020-04-01,América. América del Norte. Canadá,53.274925413,América,América del Norte,Canadá
2020-05-01,América. América del Norte. Canadá,110.31994788,América,América del Norte,Canadá
2020-06-01,América. América del Norte. Canadá,39.730667125,América,América del Norte,Canadá
2020-07-01,América. América del Norte. Canadá,108.84692775,América,América del Norte,Canadá
2020-08-01,América. América del Norte. Canadá,33.900175951,América,América del Norte,Canadá
2020-09-01,América. América del Norte. Canadá,54.86790932,América,América del Norte,Canadá
2020-10-01,América. América del Norte. Canadá,100.40291669,América,América del Norte,Canadá
2020-11-01,América. América del Norte. Canadá,32.577902839,América,América del Norte,Canadá
2020-12-01,América. América del Norte. Canadá,117.25892177,América,América del Norte,Canadá
2021-01-01,América. América del Norte. Canadá,43.2757187927271,América,América del Norte,Canadá
2021-02-01,América. América del Norte. Canadá,194.689502841036,América,América del Norte,Canadá
2021-03-01,América. América del Norte. Canadá,44.399379016448,América,América del Norte,Canadá
2021-04-01,América. América del Norte. Canadá,196.30400856,América,América del Norte,Canadá
2021-05-01,América. América del Norte. Canadá,139.3396351,América,América del Norte,Canadá
2021-06-01,América. América del Norte. Canadá,36.50318159,América,América del Norte,Canadá
2021-07-01,América. América del Norte. Canadá,138.27783782,América,América del Norte,Canadá
2021-08-01,América. América del Norte. Canadá,134.0595657,América,América del Norte,Canadá
2021-09-01,América. América del Norte. Canadá,46.78744487,América,América del Norte,Canadá
2021-10-01,América. América del Norte. Canadá,39.965201045958,América,América del Norte,Canadá
2021-11-01,América. América del Norte. Canadá,38.04742338,América,América del Norte,Canadá
2021-12-01,América. América del Norte. Canadá,131.65597459,América,América del Norte,Canadá
2022-01-01,América. América del Norte. Canadá,146.18520345,América,América del Norte,Canadá
2022-02-01,América. América del Norte. Canadá,143.51720709,América,América del Norte,Canadá
2022-03-01,América. América del Norte. Canadá,136.42268929,América,América del Norte,Canadá
2022-04-01,América. América del Norte. Canadá,126.12357151,América,América del Norte,Canadá
2022-05-01,América. América del Norte. Canadá,51.487347228,América,América del Norte,Canadá
2022-06-01,América. América del Norte. Canadá,129.54550587,América,América del Norte,Canadá
2022-07-01,América. América del Norte. Canadá,126.57931177,América,América del Norte,Canadá
2022-08-01,América. América del Norte. Canadá,131.35388358,América,América del Norte,Canadá
2022-09-01,América. América del Norte. Canadá,138.20488805,América,América del Norte,Canadá
2022-10-01,América. América del Norte. Canadá,32.99742981,América,América del Norte,Canadá
2022-11-01,América. América del Norte. Canadá,58.28813794,América,América del Norte,Canadá
2022-12-01,América. América del Norte. Canadá,149.02466516,América,América del Norte,Canadá
2023-01-01,América. América del Norte. Canadá,66.69211218,América,América del Norte,Canadá
2023-02-01,América. América del Norte. Canadá,166.77868619,América,América del Norte,Canadá
2023-03-01,América. América del Norte. Canadá,84.645240145,América,América del Norte,Canadá
2023-04-01,América. América del Norte. Canadá,133.90566641,América,América del Norte,Canadá
2023-05-01,América. América del Norte. Canadá,207.77842658,América,América del Norte,Canadá
2023-06-01,América. América del Norte. Canadá,149.196106,América,América del Norte,Canadá
2023-07-01,América. América del Norte. Canadá,88.4703955,América,América del Norte,Canadá
2023-08-01,América. América del Norte. Canadá,155.25870003,América,América del Norte,Canadá
2023-09-01,América. América del Norte. Canadá,93.96811147,América,América del Norte,Canadá
2023-10-01,América. América del Norte. Canadá,79.695549095,América,América del Norte,Canadá
2023-11-01,América. América del Norte. Canadá,57.300034348,América,América del Norte,Canadá
2023-12-01,América. América del Norte. Canadá,36.38545812,América,América del Norte,Canadá
2024-01-01,América. América del Norte. Canadá,135.94081771,América,América del Norte,Canadá
2024-02-01,América. América del Norte. Canadá,76.53523122,América,América del Norte,Canadá
2024-03-01,América. América del Norte. Canadá,106.93989133,América,América del Norte,Canadá
2024-04-01,América. América del Norte. Canadá,202.36694296,América,América del Norte,Canadá
2024-05-01,América. América del Norte. Canadá,58.968216241,América,América del Norte,Canadá
2024-06-01,América. América del Norte. Canadá,76.40090568,América,América del Norte,Canadá
2024-07-01,América. América del Norte. Canadá,74.44514258,América,América del Norte,Canadá
2024-08-01,América. América del Norte. Canadá,47.806626138,América,América del Norte,Canadá
2024-09-01,América. América del Norte. Canadá,166.6040185,América,América del Norte,Canadá
2024-10-01,América. América del Norte. Canadá,189.02818061,América,América del Norte,Canadá
2024-11-01,América. América del Norte. Canadá,52.681866379,América,América del Norte,Canadá
2024-12-01,América. América del Norte. Canadá,56.20324727,América,América del Norte,Canadá
2025-01-01,América. América del Norte. Canadá,167.40601378,América,América del Norte,Canadá
2025-02-01,América. América del Norte. Canadá,74.72966678,América,América del Norte,Canadá
2025-03-01,América. América del Norte. Canadá,76.077884773,América,América del Norte,Canadá
2025-04-01,América. América del Norte. Canadá,84.47839291,América,América del Norte,Canadá
2025-05-01,América. América del Norte. Canadá,108.64973324,América,América del Norte,Canadá
2025-06-01,América. América del Norte. Canadá,59.26189164,América,América del Norte,Canadá
2025-07-01,América. América del Norte. Canadá,74.521574645,América,América del Norte,Canadá
2025-08-01,América. América del Norte. Canadá,72.57023809,América,América del Norte,Canadá
2025-09-01,América. América del Norte. Canadá,225.88676965,América,América del Norte,Canadá
2025-10-01,América. América del Norte. Canadá,103.72507455,América,América del Norte,Canadá
2025-11-01,América. América del Norte. Canadá,83.422907422,América,América del Norte,Canadá
2025-12-01,América. América del Norte. Canadá,86.80035716,América,América del Norte,Canadá
2026-01-01,América. América del Norte. Canadá,101.97702683,América,América del Norte,Canadá
2026-02-01,América. América del Norte. Canadá,78.463637267,América,América del Norte,Canadá
2026-03-01,América. América del Norte. Canadá,278.71081837,América,América del Norte,Canadá
2026-04-01,América. América del Norte. Canadá,94.758195945,América,América del Norte,Canadá
2026-05-01,América. América del Norte. Canadá,237.35925917,América,América del Norte,Canadá
2026-06-01,América. América del Norte. Canadá,240.75618794,América,América del Norte,Canadá
2003-01-01,América. América del Sur. Brasil,50.887365297,América,América del Sur,Brasil
