periodo,origen,importaciones_musd,continente,subregion,pais
2003-01-01,América. América del Norte. Estados Unidos,252.360776707508,América,América del Norte,Estados Unidos
2003-02-01,América. América del Norte. Estados Unidos,191.000260343012,América,América del Norte,Estados Unidos
2003-03-01,América. América del Norte. Estados Unidos,207.861548778543,América,América del Norte,Estados Unidos
2003-04-01,América. América del Norte. Estados Unidos,233.425083971367,América,América del Norte,Estados Unidos
2003-05-01,América. América del Norte. Estados Unidos,265.602056396773,América,América del Norte,Estados Unidos
2003-06-01,América. América del Norte. Estados Unidos,214.067299636436,América,América del Norte,Estados Unidos
2003-07-01,América. América del Norte. Estados Unidos,235.763164243506,América,América del Norte,Estados Unidos
2003-08-01,América. América del Norte. Estados Unidos,259.122800310757,América,América del Norte,Estados Unidos
2003-09-01,América. América del Norte. Estados Unidos,240.015816797557,América,América del Norte,Estados Unidos
2003-10-01,América. América del Norte. Estados Unidos,252.547512571785,América,América del Norte,Estados Unidos
2003-11-01,América. América del Norte. Estados Unidos,227.81725875681,América,América del Norte,Estados Unidos
2003-12-01,América. América del Norte. Estados Unidos,184.91988467669,América,América del Norte,Estados Unidos
2004-01-01,América. América del Norte. Estados Unidos,241.488675132682,América,América del Norte,Estados Unidos
2004-02-01,América. América del Norte. Estados Unidos,225.04027909558,América,América del Norte,Estados Unidos
2004-03-01,América. América del Norte. Estados Unidos,276.079805027872,América,América del Norte,Estados Unidos
2004-04-01,América. América del Norte. Estados Unidos,266.685047978712,América,América del Norte,Estados Unidos
2004-05-01,América. América del Norte. Estados Unidos,297.592908253082,América,América del Norte,Estados Unidos
2004-06-01,América. América del Norte. Estados Unidos,284.07857500521,América,América del Norte,Estados Unidos
2004-07-01,América. América del Norte. Estados Unidos,344.753912962602,América,América del Norte,Estados Unidos
2004-08-01,América. América del Norte. Estados Unidos,298.793296809079,América,América del Norte,Estados Unidos
2004-09-01,América. América del Norte. Estados Unidos,307.949046647496,América,América del Norte,Estados Unidos
2004-10-01,América. América del Norte. Estados Unidos,339.991885778025,América,América del Norte,Estados Unidos
2004-11-01,América. América del Norte. Estados Unidos,329.435651413488,América,América del Norte,Estados Unidos
2004-12-01,América. América del Norte. Estados Unidos,316.427667654234,América,América del Norte,Estados Unidos
2005-01-01,América. América del Norte. Estados Unidos,332.503101333839,América,América del Norte,Estados Unidos
2005-02-01,América. América del Norte. Estados Unidos,332.280730542563,América,América del Norte,Estados Unidos
2005-03-01,América. América del Norte. Estados Unidos,462.288156407122,América,América del Norte,Estados Unidos
2005-04-01,América. América del Norte. Estados Unidos,491.359200327776,América,América del Norte,Estados Unidos
2005-05-01,América. América del Norte. Estados Unidos,520.196390377918,América,América del Norte,Estados Unidos
2005-06-01,América. América del Norte. Estados Unidos,415.735233260466,América,América del Norte,Estados Unidos
2005-07-01,América. América del Norte. Estados Unidos,517.247571557022,América,América del Norte,Estados Unidos
2005-08-01,América. América del Norte. Estados Unidos,439.935803527912,América,América del Norte,Estados Unidos
2005-09-01,América. América del Norte. Estados Unidos,370.856234495061,América,América del Norte,Estados Unidos
2005-10-01,América. América del Norte. Estados Unidos,382.452940469235,América,América del Norte,Estados Unidos
2005-11-01,América. América del Norte. Estados Unidos,443.288615774031,América,América del Norte,Estados Unidos
2005-12-01,América. América del Norte. Estados Unidos,372.085216367763,América,América del Norte,Estados Unidos
2006-01-01,América. América del Norte. Estados Unidos,409.777785271105,América,América del Norte,Estados Unidos
2006-02-01,América. América del Norte. Estados Unidos,350.493364523819,América,América del Norte,Estados Unidos
2006-03-01,América. América del Norte. Estados Unidos,571.332342522862,América,América del Norte,Estados Unidos
2006-04-01,América. América del Norte. Estados Unidos,391.633379030265,América,América del Norte,Estados Unidos
2006-05-01,América. América del Norte. Estados Unidos,561.576609121859,América,América del Norte,Estados Unidos
2006-06-01,América. América del Norte. Estados Unidos,685.81566707063,América,América del Norte,Estados Unidos
2006-07-01,América. América del Norte. Estados Unidos,580.615823061451,América,América del Norte,Estados Unidos
2006-08-01,América. América del Norte. Estados Unidos,530.770057883451,América,América del Norte,Estados Unidos
2006-09-01,América. América del Norte. Estados Unidos,426.100949560628,América,América del Norte,Estados Unidos
2006-10-01,América. América del Norte. Estados Unidos,550.311742625695,América,América del Norte,Estados Unidos
2006-11-01,América. América del Norte. Estados Unidos,534.706473148597,América,América del Norte,Estados Unidos
2006-12-01,América. América del Norte. Estados Unidos,524.586296355509,América,América del Norte,Estados Unidos
2007-01-01,América. América del Norte. Estados Unidos,418.719226710403,América,América del Norte,Estados Unidos
2007-02-01,América. América del Norte. Estados Unidos,495.197631317251,América,América del Norte,Estados Unidos
2007-03-01,América. América del Norte. Estados Unidos,638.611287313696,América,América del Norte,Estados Unidos
2007-04-01,América. América del Norte. Estados Unidos,532.566326304594,América,América del Norte,Estados Unidos
2007-05-01,América. América del Norte. Estados Unidos,676.97825973335,América,América del Norte,Estados Unidos
2007-06-01,América. América del Norte. Estados Unidos,597.527634116336,América,América del Norte,Estados Unidos
2007-07-01,América. América del Norte. Estados Unidos,774.938531170433,América,América del Norte,Estados Unidos
2007-08-01,América. América del Norte. Estados Unidos,857.628700022093,América,América del Norte,Estados Unidos
2007-09-01,América. América del Norte. Estados Unidos,529.145087846445,América,América del Norte,Estados Unidos
2007-10-01,América. América del Norte. Estados Unidos,709.175265174322,América,América del Norte,Estados Unidos
2007-11-01,América. América del Norte. Estados Unidos,873.881122786497,América,América del Norte,Estados Unidos
2007-12-01,América. América del Norte. Estados Unidos,699.271767331281,América,América del Norte,Estados Unidos
2008-01-01,América. América del Norte. Estados Unidos,810.29004203716,América,América del Norte,Estados Unidos
2008-02-01,América. América del Norte. Estados Unidos,754.34571230744,América,América del Norte,Estados Unidos
2008-03-01,América. América del Norte. Estados Unidos,993.182000554563,América,América del Norte,Estados Unidos
2008-04-01,América. América del Norte. Estados Unidos,1092.29960254629,América,América del Norte,Estados Unidos
2008-05-01,América. América del Norte. Estados Unidos,1183.98096065197,América,América del Norte,Estados Unidos
2008-06-01,América. América del Norte. Estados Unidos,1401.28490312027,América,América del Norte,Estados Unidos
2008-07-01,América. América del Norte. Estados Unidos,1239.63738077379,América,América del Norte,Estados Unidos
2008-08-01,América. América del Norte. Estados Unidos,963.692961914795,América,América del Norte,Estados Unidos
2008-09-01,América. América del Norte. Estados Unidos,942.210152837921,América,América del Norte,Estados Unidos
2008-10-01,América. América del Norte. Estados Unidos,967.992154891109,América,América del Norte,Estados Unidos
2008-11-01,América. América del Norte. Estados Unidos,825.606576990444,América,América del Norte,Estados Unidos
2008-12-01,América. América del Norte. Estados Unidos,644.75978707228,América,América del Norte,Estados Unidos
2009-01-01,América. América del Norte. Estados Unidos,613.72499142908,América,América del Norte,Estados Unidos
2009-02-01,América. América del Norte. Estados Unidos,610.192973591047,América,América del Norte,Estados Unidos
2009-03-01,América. América del Norte. Estados Unidos,539.32483048225,América,América del Norte,Estados Unidos
2009-04-01,América. América del Norte. Estados Unidos,614.997593960744,América,América del Norte,Estados Unidos
2009-05-01,América. América del Norte. Estados Unidos,606.483977558759,América,América del Norte,Estados Unidos
2009-06-01,América. América del Norte. Estados Unidos,595.04572874428,América,América del Norte,Estados Unidos
2009-07-01,América. América del Norte. Estados Unidos,735.614917299727,América,América del Norte,Estados Unidos
2009-08-01,América. América del Norte. Estados Unidos,576.57755575534,América,América del Norte,Estados Unidos
2009-09-01,América. América del Norte. Estados Unidos,595.983201278138,América,América del Norte,Estados Unidos
2009-10-01,América. América del Norte. Estados Unidos,690.45555803081,América,América del Norte,Estados Unidos
2009-11-01,América. América del Norte. Estados Unidos,804.333669749457,América,América del Norte,Estados Unidos
2009-12-01,América. América del Norte. Estados Unidos,894.668239148451,América,América del Norte,Estados Unidos
2010-01-01,América. América del Norte. Estados Unidos,683.277705815791,América,América del Norte,Estados Unidos
2010-02-01,América. América del Norte. Estados Unidos,680.780950578802,América,América del Norte,Estados Unidos
2010-03-01,América. América del Norte. Estados Unidos,860.046206248929,América,América del Norte,Estados Unidos
2010-04-01,América. América del Norte. Estados Unidos,912.806511303947,América,América del Norte,Estados Unidos
2010-05-01,América. América del Norte. Estados Unidos,806.889143341812,América,América del Norte,Estados Unidos
2010-06-01,América. América del Norte. Estados Unidos,775.723210514426,América,América del Norte,Estados Unidos
2010-07-01,América. América del Norte. Estados Unidos,1047.51675836998,América,América del Norte,Estados Unidos
2010-08-01,América. América del Norte. Estados Unidos,857.470631391966,América,América del Norte,Estados Unidos
2010-09-01,América. América del Norte. Estados Unidos,752.104694137244,América,América del Norte,Estados Unidos
2010-10-01,América. América del Norte. Estados Unidos,923.33598590481,América,América del Norte,Estados Unidos
2010-11-01,América. América del Norte. Estados Unidos,800.176069891922,América,América del Norte,Estados Unidos
2010-12-01,América. América del Norte. Estados Unidos,800.666027113429,América,América del Norte,Estados Unidos
2011-01-01,América. América del Norte. Estados Unidos,784.218885760618,América,América del Norte,Estados Unidos
2011-02-01,América. América del Norte. Estados Unidos,960.600910784067,América,América del Norte,Estados Unidos
2011-03-01,América. América del Norte. Estados Unidos,1208.79856105233,América,América del Norte,Estados Unidos
2011-04-01,América. América del Norte. Estados Unidos,1330.3237908514,América,América del Norte,Estados Unidos
2011-05-01,América. América del Norte. Estados Unidos,1424.54227417329,América,América del Norte,Estados Unidos
2011-06-01,América. América del Norte. Estados Unidos,1284.95819171682,América,América del Norte,Estados Unidos
2011-07-01,América. América del Norte. Estados Unidos,1402.22138124885,América,América del Norte,Estados Unidos
2011-08-01,América. América del Norte. Estados Unidos,1192.65524870433,América,América del Norte,Estados Unidos
2011-09-01,América. América del Norte. Estados Unidos,1361.45489011132,América,América del Norte,Estados Unidos
2011-10-01,América. América del Norte. Estados Unidos,1239.40478430488,América,América del Norte,Estados Unidos
2011-11-01,América. América del Norte. Estados Unidos,1458.48404519113,América,América del Norte,Estados Unidos
2011-12-01,América. América del Norte. Estados Unidos,1295.74072353768,América,América del Norte,Estados Unidos
2012-01-01,América. América del Norte. Estados Unidos,1222.59266917665,América,América del Norte,Estados Unidos
2012-02-01,América. América del Norte. Estados Unidos,1341.69443421624,América,América del Norte,Estados Unidos
2012-03-01,América. América del Norte. Estados Unidos,1512.05930838949,América,América del Norte,Estados Unidos
2012-04-01,América. América del Norte. Estados Unidos,1420.09612603294,América,América del Norte,Estados Unidos
2012-05-01,América. América del Norte. Estados Unidos,1572.09711928058,América,América del Norte,Estados Unidos
2012-06-01,América. América del Norte. Estados Unidos,1433.01539042906,América,América del Norte,Estados Unidos
2012-07-01,América. América del Norte. Estados Unidos,1493.82421844063,América,América del Norte,Estados Unidos
2012-08-01,América. América del Norte. Estados Unidos,1838.12864878575,América,América del Norte,Estados Unidos
2012-09-01,América. América del Norte. Estados Unidos,1555.51105279711,América,América del Norte,Estados Unidos
2012-10-01,América. América del Norte. Estados Unidos,1911.53147596555,América,América del Norte,Estados Unidos
2012-11-01,América. América del Norte. Estados Unidos,1506.70692289173,América,América del Norte,Estados Unidos
2012-12-01,América. América del Norte. Estados Unidos,1649.81014735742,América,América del Norte,Estados Unidos
2013-01-01,América. América del Norte. Estados Unidos,1449.78339513808,América,América del Norte,Estados Unidos
2013-02-01,América. América del Norte. Estados Unidos,1064.30243313138,América,América del Norte,Estados Unidos
2013-03-01,América. América del Norte. Estados Unidos,1367.87378446588,América,América del Norte,Estados Unidos
2013-04-01,América. América del Norte. Estados Unidos,1521.18122995985,América,América del Norte,Estados Unidos
2013-05-01,América. América del Norte. Estados Unidos,1298.97291103442,América,América del Norte,Estados Unidos
2013-06-01,América. América del Norte. Estados Unidos,1331.75216726975,América,América del Norte,Estados Unidos
2013-07-01,América. América del Norte. Estados Unidos,1467.24541815256,América,América del Norte,Estados Unidos
2013-08-01,América. América del Norte. Estados Unidos,1496.97363169497,América,América del Norte,Estados Unidos
2013-09-01,América. América del Norte. Estados Unidos,1320.73822196217,América,América del Norte,Estados Unidos
2013-10-01,América. América del Norte. Estados Unidos,1375.02604347209,América,América del Norte,Estados Unidos
2013-11-01,América. América del Norte. Estados Unidos,1193.9855560485,América,América del Norte,Estados Unidos
2013-12-01,América. América del Norte. Estados Unidos,1136.54647607202,América,América del Norte,Estados Unidos
2014-01-01,América. América del Norte. Estados Unidos,1224.17147723501,América,América del Norte,Estados Unidos
2014-02-01,América. América del Norte. Estados Unidos,1159.98085354727,América,América del Norte,Estados Unidos
2014-03-01,América. América del Norte. Estados Unidos,1264.42604408181,América,América del Norte,Estados Unidos
2014-04-01,América. América del Norte. Estados Unidos,1286.19079189413,América,América del Norte,Estados Unidos
2014-05-01,América. América del Norte. Estados Unidos,1177.76703458765,América,América del Norte,Estados Unidos
2014-06-01,América. América del Norte. Estados Unidos,1111.29553690148,América,América del Norte,Estados Unidos
2014-07-01,América. América del Norte. Estados Unidos,1226.36425756304,América,América del Norte,Estados Unidos
2014-08-01,América. América del Norte. Estados Unidos,1305.06909953702,América,América del Norte,Estados Unidos
2014-09-01,América. América del Norte. Estados Unidos,1167.85565102374,América,América del Norte,Estados Unidos
2014-10-01,América. América del Norte. Estados Unidos,1265.16374161998,América,América del Norte,Estados Unidos
2014-11-01,América. América del Norte. Estados Unidos,1044.13883192852,América,América del Norte,Estados Unidos
2014-12-01,América. América del Norte. Estados Unidos,1130.53578931427,América,América del Norte,Estados Unidos
2015-01-01,América. América del Norte. Estados Unidos,996.524034295678,América,América del Norte,Estados Unidos
2015-02-01,América. América del Norte. Estados Unidos,905.938213301855,América,América del Norte,Estados Unidos
2015-03-01,América. América del Norte. Estados Unidos,1120.85964068362,América,América del Norte,Estados Unidos
2015-04-01,América. América del Norte. Estados Unidos,1003.36941530426,América,América del Norte,Estados Unidos
2015-05-01,América. América del Norte. Estados Unidos,933.47913352892,América,América del Norte,Estados Unidos
2015-06-01,América. América del Norte. Estados Unidos,999.591263651225,América,América del Norte,Estados Unidos
2015-07-01,América. América del Norte. Estados Unidos,1061.80940545703,América,América del Norte,Estados Unidos
2015-08-01,América. América del Norte. Estados Unidos,1025.60737908366,América,América del Norte,Estados Unidos
2015-09-01,América. América del Norte. Estados Unidos,914.766049056823,América,América del Norte,Estados Unidos
2015-10-01,América. América del Norte. Estados Unidos,991.644852863115,América,América del Norte,Estados Unidos
2015-11-01,América. América del Norte. Estados Unidos,840.386493954008,América,América del Norte,Estados Unidos
2015-12-01,América. América del Norte. Estados Unidos,1055.16759481724,América,América del Norte,Estados Unidos
2016-01-01,América. América del Norte. Estados Unidos,860.994410932742,América,América del Norte,Estados Unidos
2016-02-01,América. América del Norte. Estados Unidos,734.950608609764,América,América del Norte,Estados Unidos
2016-03-01,América. América del Norte. Estados Unidos,882.642676196579,América,América del Norte,Estados Unidos
2016-04-01,América. América del Norte. Estados Unidos,769.549724999073,América,América del Norte,Estados Unidos
2016-05-01,América. América del Norte. Estados Unidos,803.831318346721,América,América del Norte,Estados Unidos
2016-06-01,América. América del Norte. Estados Unidos,946.463657206297,América,América del Norte,Estados Unidos
2016-07-01,América. América del Norte. Estados Unidos,857.87036604224,América,América del Norte,Estados Unidos
2016-08-01,América. América del Norte. Estados Unidos,956.85961917406,América,América del Norte,Estados Unidos
2016-09-01,América. América del Norte. Estados Unidos,967.36415709543,América,América del Norte,Estados Unidos
2016-10-01,América. América del Norte. Estados Unidos,870.059685381866,América,América del Norte,Estados Unidos
2016-11-01,América. América del Norte. Estados Unidos,828.175924838128,América,América del Norte,Estados Unidos
2016-12-01,América. América del Norte. Estados Unidos,867.475906917504,América,América del Norte,Estados Unidos
2017-01-01,América. América del Norte. Estados Unidos,983.575416715112,América,América del Norte,Estados Unidos
2017-02-01,América. América del Norte. Estados Unidos,806.566405444276,América,América del Norte,Estados Unidos
2017-03-01,América. América del Norte. Estados Unidos,1005.50827251139,América,América del Norte,Estados Unidos
2017-04-01,América. América del Norte. Estados Unidos,847.727827191646,América,América del Norte,Estados Unidos
2017-05-01,América. América del Norte. Estados Unidos,907.946496628137,América,América del Norte,Estados Unidos
2017-06-01,América. América del Norte. Estados Unidos,1016.3712752773,América,América del Norte,Estados Unidos
2017-07-01,América. América del Norte. Estados Unidos,915.216149100455,América,América del Norte,Estados Unidos
2017-08-01,América. América del Norte. Estados Unidos,1109.70738292182,América,América del Norte,Estados Unidos
2017-09-01,América. América del Norte. Estados Unidos,869.803166300579,América,América del Norte,Estados Unidos
2017-10-01,América. América del Norte. Estados Unidos,1033.91621467814,América,América del Norte,Estados Unidos
2017-11-01,América. América del Norte. Estados Unidos,1089.90080394204,América,América del Norte,Estados Unidos
2017-12-01,América. América del Norte. Estados Unidos,1119.5456287742,América,América del Norte,Estados Unidos
2018-01-01,América. América del Norte. Estados Unidos,1050.2143196677,América,América del Norte,Estados Unidos
2018-02-01,América. América del Norte. Estados Unidos,1027.82481765742,América,América del Norte,Estados Unidos
2018-03-01,América. América del Norte. Estados Unidos,1054.72316167718,América,América del Norte,Estados Unidos
2018-04-01,América. América del Norte. Estados Unidos,1063.75321605172,América,América del Norte,Estados Unidos
2018-05-01,América. América del Norte. Estados Unidos,1301.63426815563,América,América del Norte,Estados Unidos
2018-06-01,América. América del Norte. Estados Unidos,1329.1177305454,América,América del Norte,Estados Unidos
2018-07-01,América. América del Norte. Estados Unidos,1103.677501842,América,América del Norte,Estados Unidos
2018-08-01,América. América del Norte. Estados Unidos,1171.74219522313,América,América del Norte,Estados Unidos
2018-09-01,América. América del Norte. Estados Unidos,1142.81796265033,América,América del Norte,Estados Unidos
2018-10-01,América. América del Norte. Estados Unidos,1369.0437153781,América,América del Norte,Estados Unidos
2018-11-01,América. América del Norte. Estados Unidos,1230.41168314373,América,América del Norte,Estados Unidos
2018-12-01,América. América del Norte. Estados Unidos,1182.25024450756,América,América del Norte,Estados Unidos
2019-01-01,América. América del Norte. Estados Unidos,898.30453177012,América,América del Norte,Estados Unidos
2019-02-01,América. América del Norte. Estados Unidos,945.821127041256,América,América del Norte,Estados Unidos
2019-03-01,América. América del Norte. Estados Unidos,1183.97477732834,América,América del Norte,Estados Unidos
2019-04-01,América. América del Norte. Estados Unidos,1100.58321571909,América,América del Norte,Estados Unidos
2019-05-01,América. América del Norte. Estados Unidos,1279.41718313553,América,América del Norte,Estados Unidos
2019-06-01,América. América del Norte. Estados Unidos,1085.94577509122,América,América del Norte,Estados Unidos
2019-07-01,América. América del Norte. Estados Unidos,1194.59162010154,América,América del Norte,Estados Unidos
2019-08-01,América. América del Norte. Estados Unidos,1248.09281845601,América,América del Norte,Estados Unidos
2019-09-01,América. América del Norte. Estados Unidos,1115.01533509882,América,América del Norte,Estados Unidos
2019-10-01,América. América del Norte. Estados Unidos,1190.29980570565,América,América del Norte,Estados Unidos
2019-11-01,América. América del Norte. Estados Unidos,1231.84954450535,América,América del Norte,Estados Unidos
2019-12-01,América. América del Norte. Estados Unidos,1219.95782780524,América,América del Norte,Estados Unidos
2020-01-01,América. América del Norte. Estados Unidos,1147.18702044572,América,América del Norte,Estados Unidos
2020-02-01,América. América del Norte. Estados Unidos,874.799075733933,América,América del Norte,Estados Unidos
2020-03-01,América. América del Norte. Estados Unidos,1158.24709392515,América,América del Norte,Estados Unidos
2020-04-01,América. América del Norte. Estados Unidos,787.863657494341,América,América del Norte,Estados Unidos
2020-05-01,América. América del Norte. Estados Unidos,710.577336053054,América,América del Norte,Estados Unidos
2020-06-01,América. América del Norte. Estados Unidos,760.268042707506,América,América del Norte,Estados Unidos
2020-07-01,América. América del Norte. Estados Unidos,918.57170914317,América,América del Norte,Estados Unidos
2020-08-01,América. América del Norte. Estados Unidos,784.486039729908,América,América del Norte,Estados Unidos
2020-09-01,América. América del Norte. Estados Unidos,791.373398128941,América,América del Norte,Estados Unidos
2020-10-01,América. América del Norte. Estados Unidos,886.335197824533,América,América del Norte,Estados Unidos
2020-11-01,América. América del Norte. Estados Unidos,776.44700595088,América,América del Norte,Estados Unidos
2020-12-01,América. América del Norte. Estados Unidos,938.129996365333,América,América del Norte,Estados Unidos
2021-01-01,América. América del Norte. Estados Unidos,970.722298184805,América,América del Norte,Estados Unidos
2021-02-01,América. América del Norte. Estados Unidos,1184.45665487692,América,América del Norte,Estados Unidos
2021-03-01,América. América del Norte. Estados Unidos,1383.86821054319,América,América del Norte,Estados Unidos
2021-04-01,América. América del Norte. Estados Unidos,1222.08673002309,América,América del Norte,Estados Unidos
2021-05-01,América. América del Norte. Estados Unidos,1212.61519432565,América,América del Norte,Estados Unidos
2021-06-01,América. América del Norte. Estados Unidos,1342.77242881112,América,América del Norte,Estados Unidos
2021-07-01,América. América del Norte. Estados Unidos,1498.22015441351,América,América del Norte,Estados Unidos
2021-08-01,América. América del Norte. Estados Unidos,1544.36274176343,América,América del Norte,Estados Unidos
2021-09-01,América. América del Norte. Estados Unidos,1385.71948064876,América,América del Norte,Estados Unidos
2021-10-01,América. América del Norte. Estados Unidos,1486.35088533569,América,América del Norte,Estados Unidos
2021-11-01,América. América del Norte. Estados Unidos,1431.63905705663,América,América del Norte,Estados Unidos
2021-12-01,América. América del Norte. Estados Unidos,1543.80788601499,América,América del Norte,Estados Unidos
2022-01-01,América. América del Norte. Estados Unidos,1303.7420258,América,América del Norte,Estados Unidos
2022-02-01,América. América del Norte. Estados Unidos,1417.1582772,América,América del Norte,Estados Unidos
2022-03-01,América. América del Norte. Estados Unidos,1654.6082016,América,América del Norte,Estados Unidos
2022-04-01,América. América del Norte. Estados Unidos,1741.4752808,América,América del Norte,Estados Unidos
2022-05-01,América. América del Norte. Estados Unidos,2319.7452903,América,América del Norte,Estados Unidos
2022-06-01,América. América del Norte. Estados Unidos,2283.6833334,América,América del Norte,Estados Unidos
2022-07-01,América. América del Norte. Estados Unidos,1938.8790888,América,América del Norte,Estados Unidos
2022-08-01,América. América del Norte. Estados Unidos,2453.1583422,América,América del Norte,Estados Unidos
2022-09-01,América. América del Norte. Estados Unidos,1708.1109308,América,América del Norte,Estados Unidos
2022-10-01,América. América del Norte. Estados Unidos,1770.2074786,América,América del Norte,Estados Unidos
2022-11-01,América. América del Norte. Estados Unidos,1884.5096601,América,América del Norte,Estados Unidos
2022-12-01,América. América del Norte. Estados Unidos,1377.3749168,América,América del Norte,Estados Unidos
2023-01-01,América. América del Norte. Estados Unidos,1100.0969501,América,América del Norte,Estados Unidos
2023-02-01,América. América del Norte. Estados Unidos,1523.4621162,América,América del Norte,Estados Unidos
2023-03-01,América. América del Norte. Estados Unidos,1519.0213417,América,América del Norte,Estados Unidos
2023-04-01,América. América del Norte. Estados Unidos,1611.5849245,América,América del Norte,Estados Unidos
2023-05-01,América. América del Norte. Estados Unidos,1474.136844,América,América del Norte,Estados Unidos
2023-06-01,América. América del Norte. Estados Unidos,1405.9119843,América,América del Norte,Estados Unidos
2023-07-01,América. América del Norte. Estados Unidos,1443.8513236,América,América del Norte,Estados Unidos
2023-08-01,América. América del Norte. Estados Unidos,1574.2231976,América,América del Norte,Estados Unidos
2023-09-01,América. América del Norte. Estados Unidos,1459.2278785,América,América del Norte,Estados Unidos
2023-10-01,América. América del Norte. Estados Unidos,1452.1926648,América,América del Norte,Estados Unidos
2023-11-01,América. América del Norte. Estados Unidos,1263.4660119,América,América del Norte,Estados Unidos
2023-12-01,América. América del Norte. Estados Unidos,1189.1050321,América,América del Norte,Estados Unidos
2024-01-01,América. América del Norte. Estados Unidos,1344.7792874,América,América del Norte,Estados Unidos
2024-02-01,América. América del Norte. Estados Unidos,1342.7904601,América,América del Norte,Estados Unidos
2024-03-01,América. América del Norte. Estados Unidos,1273.0365586,América,América del Norte,Estados Unidos
2024-04-01,América. América del Norte. Estados Unidos,1717.125576,América,América del Norte,Estados Unidos
2024-05-01,América. América del Norte. Estados Unidos,1305.1680379,América,América del Norte,Estados Unidos
2024-06-01,América. América del Norte. Estados Unidos,1125.4628857,América,América del Norte,Estados Unidos
2024-07-01,América. América del Norte. Estados Unidos,1639.9296815,América,América del Norte,Estados Unidos
2024-08-01,América. América del Norte. Estados Unidos,1399.5968789,América,América del Norte,Estados Unidos
2024-09-01,América. América del Norte. Estados Unidos,1103.4024647,América,América del Norte,Estados Unidos
2024-10-01,América. América del Norte. Estados Unidos,1314.6469644,América,América del Norte,Estados Unidos
2024-11-01,América. América del Norte. Estados Unidos,1163.1872621,América,América del Norte,Estados Unidos
2024-12-01,América. América del Norte. Estados Unidos,1329.1609644,América,América del Norte,Estados Unidos
2025-01-01,América. América del Norte. Estados Unidos,1644.1908651,América,América del Norte,Estados Unidos
2025-02-01,América. América del Norte. Estados Unidos,1090.0970565,América,América del Norte,Estados Unidos
2025-03-01,América. América del Norte. Estados Unidos,1414.233317,América,América del Norte,Estados Unidos
2025-04-01,América. América del Norte. Estados Unidos,1700.6812513,América,América del Norte,Estados Unidos
2025-05-01,América. América del Norte. Estados Unidos,1340.6993622,América,América del Norte,Estados Unidos
2025-06-01,América. América del Norte. Estados Unidos,1358.5855542,América,América del Norte,Estados Unidos
2025-07-01,América. América del Norte. Estados Unidos,1701.0321494,América,América del Norte,Estados Unidos
2025-08-01,América. América del Norte. Estados Unidos,1205.1814935,América,América del Norte,Estados Unidos
2025-09-01,América. América del Norte. Estados Unidos,1263.4450027,América,América del Norte,Estados Unidos
2025-10-01,América. América del Norte. Estados Unidos,1344.428783,América,América del Norte,Estados Unidos
2025-11-01,América. América del Norte. Estados Unidos,1219.86691,América,América del Norte,Estados Unidos
2025-12-01,América. América del Norte. Estados Unidos,1308.3940893,América,América del Norte,Estados Unidos
2026-01-01,América. América del Norte. Estados Unidos,1269.6674718,América,América del Norte,Estados Unidos
2026-02-01,América. América del Norte. Estados Unidos,1134.8300849,América,América del Norte,Estados Unidos
2026-03-01,América. América del Norte. Estados Unidos,1543.6624735,América,América del Norte,Estados Unidos
2026-04-01,América. América del Norte. Estados Unidos,1794.4340596,América,América del Norte,Estados Unidos
2026-05-01,América. América del Norte. Estados Unidos,1547.4556366,América,América del Norte,Estados Unidos
2026-06-01,América. América del Norte. Estados Unidos,1539.107541,América,América del Norte,Estados Unidos
2003-01-01,América. América del Norte. México,36.9845826153168,América,América del Norte,México
2003-02-01,América. América del Norte. México,38.2732880342959,América,América del Norte,México
2003-03-01,América. América del Norte. México,35.7339241243118,América,América del Norte,México
2003-04-01,América. América del Norte. México,42.4368145997704,América,América del Norte,México
2003-05-01,América. América del Norte. México,41.0239311311015,América,América del Norte,México
2003-06-01,América. América del Norte. México,47.983112160812,América,América del Norte,México
2003-07-01,América. América del Norte. México,51.1700403374341,América,América del Norte,México
2003-08-01,América. América del Norte. México,40.1113877451796,América,América del Norte,México
2003-09-01,América. América del Norte. México,43.4409421360282,América,América del Norte,México
2003-10-01,América. América del Norte. México,58.0738655451586,América,América del Norte,México
2003-11-01,América. América del Norte. México,43.9701233869173,América,América del Norte,México
2003-12-01,América. América del Norte. México,51.5741906968558,América,América del Norte,México
2004-01-01,América. América del Norte. México,42.5441158555728,América,América del Norte,México
2004-02-01,América. América del Norte. México,45.369863061615,América,América del Norte,México
2004-03-01,América. América del Norte. México,52.6452884343703,América,América del Norte,México
2004-04-01,América. América del Norte. México,80.2934350944109,América,América del Norte,México
2004-05-01,América. América del Norte. México,56.2395930976309,América,América del Norte,México
2004-06-01,América. América del Norte. México,58.1333082369463,América,América del Norte,México
2004-07-01,América. América del Norte. México,49.0195329345777,América,América del Norte,México
2004-08-01,América. América del Norte. México,54.2935133197903,América,América del Norte,México
2004-09-01,América. América del Norte. México,53.6287541479807,América,América del Norte,México
2004-10-01,América. América del Norte. México,49.2112739720037,América,América del Norte,México
2004-11-01,América. América del Norte. México,62.3450813423865,América,América del Norte,México
2004-12-01,América. América del Norte. México,53.9178630014931,América,América del Norte,México
2005-01-01,América. América del Norte. México,39.817417984571,América,América del Norte,México
2005-02-01,América. América del Norte. México,53.5126321696509,América,América del Norte,México
