periodo,origen,importaciones_musd,continente,subregion,pais
2007-03-01,Asia. China,494.08186430346,Asia,,China
2007-04-01,Asia. China,312.812372373409,Asia,,China
2007-05-01,Asia. China,396.286730104399,Asia,,China
2007-06-01,Asia. China,466.136674034831,Asia,,China
2007-07-01,Asia. China,535.358088766775,Asia,,China
2007-08-01,Asia. China,620.49178857404,Asia,,China
2007-09-01,Asia. China,529.045935784906,Asia,,China
2007-10-01,Asia. China,692.059336571701,Asia,,China
2007-11-01,Asia. China,572.367376812093,Asia,,China
2007-12-01,Asia. China,501.409745094849,Asia,,China
2008-01-01,Asia. China,563.499071822226,Asia,,China
2008-02-01,Asia. China,608.880163217305,Asia,,China
2008-03-01,Asia. China,559.517484034113,Asia,,China
2008-04-01,Asia. China,547.74201090242,Asia,,China
2008-05-01,Asia. China,595.511393144291,Asia,,China
2008-06-01,Asia. China,630.571003966966,Asia,,China
2008-07-01,Asia. China,806.718430489132,Asia,,China
2008-08-01,Asia. China,773.965209940696,Asia,,China
2008-09-01,Asia. China,837.908864875602,Asia,,China
2008-10-01,Asia. China,912.370622681847,Asia,,China
2008-11-01,Asia. China,718.098990710808,Asia,,China
2008-12-01,Asia. China,596.399881825691,Asia,,China
2009-01-01,Asia. China,540.706821823131,Asia,,China
2009-02-01,Asia. China,465.065689433382,Asia,,China
2009-03-01,Asia. China,356.937939358351,Asia,,China
2009-04-01,Asia. China,398.27731209041,Asia,,China
2009-05-01,Asia. China,394.814231164539,Asia,,China
2009-06-01,Asia. China,471.915728765888,Asia,,China
2009-07-01,Asia. China,505.451055003734,Asia,,China
2009-08-01,Asia. China,457.330773613855,Asia,,China
2009-09-01,Asia. China,561.336370265507,Asia,,China
2009-10-01,Asia. China,663.434620367987,Asia,,China
2009-11-01,Asia. China,625.9633156922,Asia,,China
2009-12-01,Asia. China,660.257373228095,Asia,,China
2010-01-01,Asia. China,632.865191372047,Asia,,China
2010-02-01,Asia. China,596.115561595092,Asia,,China
2010-03-01,Asia. China,712.674093203519,Asia,,China
2010-04-01,Asia. China,553.731494829541,Asia,,China
2010-05-01,Asia. China,667.639534184436,Asia,,China
2010-06-01,Asia. China,822.158481760683,Asia,,China
2010-07-01,Asia. China,1042.67065654251,Asia,,China
2010-08-01,Asia. China,1033.32413928148,Asia,,China
2010-09-01,Asia. China,1029.68755292777,Asia,,China
2010-10-01,Asia. China,1027.70332308942,Asia,,China
2010-11-01,Asia. China,874.751565281205,Asia,,China
2010-12-01,Asia. China,944.837835161614,Asia,,China
2011-01-01,Asia. China,871.974765113879,Asia,,China
2011-02-01,Asia. China,910.069178427557,Asia,,China
2011-03-01,Asia. China,874.869092303068,Asia,,China
2011-04-01,Asia. China,895.815325620371,Asia,,China
2011-05-01,Asia. China,954.866039033049,Asia,,China
2011-06-01,Asia. China,1034.47922960806,Asia,,China
2011-07-01,Asia. China,1178.61555542057,Asia,,China
2011-08-01,Asia. China,1319.62891774181,Asia,,China
2011-09-01,Asia. China,1253.83341534757,Asia,,China
2011-10-01,Asia. China,1162.1200114592,Asia,,China
2011-11-01,Asia. China,1171.76900745559,Asia,,China
2011-12-01,Asia. China,1010.05189019948,Asia,,China
2012-01-01,Asia. China,1114.51339773715,Asia,,China
2012-02-01,Asia. China,1183.81397414018,Asia,,China
2012-03-01,Asia. China,812.023305512236,Asia,,China
2012-04-01,Asia. China,1030.53213995866,Asia,,China
2012-05-01,Asia. China,1236.369894681,Asia,,China
2012-06-01,Asia. China,1234.97435530639,Asia,,China
2012-07-01,Asia. China,1291.85205513289,Asia,,China
2012-08-01,Asia. China,1448.62186788658,Asia,,China
2012-09-01,Asia. China,1206.85600435047,Asia,,China
2012-10-01,Asia. China,1630.95015641571,Asia,,China
2012-11-01,Asia. China,1128.97917679158,Asia,,China
2012-12-01,Asia. China,1116.90909708771,Asia,,China
2013-01-01,Asia. China,1282.24876316635,Asia,,China
2013-02-01,Asia. China,1269.66295182293,Asia,,China
2013-03-01,Asia. China,1129.22654313932,Asia,,China
2013-04-01,Asia. China,1077.99281614131,Asia,,China
2013-05-01,Asia. China,1274.69672526705,Asia,,China
2013-06-01,Asia. China,1213.99389726073,Asia,,China
2013-07-01,Asia. China,1384.32403485575,Asia,,China
2013-08-01,Asia. China,1462.67691577373,Asia,,China
2013-09-01,Asia. China,1319.12335692037,Asia,,China
2013-10-01,Asia. China,1759.85375840776,Asia,,China
2013-11-01,Asia. China,1230.44228255849,Asia,,China
2013-12-01,Asia. China,1379.64611056458,Asia,,China
2014-01-01,Asia. China,1332.95494534568,Asia,,China
2014-02-01,Asia. China,1300.88749161604,Asia,,China
2014-03-01,Asia. China,1019.3721486493,Asia,,China
2014-04-01,Asia. China,1076.49469981646,Asia,,China
2014-05-01,Asia. China,1149.03415432059,Asia,,China
2014-06-01,Asia. China,1165.61912261149,Asia,,China
2014-07-01,Asia. China,1306.71873560567,Asia,,China
2014-08-01,Asia. China,1284.51624688131,Asia,,China
2014-09-01,Asia. China,1369.33333519586,Asia,,China
2014-10-01,Asia. China,1446.06091627102,Asia,,China
2014-11-01,Asia. China,1265.68681570173,Asia,,China
2014-12-01,Asia. China,1237.84598752536,Asia,,China
2015-01-01,Asia. China,1280.08950472557,Asia,,China
2015-02-01,Asia. China,1198.19870153253,Asia,,China
2015-03-01,Asia. China,1289.86379993042,Asia,,China
2015-04-01,Asia. China,968.592397895718,Asia,,China
2015-05-01,Asia. China,951.039910139163,Asia,,China
2015-06-01,Asia. China,1073.59868228949,Asia,,China
2015-07-01,Asia. China,1335.64989668248,Asia,,China
2015-08-01,Asia. China,1373.12214893979,Asia,,China
2015-09-01,Asia. China,1379.49869631116,Asia,,China
2015-10-01,Asia. China,1464.42256413305,Asia,,China
2015-11-01,Asia. China,1166.37093002141,Asia,,China
2015-12-01,Asia. China,1198.5215081926,Asia,,China
2016-01-01,Asia. China,1143.80694199103,Asia,,China
2016-02-01,Asia. China,1197.35538895283,Asia,,China
2016-03-01,Asia. China,1069.53034293514,Asia,,China
2016-04-01,Asia. China,908.640915623694,Asia,,China
2016-05-01,Asia. China,1071.95688461171,Asia,,China
2016-06-01,Asia. China,1104.08602418263,Asia,,China
2016-07-01,Asia. China,1368.87037772236,Asia,,China
2016-08-01,Asia. China,1385.22012229724,Asia,,China
2016-09-01,Asia. China,1326.87639466943,Asia,,China
2016-10-01,Asia. China,1270.64003209962,Asia,,China
2016-11-01,Asia. China,1293.95078082593,Asia,,China
2016-12-01,Asia. China,1297.69127134319,Asia,,China
2017-01-01,Asia. China,1270.28441187494,Asia,,China
2017-02-01,Asia. China,1134.43290790897,Asia,,China
2017-03-01,Asia. China,1138.56688861939,Asia,,China
2017-04-01,Asia. China,1059.2102472264,Asia,,China
2017-05-01,Asia. China,1191.31654954771,Asia,,China
2017-06-01,Asia. China,1413.40096826275,Asia,,China
2017-07-01,Asia. China,1407.35599383831,Asia,,China
2017-08-01,Asia. China,1498.8117080103,Asia,,China
2017-09-01,Asia. China,1408.97410984432,Asia,,China
2017-10-01,Asia. China,1438.40597449062,Asia,,China
2017-11-01,Asia. China,1380.22492676276,Asia,,China
2017-12-01,Asia. China,1343.09475724528,Asia,,China
2018-01-01,Asia. China,1488.53252117897,Asia,,China
2018-02-01,Asia. China,1437.40134909404,Asia,,China
2018-03-01,Asia. China,1461.5712852937,Asia,,China
2018-04-01,Asia. China,1095.78512741768,Asia,,China
2018-05-01,Asia. China,1395.21166134975,Asia,,China
2018-06-01,Asia. China,1488.1110795259,Asia,,China
2018-07-01,Asia. China,1433.88533272496,Asia,,China
2018-08-01,Asia. China,1730.0276992616,Asia,,China
2018-09-01,Asia. China,1436.26261662246,Asia,,China
2018-10-01,Asia. China,1818.50598133465,Asia,,China
2018-11-01,Asia. China,1327.33730981634,Asia,,China
2018-12-01,Asia. China,1464.46662003154,Asia,,China
2019-01-01,Asia. China,1581.00466169984,Asia,,China
2019-02-01,Asia. China,1559.35746654184,Asia,,China
2019-03-01,Asia. China,1306.38769898459,Asia,,China
2019-04-01,Asia. China,1167.02746888213,Asia,,China
2019-05-01,Asia. China,1397.52399335536,Asia,,China
2019-06-01,Asia. China,1217.86559802242,Asia,,China
2019-07-01,Asia. China,1474.1041892991,Asia,,China
2019-08-01,Asia. China,1497.738031178,Asia,,China
2019-09-01,Asia. China,1318.24590032241,Asia,,China
2019-10-01,Asia. China,1432.60242945491,Asia,,China
2019-11-01,Asia. China,1313.80425003964,Asia,,China
2019-12-01,Asia. China,1190.97779552004,Asia,,China
2020-01-01,Asia. China,1485.9328587746,Asia,,China
2020-02-01,Asia. China,1161.8851731708,Asia,,China
2020-03-01,Asia. China,959.27120874067,Asia,,China
2020-04-01,Asia. China,1212.06933311032,Asia,,China
2020-05-01,Asia. China,1215.35132726469,Asia,,China
2020-06-01,Asia. China,1265.71344982618,Asia,,China
2020-07-01,Asia. China,1541.15082454872,Asia,,China
2020-08-01,Asia. China,1361.11092094703,Asia,,China
2020-09-01,Asia. China,1482.89160822535,Asia,,China
2020-10-01,Asia. China,1492.50404667649,Asia,,China
2020-11-01,Asia. China,1500.16533509994,Asia,,China
2020-12-01,Asia. China,1754.64831472736,Asia,,China
2021-01-01,Asia. China,1732.56106403784,Asia,,China
2021-02-01,Asia. China,1886.45464369829,Asia,,China
2021-03-01,Asia. China,2219.37458990962,Asia,,China
2021-04-01,Asia. China,1621.83861722326,Asia,,China
2021-05-01,Asia. China,2060.02872014909,Asia,,China
2021-06-01,Asia. China,2036.05817123114,Asia,,China
2021-07-01,Asia. China,2441.08484357798,Asia,,China
2021-08-01,Asia. China,2684.10893698925,Asia,,China
2021-09-01,Asia. China,2157.08921971336,Asia,,China
2021-10-01,Asia. China,2931.90711706108,Asia,,China
2021-11-01,Asia. China,2594.25336772452,Asia,,China
2021-12-01,Asia. China,3152.12495267458,Asia,,China
2022-01-01,Asia. China,2969.5303863,Asia,,China
2022-02-01,Asia. China,2559.8429717,Asia,,China
2022-03-01,Asia. China,2591.4701915,Asia,,China
2022-04-01,Asia. China,1911.1777739,Asia,,China
2022-05-01,Asia. China,2144.3966288,Asia,,China
2022-06-01,Asia. China,1975.285717,Asia,,China
2022-07-01,Asia. China,2313.351467,Asia,,China
2022-08-01,Asia. China,2615.5552245,Asia,,China
2022-09-01,Asia. China,2213.9761108,Asia,,China
2022-10-01,Asia. China,1763.4709207,Asia,,China
2022-11-01,Asia. China,1787.4893216,Asia,,China
2022-12-01,Asia. China,1629.4143264,Asia,,China
2023-01-01,Asia. China,1457.4830517,Asia,,China
2023-02-01,Asia. China,1539.0374519,Asia,,China
2023-03-01,Asia. China,1336.0024467,Asia,,China
2023-04-01,Asia. China,1626.3613588,Asia,,China
2023-05-01,Asia. China,1714.7566577,Asia,,China
2023-06-01,Asia. China,1701.1835362,Asia,,China
2023-07-01,Asia. China,1678.0043064,Asia,,China
2023-08-01,Asia. China,2026.6445639,Asia,,China
2023-09-01,Asia. China,1606.4629106,Asia,,China
2023-10-01,Asia. China,1838.6380496,Asia,,China
2023-11-01,Asia. China,1635.6357117,Asia,,China
2023-12-01,Asia. China,1657.5980483,Asia,,China
2024-01-01,Asia. China,1641.7128931,Asia,,China
2024-02-01,Asia. China,1545.8604976,Asia,,China
2024-03-01,Asia. China,1576.1287494,Asia,,China
2024-04-01,Asia. China,1496.2716271,Asia,,China
2024-05-01,Asia. China,1578.3759116,Asia,,China
2024-06-01,Asia. China,1549.9032592,Asia,,China
2024-07-01,Asia. China,1853.4399681,Asia,,China
2024-08-01,Asia. China,2092.3905973,Asia,,China
2024-09-01,Asia. China,1750.7601418,Asia,,China
2024-10-01,Asia. China,2006.6812194,Asia,,China
2024-11-01,Asia. China,2039.4038527,Asia,,China
2024-12-01,Asia. China,2036.9953477,Asia,,China
2025-01-01,Asia. China,2183.1975275,Asia,,China
2025-02-01,Asia. China,1951.8547911,Asia,,China
2025-03-01,Asia. China,1955.4044256,Asia,,China
2025-04-01,Asia. China,1768.4610954,Asia,,China
2025-05-01,Asia. China,2081.998646,Asia,,China
2025-06-01,Asia. China,2094.2090185,Asia,,China
2025-07-01,Asia. China,2561.178517,Asia,,China
2025-08-01,Asia. China,2372.9541299,Asia,,China
2025-09-01,Asia. China,2432.8226322,Asia,,China
2025-10-01,Asia. China,2824.1035332,Asia,,China
2025-11-01,Asia. China,1853.786497,Asia,,China
2025-12-01,Asia. China,2377.8847014,Asia,,China
2026-01-01,Asia. China,2300.1794211,Asia,,China
2026-02-01,Asia. China,1984.6106026,Asia,,China
2026-03-01,Asia. China,1835.904616,Asia,,China
2026-04-01,Asia. China,2054.5610184,Asia,,China
2026-05-01,Asia. China,2041.2883583,Asia,,China
2026-06-01,Asia. China,2088.6667101,Asia,,China
2003-01-01,Asia. Japón,66.0949992270366,Asia,,Japón
2003-02-01,Asia. Japón,51.2899776478411,Asia,,Japón
2003-03-01,Asia. Japón,39.054420668884,Asia,,Japón
2003-04-01,Asia. Japón,62.8817415463303,Asia,,Japón
2003-05-01,Asia. Japón,74.0791805701086,Asia,,Japón
2003-06-01,Asia. Japón,42.5394959111659,Asia,,Japón
2003-07-01,Asia. Japón,57.6738988149901,Asia,,Japón
2003-08-01,Asia. Japón,78.5406340273619,Asia,,Japón
2003-09-01,Asia. Japón,59.5383617396795,Asia,,Japón
2003-10-01,Asia. Japón,66.447226853647,Asia,,Japón
2003-11-01,Asia. Japón,68.0919393321877,Asia,,Japón
2003-12-01,Asia. Japón,81.3454559842612,Asia,,Japón
2004-01-01,Asia. Japón,73.0506673266456,Asia,,Japón
2004-02-01,Asia. Japón,46.7665725685693,Asia,,Japón
2004-03-01,Asia. Japón,104.479064648651,Asia,,Japón
2004-04-01,Asia. Japón,65.2202414384484,Asia,,Japón
2004-05-01,Asia. Japón,93.7196814606378,Asia,,Japón
2004-06-01,Asia. Japón,64.0812847763801,Asia,,Japón
2004-07-01,Asia. Japón,73.6406833163007,Asia,,Japón
2004-08-01,Asia. Japón,92.8393389002937,Asia,,Japón
2004-09-01,Asia. Japón,73.4195277689322,Asia,,Japón
2004-10-01,Asia. Japón,102.546083895693,Asia,,Japón
2004-11-01,Asia. Japón,99.7112285195305,Asia,,Japón
2004-12-01,Asia. Japón,87.7491610344837,Asia,,Japón
2005-01-01,Asia. Japón,104.160749347333,Asia,,Japón
2005-02-01,Asia. Japón,63.2910746484052,Asia,,Japón
2005-03-01,Asia. Japón,127.033113170698,Asia,,Japón
2005-04-01,Asia. Japón,88.0325664493046,Asia,,Japón
2005-05-01,Asia. Japón,98.1209349954629,Asia,,Japón
2005-06-01,Asia. Japón,88.8065057234706,Asia,,Japón
2005-07-01,Asia. Japón,101.11538126446,Asia,,Japón
2005-08-01,Asia. Japón,128.950960450878,Asia,,Japón
2005-09-01,Asia. Japón,101.81149850029,Asia,,Japón
2005-10-01,Asia. Japón,123.630264841085,Asia,,Japón
2005-11-01,Asia. Japón,100.691803893719,Asia,,Japón
2005-12-01,Asia. Japón,126.585860451295,Asia,,Japón
2006-01-01,Asia. Japón,110.643874927764,Asia,,Japón
2006-02-01,Asia. Japón,83.748365406784,Asia,,Japón
2006-03-01,Asia. Japón,125.701379032189,Asia,,Japón
2006-04-01,Asia. Japón,82.7640315798748,Asia,,Japón
2006-05-01,Asia. Japón,121.940776906686,Asia,,Japón
2006-06-01,Asia. Japón,107.24202721793,Asia,,Japón
2006-07-01,Asia. Japón,121.702717067558,Asia,,Japón
2006-08-01,Asia. Japón,122.097719095745,Asia,,Japón
2006-09-01,Asia. Japón,170.857811092216,Asia,,Japón
2006-10-01,Asia. Japón,153.011461734856,Asia,,Japón
2006-11-01,Asia. Japón,127.749848392259,Asia,,Japón
2006-12-01,Asia. Japón,118.943778284807,Asia,,Japón
2007-01-01,Asia. Japón,127.770773866504,Asia,,Japón
2007-02-01,Asia. Japón,132.984124100478,Asia,,Japón
2007-03-01,Asia. Japón,120.497743309631,Asia,,Japón
2007-04-01,Asia. Japón,162.149695354829,Asia,,Japón
2007-05-01,Asia. Japón,155.003782713807,Asia,,Japón
2007-06-01,Asia. Japón,147.247143520225,Asia,,Japón
2007-07-01,Asia. Japón,144.45257495363,Asia,,Japón
2007-08-01,Asia. Japón,113.950011474661,Asia,,Japón
2007-09-01,Asia. Japón,177.007569673191,Asia,,Japón
2007-10-01,Asia. Japón,234.255893945076,Asia,,Japón
2007-11-01,Asia. Japón,245.535110054643,Asia,,Japón
2007-12-01,Asia. Japón,222.821816876725,Asia,,Japón
2008-01-01,Asia. Japón,164.400896711932,Asia,,Japón
2008-02-01,Asia. Japón,221.937443819233,Asia,,Japón
2008-03-01,Asia. Japón,207.95759268453,Asia,,Japón
2008-04-01,Asia. Japón,406.954626491832,Asia,,Japón
2008-05-01,Asia. Japón,284.264642171104,Asia,,Japón
2008-06-01,Asia. Japón,228.88149746966,Asia,,Japón
2008-07-01,Asia. Japón,357.859724091561,Asia,,Japón
2008-08-01,Asia. Japón,256.394246625037,Asia,,Japón
2008-09-01,Asia. Japón,317.291505602735,Asia,,Japón
2008-10-01,Asia. Japón,304.663828479163,Asia,,Japón
2008-11-01,Asia. Japón,194.74791948082,Asia,,Japón
2008-12-01,Asia. Japón,249.161715281359,Asia,,Japón
2009-01-01,Asia. Japón,138.348398372292,Asia,,Japón
2009-02-01,Asia. Japón,107.554199343142,Asia,,Japón
2009-03-01,Asia. Japón,99.2320022162953,Asia,,Japón
2009-04-01,Asia. Japón,125.785077643255,Asia,,Japón
2009-05-01,Asia. Japón,86.8115991800567,Asia,,Japón
2009-06-01,Asia. Japón,107.252828625633,Asia,,Japón
2009-07-01,Asia. Japón,118.083399520966,Asia,,Japón
2009-08-01,Asia. Japón,123.914422237454,Asia,,Japón
2009-09-01,Asia. Japón,211.192622589096,Asia,,Japón
2009-10-01,Asia. Japón,144.594214099555,Asia,,Japón
2009-11-01,Asia. Japón,141.029225949612,Asia,,Japón
2009-12-01,Asia. Japón,177.125313107147,Asia,,Japón
2010-01-01,Asia. Japón,249.940959076899,Asia,,Japón
2010-02-01,Asia. Japón,150.032273179271,Asia,,Japón
2010-03-01,Asia. Japón,294.365544424425,Asia,,Japón
2010-04-01,Asia. Japón,433.061237697659,Asia,,Japón
2010-05-01,Asia. Japón,238.177109987785,Asia,,Japón
2010-06-01,Asia. Japón,212.03778543695,Asia,,Japón
2010-07-01,Asia. Japón,266.164972237787,Asia,,Japón
2010-08-01,Asia. Japón,301.959144176033,Asia,,Japón
2010-09-01,Asia. Japón,268.079675583099,Asia,,Japón
2010-10-01,Asia. Japón,259.750534374887,Asia,,Japón
2010-11-01,Asia. Japón,345.200967276867,Asia,,Japón
2010-12-01,Asia. Japón,363.902391772422,Asia,,Japón
2011-01-01,Asia. Japón,241.341818811101,Asia,,Japón
2011-02-01,Asia. Japón,290.478349349057,Asia,,Japón
2011-03-01,Asia. Japón,351.512161953653,Asia,,Japón
2011-04-01,Asia. Japón,267.224911260069,Asia,,Japón
2011-05-01,Asia. Japón,124.220718305667,Asia,,Japón
2011-06-01,Asia. Japón,160.310643011497,Asia,,Japón
2011-07-01,Asia. Japón,255.709533838637,Asia,,Japón
2011-08-01,Asia. Japón,284.082228358059,Asia,,Japón
2011-09-01,Asia. Japón,272.538461567977,Asia,,Japón
2011-10-01,Asia. Japón,278.407292029628,Asia,,Japón
2011-11-01,Asia. Japón,236.767295026844,Asia,,Japón
2011-12-01,Asia. Japón,178.852628019568,Asia,,Japón
2012-01-01,Asia. Japón,203.841533171996,Asia,,Japón
2012-02-01,Asia. Japón,140.299639158773,Asia,,Japón
2012-03-01,Asia. Japón,185.006263013972,Asia,,Japón
2012-04-01,Asia. Japón,196.008363914028,Asia,,Japón
2012-05-01,Asia. Japón,199.223356938092,Asia,,Japón
2012-06-01,Asia. Japón,213.725126925348,Asia,,Japón
2012-07-01,Asia. Japón,273.525143686024,Asia,,Japón
2012-08-01,Asia. Japón,259.704479683194,Asia,,Japón
2012-09-01,Asia. Japón,218.517377594356,Asia,,Japón
2012-10-01,Asia. Japón,353.542474283729,Asia,,Japón
2012-11-01,Asia. Japón,187.526532901189,Asia,,Japón
2012-12-01,Asia. Japón,165.565664947367,Asia,,Japón
2013-01-01,Asia. Japón,236.327503312371,Asia,,Japón
2013-02-01,Asia. Japón,130.543890026627,Asia,,Japón
2013-03-01,Asia. Japón,177.215397874036,Asia,,Japón
2013-04-01,Asia. Japón,223.531146808254,Asia,,Japón
2013-05-01,Asia. Japón,224.375345104622,Asia,,Japón
2013-06-01,Asia. Japón,193.166901885709,Asia,,Japón
2013-07-01,Asia. Japón,201.70446840693,Asia,,Japón
2013-08-01,Asia. Japón,252.868828492688,Asia,,Japón
2013-09-01,Asia. Japón,176.036019864804,Asia,,Japón
2013-10-01,Asia. Japón,216.201922621891,Asia,,Japón
2013-11-01,Asia. Japón,150.175229858101,Asia,,Japón
2013-12-01,Asia. Japón,183.135078239535,Asia,,Japón
2014-01-01,Asia. Japón,193.607190241937,Asia,,Japón
2014-02-01,Asia. Japón,181.439594278283,Asia,,Japón
2014-03-01,Asia. Japón,189.114418093734,Asia,,Japón
2014-04-01,Asia. Japón,173.018553502841,Asia,,Japón
2014-05-01,Asia. Japón,219.147867365561,Asia,,Japón
2014-06-01,Asia. Japón,189.794083425728,Asia,,Japón
2014-07-01,Asia. Japón,159.129702722593,Asia,,Japón
2014-08-01,Asia. Japón,245.282885002735,Asia,,Japón
2014-09-01,Asia. Japón,174.07864503494,Asia,,Japón
2014-10-01,Asia. Japón,179.559277255876,Asia,,Japón
2014-11-01,Asia. Japón,233.830011676502,Asia,,Japón
2014-12-01,Asia. Japón,141.856076617062,Asia,,Japón
2015-01-01,Asia. Japón,134.10470511975,Asia,,Japón
2015-02-01,Asia. Japón,127.518636777245,Asia,,Japón
2015-03-01,Asia. Japón,167.094181645147,Asia,,Japón
2015-04-01,Asia. Japón,172.007505483156,Asia,,Japón
2015-05-01,Asia. Japón,162.884271138074,Asia,,Japón
2015-06-01,Asia. Japón,141.392256529498,Asia,,Japón
2015-07-01,Asia. Japón,190.426346936683,Asia,,Japón
2015-08-01,Asia. Japón,210.470383115144,Asia,,Japón
2015-09-01,Asia. Japón,213.470458915191,Asia,,Japón
2015-10-01,Asia. Japón,197.133834680023,Asia,,Japón
2015-11-01,Asia. Japón,152.110466587895,Asia,,Japón
2015-12-01,Asia. Japón,152.584594713071,Asia,,Japón
2016-01-01,Asia. Japón,172.06626284109,Asia,,Japón
2016-02-01,Asia. Japón,115.49493386032,Asia,,Japón
2016-03-01,Asia. Japón,201.862102270257,Asia,,Japón
2016-04-01,Asia. Japón,163.792021349495,Asia,,Japón
2016-05-01,Asia. Japón,165.125208273185,Asia,,Japón
2016-06-01,Asia. Japón,144.732252467272,Asia,,Japón
2016-07-01,Asia. Japón,159.067618387624,Asia,,Japón
2016-08-01,Asia. Japón,169.276581468321,Asia,,Japón
2016-09-01,Asia. Japón,150.800254840457,Asia,,Japón
2016-10-01,Asia. Japón,168.481938094355,Asia,,Japón
2016-11-01,Asia. Japón,179.304900785148,Asia,,Japón
2016-12-01,Asia. Japón,142.268425988231,Asia,,Japón
2017-01-01,Asia. Japón,149.731606108269,Asia,,Japón
2017-02-01,Asia. Japón,205.418919176696,Asia,,Japón
2017-03-01,Asia. Japón,211.9985914333,Asia,,Japón
2017-04-01,Asia. Japón,132.234951961679,Asia,,Japón
2017-05-01,Asia. Japón,144.634460704982,Asia,,Japón
2017-06-01,Asia. Japón,163.603404496696,Asia,,Japón
2017-07-01,Asia. Japón,178.430004972573,Asia,,Japón
2017-08-01,Asia. Japón,168.592987453681,Asia,,Japón
2017-09-01,Asia. Japón,159.80551897603,Asia,,Japón
2017-10-01,Asia. Japón,163.145643040826,Asia,,Japón
2017-11-01,Asia. Japón,200.863356580317,Asia,,Japón
2017-12-01,Asia. Japón,149.999926082534,Asia,,Japón
2018-01-01,Asia. Japón,167.721528763734,Asia,,Japón
2018-02-01,Asia. Japón,150.916531506534,Asia,,Japón
2018-03-01,Asia. Japón,211.387506898388,Asia,,Japón
2018-04-01,Asia. Japón,216.669270323424,Asia,,Japón
2018-05-01,Asia. Japón,199.9453337422,Asia,,Japón
2018-06-01,Asia. Japón,165.572299746658,Asia,,Japón
2018-07-01,Asia. Japón,310.269884879749,Asia,,Japón
2018-08-01,Asia. Japón,257.037280347329,Asia,,Japón
2018-09-01,Asia. Japón,196.566230144073,Asia,,Japón
2018-10-01,Asia. Japón,184.272534995404,Asia,,Japón
2018-11-01,Asia. Japón,170.556762713533,Asia,,Japón
2018-12-01,Asia. Japón,162.741559051395,Asia,,Japón
2019-01-01,Asia. Japón,204.487556474527,Asia,,Japón
2019-02-01,Asia. Japón,222.96441916163,Asia,,Japón
2019-03-01,Asia. Japón,211.372096306355,Asia,,Japón
2019-04-01,Asia. Japón,232.858417633228,Asia,,Japón
2019-05-01,Asia. Japón,273.042215056168,Asia,,Japón
2019-06-01,Asia. Japón,206.144903729204,Asia,,Japón
2019-07-01,Asia. Japón,214.277149194254,Asia,,Japón
2019-08-01,Asia. Japón,230.138514677713,Asia,,Japón
2019-09-01,Asia. Japón,117.592645656922,Asia,,Japón
2019-10-01,Asia. Japón,168.410837602483,Asia,,Japón
2019-11-01,Asia. Japón,139.742236492037,Asia,,Japón
2019-12-01,Asia. Japón,161.71016837876,Asia,,Japón
2020-01-01,Asia. Japón,152.051858551113,Asia,,Japón
2020-02-01,Asia. Japón,87.0449298302255,Asia,,Japón
2020-03-01,Asia. Japón,116.135077380536,Asia,,Japón
2020-04-01,Asia. Japón,103.928365977594,Asia,,Japón
2020-05-01,Asia. Japón,107.347279354174,Asia,,Japón
2020-06-01,Asia. Japón,59.6805600166973,Asia,,Japón
2020-07-01,Asia. Japón,88.3897743091205,Asia,,Japón
2020-08-01,Asia. Japón,70.8349394000065,Asia,,Japón
2020-09-01,Asia. Japón,74.6541984831141,Asia,,Japón
2020-10-01,Asia. Japón,79.0301872921207,Asia,,Japón
2020-11-01,Asia. Japón,105.711292345391,Asia,,Japón
2020-12-01,Asia. Japón,144.423521182722,Asia,,Japón
2021-01-01,Asia. Japón,121.037506721149,Asia,,Japón
2021-02-01,Asia. Japón,122.362489075924,Asia,,Japón
2021-03-01,Asia. Japón,143.15498665727,Asia,,Japón
2021-04-01,Asia. Japón,149.64913909251,Asia,,Japón
2021-05-01,Asia. Japón,176.243987173386,Asia,,Japón
2021-06-01,Asia. Japón,125.022822781586,Asia,,Japón
2021-07-01,Asia. Japón,188.60549009818,Asia,,Japón
2021-08-01,Asia. Japón,147.181674649054,Asia,,Japón
2021-09-01,Asia. Japón,224.073988138633,Asia,,Japón
2021-10-01,Asia. Japón,285.599738508986,Asia,,Japón
2021-11-01,Asia. Japón,249.37724762947,Asia,,Japón
2021-12-01,Asia. Japón,210.789089333303,Asia,,Japón
2022-01-01,Asia. Japón,221.64148867,Asia,,Japón
2022-02-01,Asia. Japón,125.73450935,Asia,,Japón
2022-03-01,Asia. Japón,233.34575439,Asia,,Japón
2022-04-01,Asia. Japón,231.86614116,Asia,,Japón
2022-05-01,Asia. Japón,162.44248776,Asia,,Japón
2022-06-01,Asia. Japón,188.0234699,Asia,,Japón
2022-07-01,Asia. Japón,268.79627821,Asia,,Japón
2022-08-01,Asia. Japón,193.83655049,Asia,,Japón
2022-09-01,Asia. Japón,201.03318594,Asia,,Japón
2022-10-01,Asia. Japón,225.8687739,Asia,,Japón
2022-11-01,Asia. Japón,239.5106154,Asia,,Japón
2022-12-01,Asia. Japón,372.91217184,Asia,,Japón
2023-01-01,Asia. Japón,270.22319974,Asia,,Japón
2023-02-01,Asia. Japón,204.06956261,Asia,,Japón
2023-03-01,Asia. Japón,237.69259171,Asia,,Japón
2023-04-01,Asia. Japón,132.05312069,Asia,,Japón
